glu1	ac1	o21	glu2	ac2	o22	sd	fitness
279	-2	-4	-5	-2	-2	-3	0.00244731072276436	0.912311
458	-2	-8	-5	-2	0	-2	0.00197975223169008	0.912207
154	-2	-2	-3	-6	-14	-7	0.000263789562655578	0.911383
290	-2	-2	-3	-6	-18	-7	0.000210880710565762	0.911334
140	-4	-2	-5	-2	-18	-7	0.00106209181832515	0.91089
275	-2	-2	-2	-4	-18	-7	0.000228441413524264	0.910804
153	-2	-18	-2	-4	-18	-7	6.44546341166063e-05	0.910657
385	-4	-6	-2	-2	-14	-7	0.0120925057688247	0.910462
390	-4	-8	-2	-2	-18	-7	0.0076863547986121	0.910135
143	-4	-2	-2	-2	-14	-7	0.00474899521433178	0.91011
225	-4	-4	-7	-2	-14	-4	0.00445107821899549	0.90971
460	-2	-4	-5	-2	-2	-2	0.00315293819801122	0.90961
288	-2	0	-3	-6	-14	-7	0.000363163784566129	0.90952
156	-2	0	-3	-6	-12	-7	0.000363163784566129	0.909311
120	-2	-12	-5	-4	-18	-7	0.0012696858775236	0.906661
142	-4	0	-5	-2	-18	-7	0.00689343819337028	0.905683
92	-4	0	-4	-6	-12	-7	0.00161193729826253	0.905604
471	-2	-12	-5	-2	-12	-3	0.00248326548912422	0.905207
367	-4	-14	-3	-2	-8	-7	0.00895377175691821	0.905125
382	-6	-6	-7	-2	-8	-3	0.000154173003383313	0.904556
395	-2	-18	-3	-4	-6	-6	0.00640419240540236	0.903964
118	-4	-8	-6	-4	-16	-7	0.00412609586184573	0.903251
107	-4	-8	-7	-4	0	-7	0.000683354935566872	0.903042
110	-4	-10	-7	-4	-14	-7	0	0.902855
303	-4	-18	-6	-2	-4	-5	0.00787672215858903	0.902174
292	-2	-16	-3	-4	-14	-7	0.000474553720354522	0.90167
294	-2	-18	-3	-4	-18	-7	0.000474819608887738	0.901596
187	-2	-18	-3	-4	-12	-7	0.000334504671223678	0.901549
285	-2	-2	-3	-4	-14	-7	0	0.901441
299	-4	-16	-6	-2	-12	-5	0.000627253640496266	0.900774
158	-4	-2	-3	-6	-14	-7	0.00083287587024689	0.899702
114	-4	-4	-5	-2	-18	-7	0.00679438153410596	0.899248
392	-4	-6	-2	-2	-18	-7	0.00602693048798978	0.898646
277	-2	-2	-2	-6	-12	-7	0.000193747396402289	0.897777
399	-6	-16	-7	-2	-6	-2	0.000127197988028259	0.897777
473	-2	-14	-2	-6	-12	-7	0.000174312152200705	0.897749
192	-2	-16	-2	-6	-12	-7	0.000174427408017511	0.897694
402	-6	-16	-7	-2	-4	-2	0.000126874989848273	0.897665
435	-4	-14	-3	-2	-14	-7	0	0.897647
162	-2	-12	-2	-6	-14	-7	4.92146148322369e-05	0.89761
185	-4	-18	-2	-6	-18	-7	0	0.895638
85	-4	-6	-5	-4	0	-7	0.00607850703701711	0.895203
407	-4	-16	-7	-2	-12	-1	5.55111926528716e-09	0.89461
409	-4	-16	-7	-2	-10	-1	8.89001343905872e-05	0.894507
251	-4	-12	-3	-2	-16	-7	0.0116958934973467	0.894468
351	-2	-8	-1	-4	-12	-6	9.47058863771109e-05	0.894079
430	-4	-10	-6	-2	-6	-1	9.47029416298426e-05	0.894079
353	-2	-2	-1	-4	-12	-6	5.87266009953382e-09	0.89397
245	-4	-2	-3	-2	-18	-7	0.0063717479498957	0.893897
239	-2	-14	-7	-4	-18	-4	0.0028708415699409	0.893362
247	-4	-2	-3	-2	-14	-7	0.00414657361981906	0.892376
315	-4	-6	-3	-4	-14	-7	0.000434956255952856	0.89157
249	-4	-8	-3	-2	-8	-7	0.00609588101184075	0.891517
237	-2	-4	-7	-4	-14	-4	0.0024641191697993	0.891193
397	-6	-6	-7	-2	-8	-1	7.40467114402898e-05	0.888681
380	-4	-14	-5	-2	-18	-1	0.000102332608179144	0.888114
134	-4	-2	-6	-4	0	-7	0.00693535275999132	0.887386
404	-6	-14	-7	-2	-12	-1	4.62335117571554e-09	0.886852
331	-2	0	-1	-6	-14	-7	7.40467039640885e-05	0.886809
112	-4	-4	-4	-4	-16	-7	0.00879643864168083	0.886747
181	-2	-6	-1	-6	-18	-7	4.59130397696686e-09	0.886724
378	-4	-6	-5	-2	-18	-3	0.00572072808973106	0.884395
345	-2	-6	-2	-4	-18	-6	0.000254913971315708	0.883945
79	-2	-6	-4	-4	-2	-6	0.000918610436267649	0.882241
10	-2	-18	-5	-4	-6	-5	0.00144693648521179	0.880819
453	-4	0	-7	-2	-6	-2	0.000264503922533126	0.880195
423	-6	-4	-7	-2	-12	-1	7.40444156816081e-05	0.878746
147	-2	-6	-1	-4	-2	-7	8.89056577356691e-05	0.878157
449	-4	0	-2	-4	-4	-7	4.69358804805289e-08	0.878059
330	-4	-4	-5	-2	-2	-2	0.000303903202353808	0.877455
87	-4	-4	-4	-4	0	-7	0.00399376792454124	0.877339
271	-4	-14	-3	-4	0	-7	0.00244876600448958	0.877233
324	-4	-6	-3	-4	0	-7	0.00244876621279675	0.877233
175	-4	-12	-1	-6	-14	-7	0.000221652293006096	0.87554
183	-4	-6	-1	-6	-16	-7	0.000221679803441153	0.875412
492	-6	-2	-7	-2	-4	-6	0.00165142822852369	0.874271
22	-4	-8	-4	-4	-4	-6	0.00163827889488028	0.873338
160	-2	-12	-2	-6	-14	-6	5.4609188603579e-05	0.872161
375	-4	-18	-2	-6	-8	-7	8.71782455178152e-05	0.872029
243	-2	-12	-6	-4	-12	-4	0.0021113326382115	0.868257
81	-4	-6	-4	-4	-4	-6	0.0062816843863539	0.867147
36	-2	-14	-4	-2	-10	-6	0	0.866998
105	-2	-16	-7	-2	-6	-6	0	0.866998
109	-2	-10	-7	-2	-6	-6	0	0.866998
116	-2	-6	-7	-2	-14	-7	0	0.866998
138	-2	-2	-5	-2	-4	-7	0	0.866998
211	-2	-4	-7	-2	-6	-4	0	0.866998
231	-2	-8	-6	-2	-14	-5	0	0.866998
233	-2	0	-6	-2	-16	-5	0	0.866998
241	-2	-12	-7	-2	-18	-4	0	0.866998
305	-2	0	-4	-2	-12	-6	0	0.866998
307	-2	0	-4	-2	-14	-5	0	0.866998
309	-2	-18	-4	-2	-6	-5	0	0.866998
312	-2	-2	-4	-2	-6	-5	0	0.866998
314	-2	-6	-4	-2	-4	-5	0	0.866998
335	-2	-18	-6	-2	-16	-7	0	0.866998
337	-2	-4	-6	-2	-18	-7	0	0.866998
339	-2	-6	-7	-2	-18	-7	0	0.866998
341	-2	-6	-7	-2	-12	-7	0	0.866998
343	-2	-6	-6	-2	-16	-7	0	0.866998
362	-2	-12	-5	-2	-4	-4	0	0.866998
77	-4	-4	-4	-4	-4	-6	0.00384903402532005	0.86684
414	-4	-18	-1	-4	-12	-7	0.000303241466725238	0.866074
464	-4	-2	-1	-4	-10	-7	0.000303232141341853	0.866074
149	-4	-10	-2	-4	-2	-7	0.000792379031076672	0.865599
327	-4	-14	-4	-2	-10	-6	0.0055278423647661	0.865477
83	-4	-4	-4	-4	0	-6	0.00523615338343012	0.865223
235	-2	-18	-6	-4	-16	-4	0.000923677171925896	0.862689
359	-2	-14	-4	-2	-16	-3	0.00462751070758044	0.861824
98	-4	0	-4	-8	-10	-7	0.00114729171589747	0.861688
361	-2	-14	-4	-2	-2	-3	0.00283557172100301	0.859968
357	-2	-14	-4	-2	-4	-3	2.12616895363948e-05	0.859164
179	-2	-10	-1	-6	-12	-6	7.77831141310644e-05	0.859127
405	-6	-8	-6	-2	-12	-1	7.77831312212421e-05	0.859082
432	-6	-14	-6	-2	-14	-1	7.77806853692887e-05	0.859082
485	-6	-14	-6	-2	-16	-1	7.77782739251892e-05	0.859082
347	-4	-6	-2	-4	-16	-6	0.000584108134684355	0.854213
481	-2	-10	-2	-2	-4	-4	0.00067314097221938	0.851163
483	-2	-14	-2	-2	-4	-4	0.000686721082858321	0.851148
320	-4	-6	-3	-6	-16	-6	0.000890203372476597	0.84874
349	-4	-6	-1	-6	-14	-6	0.0072811001492268	0.847431
329	-4	-18	-4	-2	-6	-5	0.00136763524640457	0.844675
325	-4	-18	-4	-2	-16	-4	0.00388859827576273	0.840029
90	-2	0	-4	-6	-2	-6	0	0.83965
489	-8	-10	-6	-2	-16	-3	8.62290434681579e-05	0.837868
487	-8	-12	-6	-2	-18	-3	8.62290434681579e-05	0.837818
103	-2	-4	-5	-4	-2	-4	0.000914338481316632	0.830792
186	-8	-6	-6	-4	-12	-5	0.00248517603444861	0.829081
164	-4	-12	-2	-8	-12	-6	0.00038096738263018	0.827914
421	-4	0	-2	-2	-4	-6	0.00295383891109091	0.826893
94	-2	-14	-4	-6	0	-6	0.00118676937533492	0.82346
23	-4	-16	-4	-2	0	-1	7.1502774698484e-09	0.823306
72	-4	-8	-4	-2	0	-1	0.0001145129875675	0.82324
100	-8	-14	-6	-2	-2	-6	0.000207160866700612	0.8225
413	-6	-8	-6	-6	-2	-1	3.66951791663855e-08	0.821194
29	-2	-10	-4	-2	-6	-1	0.000229405126249893	0.820997
411	-6	-8	-6	-6	-10	-1	0.000587636245959312	0.820515
76	-2	-4	-4	-2	-6	-1	0.000200998839070717	0.820469
223	-2	-4	-4	-2	-14	-1	0.000172612185110391	0.820437
132	-4	0	-5	-4	0	-7	0.00474850261087663	0.818794
434	-8	-4	-6	-2	-2	-3	0.000252921741284143	0.817216
68	-4	-4	-4	-2	-4	-1	7.1502774698484e-09	0.816388
214	-8	-16	-7	-6	-6	-3	0.000318533811005385	0.81506
498	-6	-12	-5	-8	-16	-6	0.00588430313418023	0.81062
129	-6	-4	-4	-2	-6	-7	0.000617351085700395	0.810404
319	-4	-8	-6	-8	-18	-5	0.00226594808683594	0.806881
493	-8	-4	-6	-2	-16	-1	4.30928810236866e-09	0.806343
386	-6	0	-4	-2	-4	-7	0.000296538137767153	0.806008
101	-12	0	-7	-6	-18	-7	0.00217453163398449	0.805285
259	-2	-8	-3	-4	-2	-4	0.000498247695298419	0.80504
121	-6	-6	-4	-2	-16	-7	0.0107769048665561	0.804754
273	-4	-10	-3	-6	0	-7	0.00161842788827339	0.801333
127	-6	-10	-4	-2	-6	-7	0.0107076996381341	0.799847
1	-10	-18	-7	-10	-18	-7	0	0.799765
6	-8	-10	-5	-2	-16	-3	0	0.79851
261	-2	-14	-2	-4	-2	-4	0.00163684150437905	0.796703
477	-2	-6	-2	-2	0	-6	0.000673141116431967	0.795439
32	-2	-4	-6	-8	-18	-5	0.000983039281741164	0.793578
19	-10	-2	-7	-10	-16	-7	0.0044258400928095	0.792498
66	-2	0	-4	-2	0	-2	0.00088141158634161	0.792148
316	-2	-12	-7	-10	-14	-6	0.0273208606578715	0.792131
182	-2	-8	-4	-4	0	-3	0.00280920528975211	0.791885
346	-6	-10	-4	-6	-4	-5	0.000582048183632714	0.791211
454	-4	-12	-4	-12	-18	-7	0.008023735450611	0.78894
180	-6	-14	-4	-10	-14	-6	0.00107085871976403	0.786646
125	-6	-10	-4	-2	-2	-7	0.00985847683061813	0.786545
31	-4	-12	-4	-4	0	-1	0.000458653908880963	0.784427
74	-4	-8	-4	-4	0	-1	0.000458639590302376	0.784427
210	-12	-4	-7	-2	-14	-4	0.000246215344078078	0.783594
253	-4	-8	-3	-2	0	-7	0.00498788791892834	0.78312
265	-2	-8	-3	-6	0	-7	0.000521949639354426	0.782083
123	-6	-8	-4	-2	-2	-7	0.00978793965187326	0.78052
226	-8	-16	-7	-10	-16	-5	0.00185056923402075	0.776913
342	-8	-14	-7	-10	-14	-5	5.74607344333582e-07	0.774776
221	-2	-18	-5	-4	-12	-1	0.00225112389748012	0.774351
40	-6	0	-1	-12	-8	-7	0.000296394475782842	0.773556
486	-8	-4	-3	-10	-8	-7	1.20321431919374e-07	0.767769
204	-8	-8	-5	-4	-16	-1	1.33305912798979e-08	0.765318
21	-10	-2	-7	-4	-8	-1	0.000164084381323557	0.763693
128	-10	-18	-5	-12	0	-7	0.0129876973178594	0.762466
488	-2	-8	-7	-6	0	-1	0.00296421135491926	0.761415
441	-4	-12	-3	-2	-2	-3	0.00307961697799686	0.761204
422	-12	-8	-6	-6	-16	-4	0.00189295371493404	0.759463
63	-4	-18	-5	-6	-6	-2	0.00373801571304639	0.759238
28	-10	-12	-4	-10	-8	-7	0.00436741107903933	0.758103
373	-6	-14	-3	-2	-12	-7	0.00550859919097244	0.756389
284	-8	-14	-5	-4	-6	-2	8.70219230875346e-05	0.755516
113	-4	-12	-5	-6	-8	-2	0.00626192131706761	0.754172
84	-14	-12	-7	-2	-18	-3	0.000201676780268458	0.750704
425	-2	-2	-7	-14	-12	-7	0.000438448115621517	0.750033
54	-6	-10	-3	-4	-2	-5	0.000720836591866445	0.748426
224	-4	-10	-4	-10	-18	-5	0.00102198674674161	0.746646
250	-8	0	-3	-10	-6	-6	0.0184035719193501	0.741409
484	-6	-2	-4	-2	-14	-3	0.012027756798212	0.741062
456	-8	-16	-4	-4	-2	-5	0.00938604374339157	0.740426
424	-2	-4	-1	-14	-10	-7	5.62780757602668e-05	0.738418
44	-8	-12	-3	-10	-4	-6	0.0171393814253946	0.736863
318	-8	-6	-3	-4	-12	-7	0	0.736833
431	-10	-14	-5	-2	-16	-6	0.000513366229835299	0.736502
97	-12	-10	-7	-14	-14	-6	0.000811741198951311	0.736266
3	-10	-18	-6	-8	-8	-2	0.0196012137343681	0.73602
157	-2	-18	-6	-8	-16	-4	0.00150875303856363	0.732056
163	-8	-12	-7	-12	-2	-5	0.00832622578595592	0.731655
267	-2	-14	-2	-12	-2	-7	0.000155025681114491	0.731294
429	-2	-18	-5	-10	-14	-5	0.00039627679533407	0.73108
451	-6	0	-7	-2	-6	-2	0.000211673183719286	0.729877
255	-2	-8	-1	-6	-2	-4	8.95302965895551e-05	0.727224
286	-16	-6	-7	-10	-14	-6	0.00774914491581791	0.72558
88	-4	0	-5	-6	0	-7	0.00266996149160059	0.725047
257	-2	-4	-2	-6	-2	-4	0.00128244077336493	0.723659
176	-6	-14	-6	-10	-18	-4	5.75595468068398e-07	0.723617
246	-14	-12	-7	-8	-8	-1	0.000471190068386897	0.722661
445	-2	-16	-3	-2	-8	-3	0	0.722174
313	-4	-2	-2	-6	0	-7	0.0163976904233019	0.721236
65	-2	-12	-5	-6	-6	-3	0.00150860387770268	0.719869
278	-10	-6	-5	-4	-2	-1	0.000183646814118764	0.719315
191	-12	-8	-4	-10	-4	-7	0.00813946924771969	0.713585
95	-10	-16	-7	-12	-4	-2	0.00864095656613587	0.713115
269	-4	0	-5	-2	-16	-1	6.38968912818197e-09	0.711754
15	-10	-2	-6	-12	-2	-7	0.000399869346894164	0.709951
401	-16	-14	-7	-10	-6	-4	0.000524567633310845	0.706806
326	-6	-8	-5	-16	-6	-7	0.00110002932660621	0.706421
9	-8	-6	-1	-14	-4	-7	0.000471190068386897	0.704592
16	-4	-6	-7	-16	-2	-7	0.00213630393184498	0.703487
266	-8	-12	-1	-4	-2	-7	0	0.702968
51	-12	-2	-7	-6	-14	-1	0.000296394454952093	0.701482
133	-4	-10	-5	-12	-4	-5	1.09942927259609e-06	0.701294
232	-10	-4	-5	-8	0	-4	0.0059832535314987	0.699009
99	-12	0	-4	-6	-14	-6	0	0.69769
352	-8	-6	-5	-12	-6	-5	0.00159105698516598	0.694594
108	-10	-10	-4	-4	-8	-5	0.00136863594033886	0.693451
42	-8	-6	-4	-8	-12	-4	0	0.692768
137	-8	-8	-4	-8	-14	-4	0	0.692768
366	-10	0	-3	-18	-12	-7	0.00128356373333709	0.690135
8	-2	-12	-7	-20	-16	-7	0.000537691878703861	0.688887
27	-8	-14	-4	-4	-14	-1	0.00023597122494286	0.687861
25	-8	-14	-4	-4	-8	-1	0.00023597122494286	0.687725
283	-6	-2	-2	-2	-8	-6	0.00184944545866817	0.687472
302	-18	-6	-7	-10	-14	-3	0.000246250299239638	0.685546
439	-6	-4	-3	-2	-8	-3	0.000370263288037172	0.68043
64	-20	-10	-7	-12	-2	-7	0.0125858399564638	0.679293
38	-18	-18	-7	-12	-2	-5	0.000235722306408728	0.677656
287	-14	-18	-6	-10	-16	-3	0.00179594487450876	0.677284
111	-16	-10	-7	-20	-2	-7	0.000645915805979327	0.676964
4	-10	-2	-4	-14	-8	-6	0.00024316019201506	0.676845
172	-14	-4	-6	-14	-18	-6	0.00116098013458159	0.674208
45	-14	-2	-7	-10	0	-4	0.00362803994802442	0.674116
468	-6	-8	-7	-12	-14	-3	0	0.672297
148	-10	-6	-4	-6	0	-4	8.54219674474617e-07	0.671697
60	-6	-6	-6	-16	-10	-6	0	0.670941
379	-18	-8	-7	-12	-6	-5	0.00344766023386576	0.66962
126	-12	-8	-5	-6	-2	-1	0.00476906272930823	0.667875
150	-8	-10	-7	-18	-12	-6	0.00512163459858868	0.667575
75	-16	-6	-6	-4	0	-5	1.5229337933079e-06	0.666373
462	-14	-12	-1	-14	-10	-7	0.00176012041159176	0.666285
476	-12	-8	-3	-12	-4	-6	0.00432184435875243	0.665788
70	-2	-2	-4	-4	-6	-1	0	0.664694
338	-4	-6	-7	-10	-10	-3	0.00150726182931852	0.664159
328	-12	-8	-6	-14	-12	-4	0.00305507266053228	0.66388
443	-6	-18	-3	-2	-8	-1	9.87785816362986e-05	0.663254
437	-6	-8	-3	-2	-8	-1	0	0.663197
450	-10	-16	-4	-18	-10	-7	0	0.662413
334	-14	-18	-7	-18	0	-4	0.0018114157310003	0.661251
321	-10	-16	-5	-16	-12	-6	0	0.659356
433	-18	0	-6	-12	-10	-6	0	0.657439
274	-12	-12	-5	-8	-6	-1	0	0.657313
91	-8	-8	-6	-14	-10	-4	0.00578120847999266	0.656965
391	-10	-18	-7	-16	-12	-4	0.0102048628100626	0.655223
61	-2	-10	-5	-6	-2	-2	0.00439910692142273	0.649041
220	-16	-10	-5	-14	0	-6	0.00276435379648341	0.648204
102	-20	-18	-7	-18	-12	-5	0.0100724461847192	0.646153
146	-14	-16	-5	-14	-18	-5	0.00010488226456155	0.640635
104	-10	-10	-4	-10	-14	-4	0	0.638598
39	-2	-4	-5	-8	-6	-3	0.00151913253444601	0.63761
387	-14	0	-5	-8	-12	-4	0	0.636626
358	-20	-12	-6	-8	-6	-3	0.000748421462054082	0.636402
308	-20	-14	-6	-8	-16	-6	0.00354972464708483	0.636271
37	-4	-2	-6	-10	-6	-3	0.0035566956955814	0.63577
218	-18	-12	-5	-6	-16	-5	0.0020463715014963	0.634094
452	-14	-18	-5	-20	-2	-7	0.0178002181678564	0.63303
11	-14	-12	-4	-4	-10	-7	0.00211406714271232	0.63261
418	-16	-8	-1	-16	-8	-7	0.00788216215102885	0.631209
174	-16	-6	-5	-6	-6	-5	0.000745750242765146	0.629615
119	-12	-2	-5	-10	-10	-4	0	0.629233
298	-8	0	-5	-20	-10	-6	0.0015846349096475	0.62881
124	-8	-18	-3	-4	-12	-3	0.00168185246595052	0.628453
436	-12	-4	-5	-18	-2	-7	0	0.626463
228	-12	-14	-4	-18	-14	-6	0.000648568934413463	0.626091
317	-6	-4	-4	-16	0	-7	0.00317928793483393	0.62432
47	-20	-6	-3	-18	-8	-7	0.000581455587093916	0.623264
49	-6	-2	-1	-2	-16	-5	0.00258209234742564	0.622971
208	-18	0	-6	-10	-8	-4	0	0.622837
151	-4	-8	-1	-2	0	-7	6.15200538278279e-08	0.622481
248	-14	-12	-4	-2	-16	-6	0.000830762212140839	0.622056
311	-18	-2	-4	-20	-14	-7	0.00480426992319486	0.621316
57	-4	-8	-4	-8	-4	-2	0.00366457312056268	0.619427
300	-18	-4	-5	-20	-18	-6	0.00837702163195868	0.619123
348	-4	-2	-3	-4	-4	-2	1.26490529216271e-07	0.618133
59	-2	-18	-4	-6	-2	-2	0.00151212390362983	0.615096
89	-10	-14	-6	-18	-8	-4	0.000280300854357931	0.612241
408	-20	-4	-4	-18	-18	-7	0.00594242185776493	0.611868
106	-18	-6	-6	-16	-10	-3	0.0127466824013735	0.611736
117	-16	-18	-1	-14	-18	-6	0.0161742449074717	0.611565
400	-14	-14	-6	-16	-12	-1	0.0161742449074717	0.611565
470	-18	-8	-6	-12	-18	-1	0.0239598425509138	0.611531
82	-12	-10	-1	-14	-18	-5	0	0.609065
41	-2	-6	-6	-8	0	-2	0.00231922529737218	0.608996
416	-16	-16	-6	-14	-12	-1	0.00162608839817251	0.607641
446	-12	-18	-4	-8	-18	-3	0.00194081625780347	0.606335
212	-2	-14	-6	-20	-16	-5	0.000136714322484544	0.605963
306	-2	-16	-3	-14	-16	-4	0.000195635466620448	0.605794
96	-2	0	-4	-6	0	-5	0.000778501799025593	0.605648
296	-20	-16	-2	-14	-18	-7	0.00199297356396513	0.603092
427	-18	-12	-5	-12	-4	-3	0.00221471273531124	0.602811
14	-18	-12	-4	-16	-18	-6	0.00188035404150068	0.599219
420	-20	-16	-5	-6	-4	-4	0.00114216078877875	0.598701
115	-12	-16	-5	-14	-8	-2	0.00420064675293422	0.597541
410	-16	-16	-1	-20	-8	-6	0.00177218602974756	0.596454
170	-18	-6	-4	-10	-16	-5	0.00426510573389117	0.595416
360	-6	-14	-6	-14	-10	-2	0.00558002783766477	0.595072
155	-18	-6	-2	-18	-12	-6	0.00821757030644967	0.59394
403	-12	-2	-7	-16	0	-1	0	0.593044
270	-10	-18	-7	-20	-18	-3	0.0021623476631201	0.592723
202	-2	0	-6	-16	-2	-5	1.29876322032928e-06	0.59109
293	-14	-4	-2	-12	-6	-5	0.00277136493545484	0.59109
455	-20	-6	-5	-6	-4	-3	0.00065999542126636	0.589335
478	-14	-16	-5	-14	-4	-3	0.000641122016821383	0.589123
200	-20	-14	-2	-18	-6	-7	0	0.588199
442	-20	-2	-5	-10	-14	-5	0.0172424004303015	0.586327
144	-4	0	-6	-20	-18	-4	0.00101299727976331	0.584838
152	-16	0	-2	-20	-8	-6	0	0.583625
383	-4	-12	-6	-14	-4	-3	0.0127205269276942	0.582776
336	-12	-6	-3	-12	-10	-4	0.00346546579215387	0.57936
234	-18	-8	-4	-14	-16	-4	0	0.578486
463	-18	-14	-5	-16	-14	-3	0.0005573048852776	0.577786
428	-14	-6	-4	-16	-10	-4	0.00497566515864307	0.577518
18	-14	-2	-5	-4	-18	-1	0.000148401767500946	0.57708
93	-18	-12	-6	-18	-10	-1	0.0143403789716253	0.575147
412	-16	-6	-3	-16	-6	-5	0	0.574094
30	-18	-10	-5	-16	-12	-3	0.00795155120568537	0.573839
377	-16	-2	-5	-16	-18	-4	0.00418737089302965	0.572947
78	-6	-16	-6	-18	-10	-3	0.00295610069992673	0.57189
55	-2	-10	-4	-6	-6	-1	1.33222696761151e-05	0.571878
291	-14	-10	-5	-18	-8	-3	0.001354253427581	0.571421
282	-8	-18	-6	-18	-6	-3	0.00415663811545381	0.570874
466	-20	-16	-4	-20	-6	-6	0	0.570386
426	-10	-4	-2	-20	-6	-5	8.9300655685757e-05	0.569293
159	-20	-10	-5	-10	-4	-2	0.000880687608745188	0.568177
216	-10	-18	-5	-16	-12	-2	0.00461007485846307	0.566384
168	-16	-12	-4	-10	-12	-3	0.00041582316668892	0.564712
333	-10	-12	-4	-12	-10	-2	0.000328128498471572	0.563373
289	-6	-2	-2	-2	-12	-3	0.000906025686174214	0.560451
368	-14	-4	-3	-16	-18	-4	0.00614672849499635	0.55435
396	-4	0	-2	-16	-2	-4	0	0.551353
166	-16	-8	-4	-14	-10	-3	0.0067838238842114	0.550619
474	-12	-18	-1	-16	-2	-5	0	0.548458
280	-20	-2	-7	-16	-10	-1	0.00261668357281982	0.54776
240	-10	-16	-6	-20	-18	-1	0.00806092248997685	0.545908
222	-14	-4	-4	-12	-18	-1	0.0111790473614068	0.543592
276	-16	-8	-3	-2	-16	-5	0.00125101184912281	0.543419
206	-8	-4	-2	-12	-16	-3	0	0.541607
459	-20	-16	-3	-6	-12	-6	0.00241375980128211	0.540404
356	-18	-16	-4	-12	-18	-1	0.00114290678779945	0.539323
262	-8	-16	-3	-16	-14	-3	0.000378819895840153	0.532086
344	-18	0	-4	-14	-2	-5	0.00198569404773723	0.530102
198	-20	-12	-3	-4	-6	-6	0.00139821851132905	0.529463
236	-4	0	-2	-20	-16	-3	0.000241554802762266	0.528617
46	-10	-18	-1	-8	0	-7	0.00140282824032955	0.527099
281	-6	-14	-3	-16	-16	-3	0	0.526875
340	-20	-12	-3	-10	-2	-4	0.00302936686453033	0.526139
438	-4	-8	-2	-20	-16	-3	0.000229791326765834	0.52543
370	-18	-10	-3	-20	-8	-4	0.00114703135702611	0.524365
242	-6	-10	-4	-20	-2	-3	0.00150838343000147	0.523651
12	-20	-14	-3	-6	-14	-3	0.000217158270699122	0.5216
440	-10	-18	-2	-16	-2	-4	0.00237762567024313	0.521453
26	-18	-8	-3	-6	-4	-2	0.000585789502365832	0.518646
263	-2	0	-2	-6	0	-4	0.000251519754638518	0.515173
178	-10	-14	-1	-2	-14	-6	0.00146179055167643	0.514365
496	-20	-4	-4	-16	-14	-1	0.00202790091900518	0.510749
490	-10	-8	-5	-20	-14	-1	0.00595755021506741	0.508682
364	-20	-12	-3	-8	-14	-1	0.000439181055116862	0.5073
67	-8	-18	-1	-2	-10	-4	9.53067840855584e-06	0.504772
447	-2	-14	-3	-2	-14	-2	0	0.499927
86	-12	-6	-3	-14	-16	-2	0	0.498405
165	-2	-18	-3	-4	-2	-1	0.000667568050113525	0.498391
24	-2	-6	-6	-14	-12	-2	0	0.497035
33	-2	-2	-4	-6	-4	-1	1.05809632103698e-05	0.49568
167	-4	-18	-2	-4	-6	-2	0	0.49284
188	-8	-8	-1	-18	-16	-3	0	0.492735
268	-14	-8	-1	-2	-10	-7	0.00139669585130689	0.492468
34	-20	-2	-4	-12	-6	-1	0.000996591897176883	0.491998
376	-10	-2	-3	-10	-6	-1	0.000792695043217052	0.490082
196	-18	-12	-2	-2	-6	-7	0.000134827789042612	0.486568
