glu1	ac1	o21	glu2	ac2	o22	sd	fitness
88	-8	-16	-14	-14	-18	-14	0.00273486711396673	0.855297
391	-18	-18	-15	-16	-8	-15	0.00890370019021742	0.855162
150	-10	-16	-8	-10	-16	-15	0.00196054154841781	0.854682
319	-12	-10	-15	-10	-10	-12	0	0.854623
90	-8	-16	-16	-14	-18	-12	0.0066392780629701	0.854532
373	-8	-18	-14	-8	-18	-15	0.00249096588224306	0.854358
275	-20	-16	-16	-14	-16	-14	0	0.854318
281	-8	-14	-15	-8	-8	-11	0.0015847701188662	0.854271
291	-12	-12	-12	-12	-14	-14	0.00184042155241555	0.853788
395	-18	-6	-20	-16	0	-10	0.0053690220701504	0.853292
121	-14	-18	-15	-8	-8	-8	0.00108726605616493	0.852978
318	-10	-10	-15	-4	-12	-14	0.00298725018107911	0.852343
227	-10	-14	-20	-14	0	-10	0.00130614960864976	0.852328
409	-12	-14	-26	-20	-10	-4	0.00299359603104998	0.85229
334	-14	0	-13	-10	-16	-15	0.0039156515996882	0.852262
205	-20	-12	-20	-14	-2	-4	0.000676226389060612	0.852126
433	-12	-18	-11	-10	-18	-15	0.00339482811167871	0.852087
83	-10	-18	-14	-8	-16	-6	0.00101390116734725	0.851931
434	-8	-8	-2	-12	-14	-14	0.000297372829978932	0.850929
359	-6	-10	-15	-14	-16	-12	0.00259503261645153	0.850604
279	-8	-12	-15	-8	-10	-11	0.00552854451782143	0.850454
483	-16	-18	-16	-14	-10	-4	7.29283437282101e-08	0.848844
15	-18	-16	-14	-8	-16	-2	0.000197050108632211	0.848721
28	-20	-10	-1	-10	-18	-24	0.00364749402039706	0.847648
158	-16	-18	-16	-10	-4	-6	0.000175287024493855	0.847582
269	-8	-18	-15	-10	-18	-11	0.00356426945789289	0.847106
456	-14	-6	-16	-6	-6	-14	0.00250917943711783	0.846612
214	-18	-10	-15	-2	-8	-10	0.000668976847624886	0.846329
77	-10	-18	-14	-10	-8	-6	0.0100002922239777	0.846273
51	-10	-12	-18	-16	-10	-12	0.000139441157476625	0.846216
451	-10	-16	-16	-10	-18	-1	0.000321741082676203	0.845859
389	-8	-18	-14	-12	-8	-13	0	0.844462
361	-14	-10	-15	-4	0	-6	0.000373874998517301	0.844355
132	-10	-16	-18	-14	-6	-8	0.00861137158441096	0.84412
370	-8	-14	-11	-10	-2	-15	0.00443309459213473	0.844116
249	-8	-10	-18	-12	0	-10	0.00197153567042906	0.842879
79	-10	-18	-16	-12	-10	-6	0.0166137113229102	0.84276
153	-12	-4	-8	-4	-18	-20	0.00519240939390192	0.84262
41	-8	-6	-20	-12	-16	-6	0.0131439400497127	0.84248
380	-10	-18	-13	-2	-10	-6	0.00021437986147813	0.841499
243	-18	-12	-15	-14	-18	-8	0.0077640353452627	0.841459
193	-16	-8	-15	-8	-2	-6	0.000810654770690456	0.841143
258	-6	-10	-8	-12	-12	-12	0	0.841138
485	-14	-8	-20	-14	0	-4	0	0.840132
306	-10	0	-12	-12	-4	-18	0.00460113649486531	0.839946
197	-20	-8	-20	-14	0	-4	0.000745981577769754	0.839553
173	-10	-18	-6	-8	-12	-16	0.00219353501446941	0.839429
145	-16	-14	-12	-4	-18	-13	0.00141145423490403	0.839307
244	-14	-10	-10	-14	-10	-16	0	0.839067
162	-10	-10	-13	-8	-2	-12	0.00364391763671412	0.838858
189	-8	-8	-20	-14	-18	-6	0.000629770192024159	0.838803
124	-10	0	-2	-12	-8	-16	2.52014299197764e-08	0.837987
164	-18	-18	-15	-10	-4	-11	0	0.837505
200	-8	-10	-2	-18	-6	-18	0.00021377354768622	0.83745
474	-18	-6	-15	-4	-10	-11	0.000372943202800966	0.836633
44	-18	0	-22	-12	0	-6	0.000968824534513871	0.836603
473	-8	-10	-11	-8	-18	-12	0.0042976893253823	0.83596
431	-18	-16	-6	-12	-14	-22	0.000590603038965288	0.835644
85	-14	-18	-18	-18	-14	-6	0.000613373985559441	0.835258
484	-14	-16	-14	-16	-16	-10	0.00629107368762016	0.83522
221	-18	-6	-15	-8	-8	-15	0.0188957944468748	0.835181
446	-14	-4	-24	-18	0	-4	9.29159517168032e-08	0.834957
247	-8	-14	-1	-12	-2	-18	0	0.834775
284	-16	-8	-15	-4	-12	-11	0.000947025938355883	0.834471
87	-14	-18	-14	-14	-12	-6	0.00977958442298408	0.833988
138	-10	-18	-18	-16	-6	-6	0.014692765924835	0.832928
152	-12	-2	-14	-10	-12	-12	0	0.832121
237	-18	-10	-15	-14	-14	-8	0.00540686578997319	0.831688
99	-12	-18	-14	-12	-8	-2	4.83389520700849e-05	0.831298
103	-12	-18	-15	-14	-8	-2	0.00084373363378698	0.831183
241	-20	-14	-15	-20	-18	-14	0	0.830838
56	-20	-14	-15	-12	-18	-4	0.000373087042374941	0.830649
234	-2	-10	-14	-12	-8	-12	0.00113592845241847	0.830112
422	-6	-14	-22	-16	0	-6	0.0155466541339055	0.829706
396	-8	-18	-13	-8	-8	-2	0.000389916370716139	0.828429
238	-16	-14	-15	-12	-18	-4	0	0.828027
358	-8	-8	-1	-18	-6	-16	0.000147420896526742	0.827008
38	-8	0	-13	-12	-6	-14	0	0.82681
251	-10	-6	-13	-4	-10	-11	0.00145977860382158	0.825229
168	-20	-12	-13	-6	-8	-11	0.00110075027738797	0.824254
134	-8	-14	-18	-16	-6	-10	0.00615051836666535	0.823938
109	-14	-18	-14	-14	-4	-2	0.000724761120428151	0.823041
49	-16	-8	-13	-4	-4	-11	0.0243620603827767	0.822946
256	-10	-18	-16	-20	-6	-11	0.00560409525666812	0.822305
78	-16	-18	-12	-4	-2	-4	0.000213909531430755	0.822031
151	-12	-16	-11	-4	-18	-11	0.000889685064153498	0.821512
442	-18	-10	-12	-20	-18	-14	0	0.82118
388	-6	-10	-11	-6	-4	-16	0	0.819682
266	-16	-4	-12	-18	-14	-13	0.000671477983894635	0.819529
81	-8	-18	-14	-10	-12	-6	0.000794502746278568	0.818964
155	-12	-16	-10	-6	-16	-14	0	0.818679
54	-18	-4	-22	-18	-2	-4	0.00206329852560567	0.818403
342	-10	-14	-13	-16	-2	-15	0	0.8183
101	-10	-16	-14	-14	-10	-2	0.00113625981817569	0.818208
71	-8	-6	-12	-6	-14	-8	0.00292325220124332	0.81756
6	-10	-14	-12	-14	-6	-10	0.00393873034207356	0.817186
13	-18	-16	-12	-2	-16	-4	5.83755314390107e-06	0.816543
481	-16	-12	-15	-12	-10	-4	0.000772633908878718	0.81647
117	-14	0	-12	-6	-14	-16	0.00180587694189534	0.816124
136	-8	-12	-18	-14	-4	-6	0.00711534127038128	0.815965
184	-8	-6	-12	-2	-4	-8	0.000139759679985757	0.815909
149	-16	-14	-12	-4	-18	-16	0.00154091581531486	0.815343
478	-8	0	-11	-2	-14	-12	0.000811052006564614	0.81513
406	-8	-2	-1	-8	-16	-14	0.000252795443801833	0.814668
7	-20	-18	-2	-12	-18	-16	0.000100219529996429	0.814666
352	-18	-4	-14	-8	-18	-11	0.00238654846343415	0.814106
187	-14	0	-20	-14	-18	-8	0.0187311171520897	0.813772
397	-8	-18	-14	-20	-8	-14	0	0.812573
322	-18	-4	-10	-14	-16	-14	4.97733983106511e-07	0.811833
296	-8	-4	-10	-6	-12	-11	6.85398001706778e-05	0.809784
176	-12	-14	-11	-14	-14	-10	0.000186678896577064	0.809576
62	-14	-2	-6	-18	-14	-13	0.00186223521574585	0.808766
142	-8	-18	-18	-16	-4	-1	0.00558522720402662	0.808625
472	-18	-12	-13	-10	-4	-10	0.000315086530141653	0.808054
440	-20	0	-2	-20	-2	-26	0.000842672862174471	0.80804
94	-8	-14	-16	-20	-18	-10	0.000902517662402538	0.807452
98	-8	-18	-13	-16	-18	-10	0.00527717488909924	0.806714
48	-20	-4	-20	-14	-2	-6	0.00209273672995724	0.806236
163	-20	-12	-12	-12	-6	-14	0.00343024258093555	0.805829
458	-10	-14	-13	-16	-4	-10	0.00374672487867817	0.804941
196	-2	-18	-6	-10	-2	-14	0.000202393952430963	0.804646
105	-12	-18	-14	-14	-18	-2	0	0.804391
210	-4	-16	-18	-6	-8	-11	0.0107127837247123	0.80277
486	-4	-12	-11	-10	-12	-10	0.000671041516258056	0.802405
436	-20	-12	-12	-12	-14	-1	0.000330420486082872	0.802367
96	-8	-14	-16	-16	-18	-8	0.00215433767549114	0.801599
216	-18	-6	-15	-16	-8	-11	0	0.799686
147	-14	-2	-10	-4	-18	-15	0.00254788946527959	0.798739
466	-8	-14	-13	-10	-14	-4	9.44806591474553e-08	0.798304
194	-10	-14	-11	-10	0	-8	0	0.798139
412	-20	-18	-12	-14	-16	-8	0.00247913161598687	0.797185
424	-6	0	-16	-4	-2	-8	0.0107127719420037	0.796586
350	-4	-12	-11	-6	-2	-12	0.0107127837247123	0.796585
57	-10	-10	-10	-16	-2	-14	0.00331825191130249	0.795893
328	-18	-12	-11	-6	0	-4	0.00033128373614069	0.794034
374	-20	-14	-11	-4	-10	-16	0.00140465526094327	0.79327
202	-10	-18	-10	-4	0	-1	7.23717255835325e-05	0.790298
403	-16	-2	-20	-16	-12	-4	0.0254926326686733	0.789439
253	-20	-10	-1	-12	-14	-16	9.26593066427041e-08	0.789269
354	-20	-18	-11	-8	-12	-4	0	0.788537
236	-20	-16	-11	-20	-16	-10	0.00181119905948574	0.788355
89	-14	-16	-2	-16	-14	-13	0.000718987849169913	0.78835
10	-14	0	-4	-12	-12	-12	1.16523831752693e-07	0.787251
432	-18	-8	-13	-10	-14	-4	0.000149259656319373	0.786603
37	-4	-14	-24	-14	-18	-2	0.0047301671169392	0.786154
280	-8	-18	-15	-14	-10	-4	0.00759734263095401	0.785912
232	-6	-12	-13	-18	-14	-10	0.001868905711228	0.784707
274	-14	-2	-15	-4	-6	-14	0.00227024213081029	0.781646
146	-14	-18	-10	-4	-4	-11	0.00122838562605959	0.781397
161	-14	-14	-8	-6	-6	-15	0	0.781092
2	-2	-6	-14	-16	-6	-12	0.000100557546093512	0.779781
460	-16	0	-1	-10	-14	-12	7.57944369248693e-08	0.77818
270	-10	-12	-16	-18	-16	-2	0.000100233405852623	0.777549
366	-16	-10	-13	-16	-10	-1	0.000740486525082132	0.77749
220	-10	-8	-15	-18	-8	-8	0.00143548138099497	0.776847
178	-18	-18	-8	-4	-18	-20	0.0112384145713967	0.776834
143	-18	-12	-8	-4	-16	-22	0.00860391812212386	0.776491
218	-10	-2	-13	-2	-10	-1	2.77493074710936e-05	0.776233
360	-16	0	-1	-10	-4	-16	0.00101408121578894	0.775855
8	-20	-18	-10	-12	-10	-10	9.45781362541068e-07	0.7746
47	-16	-4	-14	-4	-4	-11	0.000785644197493465	0.773025
198	-8	-14	-14	-14	-6	-2	9.51711146874609e-05	0.772082
454	-12	-14	-4	-8	-14	-12	0.00549008467448343	0.771052
500	-20	-14	-8	-16	-6	-14	0.00496668870099707	0.770467
144	-8	-8	-6	-8	0	-13	0	0.768885
75	-4	0	-8	-12	0	-13	0.000662970679670824	0.768785
314	-14	-2	-11	-6	-10	-13	0.000600067056484815	0.767893
148	-16	-18	-11	-16	0	-2	0.00109749464614838	0.767615
192	-20	-4	-6	-16	-14	-12	0	0.766893
304	-2	-2	-2	-10	-6	-10	3.25693630561704e-05	0.764331
108	-2	-18	-6	-6	-18	-8	0.000173225035516424	0.763029
72	-10	0	-16	-6	-16	-6	0.000977827571443104	0.76257
139	-6	-8	-8	-4	-4	-8	0.000765149757432094	0.762087
18	-2	-6	-1	-10	-6	-10	2.89461670459096e-05	0.761466
386	-2	-12	-15	-12	-10	-8	0.00342823899393708	0.759876
344	-16	0	-6	-8	-4	-22	0.00135840210275535	0.758529
69	-2	-18	-12	-12	0	-10	0.000838023589206703	0.758444
128	-20	0	-1	-20	-6	-15	0.00249600584589019	0.757695
59	-10	-2	-12	-14	-2	-15	0.00526114146942772	0.756276
376	-6	-14	-6	-6	0	-24	0	0.756069
118	-12	-18	-2	-4	-10	-20	0.00607321130823888	0.754062
246	-18	-2	-4	-10	-2	-18	0.0142322263966861	0.750088
240	-20	-2	-6	-12	-18	-12	0.000246296264622452	0.749841
110	-12	-18	-8	-4	-4	-11	0.0018339694805387	0.749714
480	-6	-16	-10	-8	-8	-1	2.52326760122699e-08	0.748723
315	-12	-4	-12	-8	-8	-2	0.00033198956669455	0.747792
298	-12	-6	-13	-16	-16	-1	0.000969555407517793	0.746925
230	-20	-8	-10	-2	-2	-8	0.000109287119017443	0.746922
264	-10	-16	-1	-16	-2	-18	0.000138321700803917	0.744428
55	-8	0	-4	-18	0	-15	0.0192906750249464	0.74228
11	-20	-18	-6	-6	-10	-20	8.10230111961404e-05	0.742107
242	-14	-12	-1	-6	-4	-20	0.0103294452334152	0.741819
430	-6	0	-11	-18	0	-15	0.00121988860471777	0.739911
166	-10	0	-16	-16	-18	-6	0.00751255064243881	0.736358
157	-2	-6	-14	-16	-2	-16	0	0.734003
498	-8	-8	-8	-6	-2	-2	0.000296229699915895	0.731332
119	-14	-8	-8	-4	-2	-16	3.67630259049433e-05	0.730979
462	-6	-18	-13	-14	-2	-2	0.00072057075184551	0.730363
122	-20	-4	-14	-16	-10	-6	2.09655835442274e-07	0.728733
410	-20	-16	-8	-20	-10	-8	0	0.728104
278	-4	-4	-28	-8	-18	-2	0.0029498818566094	0.723226
91	-18	-14	-8	-2	-6	-10	0.000449010932832759	0.722688
40	-10	-8	-1	-16	-16	-8	0.000321703054928849	0.721363
67	-16	-4	-13	-16	0	-16	2.35560141939869e-05	0.720736
390	-20	-4	-8	-4	-18	-11	0.000792827517538217	0.712376
332	-2	-8	-6	-4	-2	-16	0	0.70752
204	-2	-16	-16	-4	-12	-10	0.000443092068089533	0.707264
384	-2	-14	-14	-4	-14	-10	0	0.706753
438	-20	0	-14	-14	0	-6	0.00150562640030105	0.705487
426	-2	-6	-8	-4	-16	-6	0.00185591985705057	0.704767
61	-6	-6	-16	-18	0	-14	0.00493209194032188	0.704685
137	-12	-4	-13	-18	-2	-2	0.0128654639064408	0.700471
52	-20	-2	-20	-20	-2	-4	0.0272780858750987	0.699605
286	-12	-14	-4	-14	-2	-14	0	0.695348
282	-4	-14	-12	-12	-14	-1	0.0046668040984825	0.695203
180	-6	-12	-12	-16	-8	-2	0.000625857914803765	0.693334
60	-6	-6	-2	-8	-2	-10	0.00031529213151188	0.692345
22	-4	-12	-16	-18	-14	-4	0.00178970040450858	0.689615
416	-18	-2	-4	-16	-6	-10	0.00283589879774812	0.687612
45	-8	-14	-10	-18	-14	-4	0.00370631035075497	0.687544
496	-20	-4	-11	-16	-12	-4	0	0.674707
494	-6	-4	-1	-10	-16	-6	0.00220242883543661	0.669298
330	-20	-14	-4	-14	-4	-11	3.04814828266584e-07	0.669274
435	-2	-14	-26	-16	-10	-4	0.00327890533690279	0.666086
106	-18	-18	-4	-6	-10	-11	0.00158538635768598	0.66537
420	-14	-16	-6	-2	-2	-15	0.000233071684313045	0.661795
276	-12	0	-2	-18	-2	-16	0.000417716961238469	0.660029
362	-8	-18	-8	-16	-4	-4	0.00200585509287572	0.659665
492	-14	-12	-1	-4	-16	-12	0	0.659239
212	-20	-8	-2	-6	-12	-12	0.00651578013349734	0.656581
372	-10	-12	-4	-16	-8	-6	0.00136861659724887	0.653116
450	-2	-4	-14	-20	-4	-8	0.00022877719047456	0.651013
336	-4	-12	-4	-16	-12	-6	0.000251643976222978	0.650862
443	-2	-16	-26	-20	-2	-2	0.000246595409756639	0.644949
34	-20	-2	-1	-12	-18	-8	1.44450346963879e-07	0.640632
414	-8	-6	-1	-2	-10	-10	0.018031087028652	0.634272
3	-18	-10	-2	-2	-14	-15	0.00108611021570565	0.628984
452	-12	-2	-12	-14	-6	-2	8.14922344212929e-05	0.628194
93	-6	-6	-12	-20	0	-16	0.0045096870149507	0.623015
300	-16	-12	-6	-20	-2	-6	0	0.620466
73	-2	-10	-18	-18	-4	-4	0.00125236904663515	0.616425
404	-14	-16	-1	-12	-12	-6	0.00231521200049995	0.613697
408	-12	0	-14	-10	-2	-12	0	0.613256
382	-20	-18	-2	-18	-10	-6	0.000124889859414586	0.603927
468	-18	-14	-4	-6	-14	-6	0.00116296620637252	0.598222
464	-10	-10	-6	-18	0	-6	4.08346167436133e-07	0.569824
63	-12	-2	-14	-16	0	-15	0.0151567917822322	0.558247
294	-10	0	-18	-20	-2	-6	0	0.551085
35	-2	0	-22	-8	-16	-4	0	0.54963
324	-8	-6	-1	-20	-6	-4	0.000204673273573099	0.546413
421	-20	0	-26	-12	-8	-4	0.00339494117237787	0.541577
418	-12	-10	-2	-2	-8	-8	0.00186386311516711	0.525521
488	-20	-16	-4	-18	-10	-1	0	0.520214
402	-2	-2	-8	-2	-6	-10	0	0.498082
16	-2	-16	-18	-2	-6	-10	0	0.498081
310	-20	-2	-6	-2	-4	-2	6.53995996759195e-05	0.472912
4	-20	-2	-6	-4	0	-1	6.07167596625287e-05	0.466012
21	-20	-12	-2	-10	-18	-4	0.00200895638085464	0.453167
80	-16	-2	-6	-6	-10	-1	0.000497611196686221	0.452535
174	-4	-4	-4	-6	-12	-2	0.000194112953471978	0.452467
444	-20	-2	-6	-20	-12	-2	0	0.434469
190	-20	0	-24	-4	-18	-2	0.000120457370247425	0.434333
19	-18	-14	-2	-6	-6	-4	0.00110850871894069	0.426743
170	-16	0	-4	-10	-18	-4	0.00365671409900872	0.422254
65	-6	-10	-4	-18	0	-15	0.00126443362820703	0.40637
133	-8	-2	-4	-2	0	-2	9.8768370044409e-05	0.38908
76	-20	0	-15	-2	-4	-12	0.000660836226272132	0.374158
74	-20	0	-15	-2	-8	-4	0.000307829730239813	0.362212
115	-16	0	-16	-8	-2	-2	0.000364504790040102	0.350741
292	-16	0	-14	-12	-4	-2	0.000843429745380532	0.335797
113	-2	0	-13	-18	-8	-2	0.000157592486455084	0.31105
248	-4	-2	-10	-16	0	-2	0.010481419631807	0.288611
9	-10	-6	-2	-6	-16	-2	0.000876866157441551	0.265903
135	-16	-16	-1	-6	0	-15	1.35931117357297e-07	0.264713
159	-4	-4	-2	-4	-14	-1	0.000388139975689783	0.205555
5	-2	-2	-12	-12	-8	-1	0.000201005030601057	0.195708
482	-14	-12	-1	-12	-10	-2	0.000789866544172869	0.192968
312	-16	-10	-1	-4	-2	-2	0.000231569278148331	0.152757
338	-2	0	-4	-14	-4	-1	1.87623345327425e-07	0.146669
356	-2	-2	-1	-18	-16	-1	3.01890670876533e-05	0.138957
12	-8	0	-11	-6	-14	-16	0	0
14	-2	-6	-28	-4	-14	-2	0	0
17	-10	-18	-28	-16	-4	-1	0	0
20	-4	-10	-26	-6	-10	-2	0	0
23	-14	-18	-20	-12	-6	-10	0	0
24	-8	-14	-20	-4	-14	-1	0	0
25	-10	-18	-20	-12	-4	-8	0	0
30	-16	-16	-18	-2	-10	-1	0	0
31	-16	-18	-22	-12	-2	-8	0	0
33	-8	-16	-26	-10	-18	-2	0	0
36	-8	-16	-11	-2	-2	-13	0	0
39	-6	-12	-20	-12	-18	-6	0.492973522595819	0
50	-20	-14	-22	-16	-2	-6	0	0
66	-10	0	-18	-4	-14	-8	0	0
68	-10	0	-15	-2	-4	-8	0	0
70	-10	0	-15	-4	-6	-11	0	0
82	-4	-6	-1	-4	-4	-28	0	0
84	-8	-6	-13	-6	-18	-15	0.489353430632969	0
86	-8	-12	-14	-6	-4	-16	0.490158734763502	0
95	-14	0	-28	-6	-2	-1	0	0
97	-2	-2	-2	-2	-18	-22	0	0
100	-4	-16	-18	-4	0	-6	0	0
104	-6	0	-2	-2	-18	-16	0	0
111	-10	-14	-6	-6	-12	-20	0	0
114	-14	-18	-14	-2	-10	-16	0	0
116	-14	-18	-1	-4	-18	-24	0	0
120	-14	-18	-16	-4	0	-11	0	0
125	-16	-18	-16	-8	-8	-8	0	0
126	-6	-12	-15	-10	-6	-15	0.493121677881871	0
127	-12	-18	-16	-8	-8	-8	0	0
130	-8	-4	-20	-8	-18	-8	0.498441089225322	0
141	-6	-4	-1	-2	-16	-26	0	0
156	-16	-18	-18	-10	-6	-6	0	0
169	-8	-14	-16	-8	-10	-14	0.499705888285747	0
172	-20	-8	-20	-8	-4	-6	0	0
182	-2	-10	-2	-8	-16	-22	0	0
185	-18	-18	-20	-14	-18	-4	0.515472317578044	0
188	-18	-4	-2	-16	-16	-28	0	0
206	-4	-2	-1	-16	-14	-20	0	0
208	-12	-6	-16	-2	-18	-12	0.499800264240919	0
213	-12	-10	-28	-12	-2	-2	0	0
217	-12	-18	-15	-8	-6	-15	0	0
