glu1	ac1	o21	glu2	ac2	o22	fitness
-12	-18	-14	-14	-18	-2	0.804391
-18	-18	-4	-6	-10	-11	0.66537
-10	-18	-15	-8	-6	-2	0.85964
-2	-18	-6	-6	-18	-8	0.763029
-14	-18	-14	-14	-4	-2	0.823041
-12	-18	-8	-4	-4	-11	0.749714
-10	-14	-6	-6	-12	-20	0
-14	-18	-15	-4	0	-11	0.86649
-2	0	-13	-18	-8	-2	0.31105
-14	-18	-14	-2	-10	-16	0
-16	0	-16	-8	-2	-2	0.350741
-14	-18	-1	-4	-18	-24	0
-14	0	-12	-6	-14	-16	0.816124
-12	-18	-2	-4	-10	-20	0.754062
-14	-8	-8	-4	-2	-16	0.730979
-14	-18	-16	-4	0	-11	0
-14	-18	-15	-8	-8	-8	0.852978
-20	-4	-14	-16	-10	-6	0.728733
-10	-18	-15	-8	-8	-8	0.857709
-10	0	-2	-12	-8	-16	0.837987
-16	-18	-16	-8	-8	-8	0
-6	-12	-15	-10	-6	-15	0
-12	-18	-16	-8	-8	-8	0
-20	0	-1	-20	-6	-15	0.757695
-16	-16	-18	-12	-8	-8	0.873567
-8	-4	-20	-8	-18	-8	0
-18	-12	-18	-14	-6	-8	0.875219
-10	-16	-18	-14	-6	-8	0.84412
-8	-2	-4	-2	0	-2	0.38908
-8	-14	-18	-16	-6	-10	0.823938
-16	-16	-1	-6	0	-15	0.264713
-8	-12	-18	-14	-4	-6	0.815965
-12	-4	-13	-18	-2	-2	0.700471
-10	-18	-18	-16	-6	-6	0.832928
-6	-8	-8	-4	-4	-8	0.762087
-10	-16	-18	-12	-8	-4	0.869115
-6	-4	-1	-2	-16	-26	0
-8	-18	-18	-16	-4	-1	0.808625
-18	-12	-8	-4	-16	-22	0.776491
-8	-8	-6	-8	0	-13	0.768885
-16	-14	-12	-4	-18	-13	0.839307
-14	-18	-10	-4	-4	-11	0.781397
-14	-2	-10	-4	-18	-15	0.798739
-16	-18	-11	-16	0	-2	0.767615
-16	-14	-12	-4	-18	-16	0.815343
-10	-16	-8	-10	-16	-15	0.854682
-12	-16	-11	-4	-18	-11	0.821512
-12	-2	-14	-10	-12	-12	0.832121
-12	-4	-8	-4	-18	-20	0.84262
-10	-6	-14	-8	-12	-14	0.856756
-12	-16	-10	-6	-16	-14	0.818679
-16	-18	-18	-10	-6	-6	0
-2	-6	-14	-16	-2	-16	0.734003
-16	-18	-16	-10	-4	-6	0.847582
-4	-4	-2	-4	-14	-1	0.205555
-16	-18	-16	-10	-4	-2	0.873898
-14	-14	-8	-6	-6	-15	0.781092
-10	-10	-13	-8	-2	-12	0.838858
-20	-12	-12	-12	-6	-14	0.805829
-18	-18	-15	-10	-4	-11	0.837505
-10	-18	-16	-8	-18	-14	0.869175
-10	0	-16	-16	-18	-6	0.736358
-10	-14	-16	-8	-12	-14	0.860856
-20	-12	-13	-6	-8	-11	0.824254
-8	-14	-16	-8	-10	-14	0
-16	0	-4	-10	-18	-4	0.422254
-10	-18	-18	-14	-18	-11	0.85698
-20	-8	-20	-8	-4	-6	0
-10	-18	-6	-8	-12	-16	0.839429
-4	-4	-4	-6	-12	-2	0.452467
-16	-12	-15	-12	-16	-15	0.860063
-12	-14	-11	-14	-14	-10	0.809576
-10	-16	-18	-12	-8	-11	0.857723
-18	-18	-8	-4	-18	-20	0.776834
-8	-16	-18	-12	-8	-12	0.866878
-6	-12	-12	-16	-8	-2	0.693334
-8	-16	-18	-12	-8	-11	0.857446
-2	-10	-2	-8	-16	-22	0
-12	-8	-15	-10	-16	-15	0.870002
-8	-6	-12	-2	-4	-8	0.815909
-18	-18	-20	-14	-18	-4	0
-18	0	-1	-16	-2	-28	0.892029
-14	0	-20	-14	-18	-8	0.813772
-18	-4	-2	-16	-16	-28	0
-8	-8	-20	-14	-18	-6	0.838803
-20	0	-24	-4	-18	-2	0.434333
-16	-8	-15	-8	-12	-14	0.856746
-20	-4	-6	-16	-14	-12	0.766893
-16	-8	-15	-8	-2	-6	0.841143
-10	-14	-11	-10	0	-8	0.798139
-20	-12	-24	-14	0	-4	0.892178
-2	-18	-6	-10	-2	-14	0.804646
-20	-8	-20	-14	0	-4	0.839553
-8	-14	-14	-14	-6	-2	0.772082
-20	-12	-20	-14	0	-4	0.860647
-8	-10	-2	-18	-6	-18	0.83745
-20	-10	-20	-12	0	-8	0.861828
-10	-18	-10	-4	0	-1	0.790298
-20	-10	-26	-12	0	-4	0.885752
-2	-16	-16	-4	-12	-10	0.707264
-20	-12	-20	-14	-2	-4	0.852126
-4	-2	-1	-16	-14	-20	0
-20	-12	-22	-14	-2	-4	0.881335
-12	-6	-16	-2	-18	-12	0
-20	-12	-20	-12	-2	-8	0.873948
-4	-16	-18	-6	-8	-11	0.80277
-20	-10	-20	-14	-2	-6	0.860608
-20	-8	-2	-6	-12	-12	0.656581
-12	-10	-28	-12	-2	-2	0
-18	-10	-15	-2	-8	-10	0.846329
-10	-16	-15	-8	-6	-15	0.859169
-18	-6	-15	-16	-8	-11	0.799686
-12	-18	-15	-8	-6	-15	0
-10	-2	-13	-2	-10	-1	0.776233
-16	-8	-15	-8	-6	-15	0.855385
-10	-8	-15	-18	-8	-8	0.776847
-18	-6	-15	-8	-8	-15	0.835181
-14	-12	-28	-12	-10	-1	0
-14	-14	-15	-8	-8	-15	0.864878
-2	-4	-2	-10	-8	-26	0
-12	-8	-20	-14	-4	-2	0.858623
-6	-6	-1	-12	-18	-16	0
-10	-14	-20	-14	0	-10	0.852328
-10	-10	-1	-8	-16	-28	0
-12	-12	-20	-10	0	-1	0
-20	-8	-10	-2	-2	-8	0.746922
-8	-10	-20	-12	-2	-1	0
-6	-12	-13	-18	-14	-10	0.784707
-8	-12	-20	-12	0	-10	0.8603
-2	-10	-14	-12	-8	-12	0.830112
-10	-16	-16	-10	-18	-8	0.859495
-20	-16	-11	-20	-16	-10	0.788355
-18	-10	-15	-14	-14	-8	0.831688
-16	-14	-15	-12	-18	-4	0.828027
-20	-16	-15	-14	-18	-14	0.862942
-20	-2	-6	-12	-18	-12	0.749841
-20	-14	-15	-20	-18	-14	0.830838
-14	-12	-1	-6	-4	-20	0.741819
-18	-12	-15	-14	-18	-8	0.841459
-14	-10	-10	-14	-10	-16	0.839067
-8	-18	-1	-12	-6	-16	0
-18	-2	-4	-10	-2	-18	0.750088
-8	-14	-1	-12	-2	-18	0.834775
-4	-2	-10	-16	0	-2	0.288611
-8	-10	-18	-12	0	-10	0.842879
-18	-12	-2	-14	-8	-24	0.879586
-10	-6	-13	-4	-10	-11	0.825229
-2	-4	-1	-4	-6	-24	0
-20	-10	-1	-12	-14	-16	0.789269
-6	-4	-1	-14	-6	-28	0
-16	-12	-20	-12	-2	-8	0
-10	-18	-16	-20	-6	-11	0.822305
-14	-12	-20	-12	-6	-8	0.871455
-6	-10	-8	-12	-12	-12	0.841138
-16	-12	-20	-10	0	-4	0.866263
-8	-14	-13	-10	-16	-16	0.860355
-8	-12	-18	-12	-10	-12	0.865325
-4	-10	-13	-4	-14	-4	0
-8	-14	-16	-12	-16	-14	0
-10	-16	-1	-16	-2	-18	0.744428
-10	-10	-15	-6	-14	-13	0.856846
-16	-4	-12	-18	-14	-13	0.819529
-8	-6	-14	-10	-18	-16	0.870646
-8	-12	-13	-6	-12	-14	0
-8	-18	-15	-10	-18	-11	0.847106
-10	-12	-16	-18	-16	-2	0.777549
-10	-12	-14	-2	-14	-13	0
-18	-14	-22	-18	-2	-4	0.862262
-18	-18	-16	-20	-10	-14	0.859927
-14	-2	-15	-4	-6	-14	0.781646
-20	-16	-16	-14	-16	-14	0.854318
-12	0	-2	-18	-2	-16	0.660029
-8	-16	-16	-14	-18	-14	0.871508
-4	-4	-28	-8	-18	-2	0.723226
-8	-12	-15	-8	-10	-11	0.850454
-8	-18	-15	-14	-10	-4	0.785912
-8	-14	-15	-8	-8	-11	0.854271
-4	-14	-12	-12	-14	-1	0.695203
-18	-14	-16	-14	-6	-14	0.861328
-16	-8	-15	-4	-12	-11	0.834471
-10	-18	-16	-10	-12	-14	0.865975
-12	-14	-4	-14	-2	-14	0.695348
-16	-16	-15	-12	-16	-14	0.866022
-8	-2	-11	-4	-18	-15	0
-10	-18	-14	-12	-16	-13	0.862532
-18	-12	-20	-8	-8	-2	0
-12	-12	-12	-12	-14	-14	0.853788
-16	0	-14	-12	-4	-2	0.335797
-16	-18	-16	-12	-10	-14	0.869777
-10	0	-18	-20	-2	-6	0.551085
-20	-10	-24	-14	-14	-4	0.885458
-8	-4	-10	-6	-12	-11	0.809784
-20	-12	-22	-14	-12	-4	0.882155
-12	-6	-13	-16	-16	-1	0.746925
-8	-10	-4	-14	-16	-16	0
-16	-12	-6	-20	-2	-6	0.620466
-8	-10	-4	-8	-10	-24	0
-10	-16	-14	-8	-14	-14	0.861327
-18	-12	-20	-14	-16	-4	0.880551
-2	-2	-2	-10	-6	-10	0.764331
-14	0	-1	-12	-10	-24	0.870091
-10	0	-12	-12	-4	-18	0.839946
-12	0	-2	-14	-10	-22	0
-4	0	-8	-14	-2	-20	0
-12	0	-2	-18	-10	-22	0.889688
-20	-2	-6	-2	-4	-2	0.472912
-12	0	-2	-12	-12	-22	0
-16	-10	-1	-4	-2	-2	0.152757
-10	0	-1	-20	-4	-22	0
-14	-2	-11	-6	-10	-13	0.767893
-12	-4	-12	-8	-8	-2	0.747792
-8	-6	-20	-10	-14	-1	0
-18	-10	-26	-14	-8	-2	0.895777
-10	-10	-15	-4	-12	-14	0.852343
-12	-10	-15	-10	-10	-12	0.854623
-10	-6	-24	-14	-10	-4	0
-12	-16	-1	-8	-6	-22	0
-18	-4	-10	-14	-16	-14	0.811833
-2	-14	-4	-10	-18	-22	0.864895
-8	-6	-1	-20	-6	-4	0.546413
-16	-10	-24	-14	0	-6	0
-12	-14	-16	-6	-10	-1	0
-16	-12	-24	-14	0	-4	0
-18	-12	-11	-6	0	-4	0.794034
-16	-12	-22	-14	0	-2	0.889095
-20	-14	-4	-14	-4	-11	0.669274
-20	-10	-22	-14	-18	-4	0.868891
-2	-8	-6	-4	-2	-16	0.70752
-16	-4	-26	-12	0	-4	0.890587
-14	0	-13	-10	-16	-15	0.852262
-20	-12	-24	-10	0	-2	0.883016
-4	-12	-4	-16	-12	-6	0.650862
-12	-18	-16	-10	-8	-14	0
-2	0	-4	-14	-4	-1	0.146669
-18	-10	-28	-14	-8	-2	0.894385
-8	-8	-4	-10	-18	-20	0
-14	-16	-22	-12	0	-2	0
-10	-14	-13	-16	-2	-15	0.8183
-16	-16	-20	-10	0	-4	0.881081
-16	0	-6	-8	-4	-22	0.758529
-20	-12	-24	-10	0	-6	0.89225
-10	-12	-4	-6	-10	-22	0
-12	-18	-16	-10	-18	-14	0
-12	-14	-28	-20	0	-2	0.880712
-12	-18	-16	-12	-12	-14	0.873138
-4	-12	-11	-6	-2	-12	0.796585
-12	-18	-16	-12	-10	-13	0.867563
-18	-4	-14	-8	-18	-11	0.814106
-18	-12	-22	-14	-18	-8	0.872388
-20	-18	-11	-8	-12	-4	0.788537
-10	-18	-16	-12	-8	-14	0
-2	-2	-1	-18	-16	-1	0.138957
-8	-18	-16	-12	-8	-13	0.863561
-8	-8	-1	-18	-6	-16	0.827008
-6	-10	-15	-14	-16	-12	0.850604
-16	0	-1	-10	-4	-16	0.775855
-14	-10	-15	-4	0	-6	0.844355
-8	-18	-8	-16	-4	-4	0.659665
-2	-16	-15	-10	-18	-13	0
-4	-14	-1	-4	-8	-22	0
-20	-12	-24	-14	-18	-6	0
-16	-10	-13	-16	-10	-1	0.77749
-18	-10	-22	-10	-10	-4	0
-8	-18	-11	-14	-16	-14	0.861376
-20	-12	-20	-10	-8	-10	0.87236
-8	-14	-11	-10	-2	-15	0.844116
-18	-12	-20	-10	-4	-8	0
-10	-12	-4	-16	-8	-6	0.653116
-8	-18	-14	-8	-18	-15	0.854358
-20	-14	-11	-4	-10	-16	0.79327
-16	-12	-20	-14	-10	-4	0
-6	-14	-6	-6	0	-24	0.756069
-16	-10	-20	-14	-4	-4	0.878617
-4	-8	-28	-8	-18	-1	0
-16	-10	-20	-14	-18	-4	0.878907
-10	-18	-13	-2	-10	-6	0.841499
-16	-10	-20	-14	-18	-2	0.868769
-20	-18	-2	-18	-10	-6	0.603927
-16	-10	-20	-14	-4	-2	0.868423
-2	-14	-14	-4	-14	-10	0.706753
-18	-10	-22	-14	-10	-2	0
-2	-12	-15	-12	-10	-8	0.759876
-18	-12	-22	-14	-10	-4	0
-6	-10	-11	-6	-4	-16	0.819682
-8	-18	-14	-12	-8	-13	0.844462
-20	-4	-8	-4	-18	-11	0.712376
-18	-18	-15	-16	-8	-15	0.855162
-14	-8	-24	-4	-16	-1	0
-16	-14	-15	-6	-12	-15	0
-14	-14	-4	-18	-8	-20	0.863581
-18	-6	-20	-16	0	-10	0.853292
-8	-18	-13	-8	-8	-2	0.828429
-8	-18	-14	-20	-8	-14	0.812573
-12	-4	-15	-16	-14	-15	0.860347
-18	-10	-24	-14	0	-2	0
-16	0	-2	-12	-8	-26	0
-20	-18	-28	-12	-8	-2	0
-2	-2	-8	-2	-6	-10	0.498082
-16	-2	-20	-16	-12	-4	0.789439
-14	-16	-1	-12	-12	-6	0.613697
-20	-10	-28	-12	-10	-2	0
-8	-2	-1	-8	-16	-14	0.814668
-20	-10	-20	-10	-12	-2	0
-12	0	-14	-10	-2	-12	0.613256
-12	-14	-26	-20	-10	-4	0.85229
-20	-16	-8	-20	-10	-8	0.728104
-20	-14	-22	-14	-18	-4	0.878505
-20	-18	-12	-14	-16	-8	0.797185
-20	-14	-26	-12	-18	-4	0.887604
-8	-6	-1	-2	-10	-10	0.634272
-20	-10	-26	-12	-12	-4	0.879116
-18	-2	-4	-16	-6	-10	0.687612
-6	-12	-20	-14	0	-1	0
-12	-10	-2	-2	-8	-8	0.525521
-14	-2	-26	-12	-12	-4	0.884741
-14	-16	-6	-2	-2	-15	0.661795
-20	0	-26	-12	-8	-4	0.541577
-6	-14	-22	-16	0	-6	0.829706
-14	-2	-26	-10	-2	-4	0
-6	0	-16	-4	-2	-8	0.796586
-18	-10	-20	-14	-6	-4	0.870754
-2	-6	-8	-4	-16	-6	0.704767
-18	-18	-6	-18	-12	-24	0.880292
-2	-8	-13	-8	-14	-13	0
-18	-16	-8	-18	-16	-22	0
-6	0	-11	-18	0	-15	0.739911
-18	-16	-6	-12	-14	-22	0.835644
-18	-8	-13	-10	-14	-4	0.786603
-12	-18	-11	-10	-18	-15	0.852087
-8	-8	-2	-12	-14	-14	0.850929
-2	-14	-26	-16	-10	-4	0.666086
-20	-12	-12	-12	-14	-1	0.802367
-16	-10	-28	-16	-10	-2	0
-20	0	-14	-14	0	-6	0.705487
-14	-14	-26	-14	-10	-2	0.880007
-20	0	-2	-20	-2	-26	0.80804
-8	-16	-26	-18	0	-4	0.87533
-18	-10	-12	-20	-18	-14	0.82118
-2	-16	-26	-20	-2	-2	0.644949
-20	-2	-6	-20	-12	-2	0.434469
-10	-12	-15	-10	-12	-13	0
-14	-4	-24	-18	0	-4	0.834957
-12	-12	-14	-10	-14	-13	0.857433
-16	-2	-2	-18	-18	-20	0.889045
-12	-16	-16	-8	-14	-2	0
-2	-4	-14	-20	-4	-8	0.651013
-10	-16	-16	-10	-18	-1	0.845859
-12	-2	-12	-14	-6	-2	0.628194
-10	-12	-8	-12	-14	-15	0
-12	-14	-4	-8	-14	-12	0.771052
-20	-14	-22	-16	-14	-4	0
-14	-6	-16	-6	-6	-14	0.846612
-16	-18	-15	-12	-10	-14	0.870531
-10	-14	-13	-16	-4	-10	0.804941
-12	-18	-15	-12	-12	-14	0.869193
-16	0	-1	-10	-14	-12	0.77818
-8	-18	-15	-10	-14	-15	0.860579
-6	-18	-13	-14	-2	-2	0.730363
-10	-12	-8	-8	-14	-20	0
-10	-10	-6	-18	0	-6	0.569824
-20	-10	-22	-12	-6	-4	0.865635
-8	-14	-13	-10	-14	-4	0.798304
-18	-10	-20	-16	-8	-4	0
-18	-14	-4	-6	-14	-6	0.598222
-12	-10	-15	-4	-8	-10	0
-2	-4	-2	-2	-8	-13	0
-18	-16	-20	-16	-18	-10	0
-18	-12	-13	-10	-4	-10	0.808054
-8	-10	-11	-8	-18	-12	0.83596
-18	-6	-15	-4	-10	-11	0.836633
-16	-12	-16	-14	-10	-6	0.858846
-18	-2	-28	-4	0	-2	0
-14	-16	-18	-12	-8	-4	0.868059
-8	0	-11	-2	-14	-12	0.81513
-20	-10	-20	-12	-10	-8	0.867768
-6	-16	-10	-8	-8	-1	0.748723
-16	-12	-15	-12	-10	-4	0.81647
-14	-12	-1	-12	-10	-2	0.192968
-16	-18	-16	-14	-10	-4	0.848844
-14	-16	-14	-16	-16	-10	0.83522
-14	-8	-20	-14	0	-4	0.840132
-4	-12	-11	-10	-12	-10	0.802405
-8	-8	-14	-12	-18	-15	0.862145
-20	-16	-4	-18	-10	-1	0.520214
-10	-18	-15	-12	-16	-14	0.866957
-18	-4	-26	-16	-2	-4	0
-8	-18	-15	-12	-14	-15	0
-14	-12	-1	-4	-16	-12	0.659239
-8	-16	-14	-12	-16	-16	0.86386
-6	-4	-1	-10	-16	-6	0.669298
-20	-6	-24	-14	-2	-4	0.869632
-20	-4	-11	-16	-12	-4	0.674707
-10	-8	-14	-10	-18	-14	0
-8	-8	-8	-6	-2	-2	0.731332
-10	-10	-13	-14	-18	-14	0.856349
-20	-14	-8	-16	-6	-14	0.770467
