glu1	ac1	o21	glu2	ac2	o22	sd	fitness
123	-20	0	-4	-20	0	-24	0	1.17541
143	-20	0	-4	-20	-2	-24	0	1.17541
263	-20	-4	-24	-20	-16	-4	0	1.17541
183	-18	-4	-8	-18	-18	-22	0	1.173
233	-18	-8	-8	-18	-4	-22	0	1.173
257	-20	-8	-28	-20	-10	-1	0	1.16961
339	-20	-6	-28	-20	-2	-1	0	1.16961
98	-20	-12	-4	-18	-18	-26	0	1.16756
114	-20	-10	-4	-18	-18	-26	0	1.16756
352	-18	-10	-8	-20	-12	-20	0	1.16234
363	-18	-6	-8	-20	-16	-20	0	1.16234
459	-20	0	-2	-20	-2	-26	0	1.1623
59	-16	-12	-16	-20	-18	-13	0	1.16084
309	-16	-8	-11	-20	-6	-18	0	1.16084
445	-18	-6	-11	-18	-16	-18	0	1.16084
221	-20	-2	-11	-16	-6	-18	0	1.1585
70	-16	-14	-4	-20	0	-26	0	1.15674
72	-16	-16	-4	-20	-10	-26	0	1.15674
112	-16	-10	-4	-20	-10	-26	0	1.15674
121	-16	-2	-4	-20	-16	-26	0	1.15674
160	-16	-10	-4	-20	-16	-26	0	1.15674
162	-16	-8	-4	-20	-16	-26	0	1.15674
164	-16	0	-4	-20	-16	-26	0	1.15674
215	-16	-4	-4	-20	-16	-26	0	1.15674
219	-16	-4	-4	-20	-14	-26	0	1.15674
195	-20	0	-6	-18	-18	-22	0	1.15077
431	-20	-8	-6	-18	-16	-22	0	1.15077
61	-20	-10	-13	-18	-18	-14	0	1.15017
470	-20	-16	-8	-20	-10	-18	0	1.14746
255	-20	-2	-28	-18	-14	-1	0	1.14182
325	-20	-8	-28	-18	-10	-1	0	1.14182
331	-20	-12	-28	-18	-8	-1	0	1.14182
203	-20	-6	-6	-20	-18	-20	0	1.14011
318	-20	-10	-26	-20	-18	-1	0	1.13729
189	-16	-6	-8	-20	-8	-20	0	1.13455
245	-16	-10	-8	-20	-10	-20	0	1.13455
329	-20	-16	-26	-18	-14	-2	0	1.13451
179	-18	-4	-8	-16	-18	-22	0	1.13042
253	-18	-6	-8	-16	-10	-22	0	1.13042
271	-18	-2	-8	-16	-6	-22	0	1.13042
410	-18	-2	-24	-16	-18	-6	0	1.12969
461	-18	-10	-12	-20	-18	-14	0	1.12884
223	-20	-2	-8	-16	-18	-20	0	1.12589
395	-20	-12	-24	-20	-4	-2	0	1.1254
291	-18	-6	-28	-20	-4	-1	0	1.12486
495	-18	-10	-28	-20	-18	-1	0	1.12486
118	-20	-4	-4	-16	-12	-26	0	1.12282
428	-18	-12	-16	-20	-12	-10	0	1.12282
57	-14	-12	-16	-18	-18	-14	0	1.11818
63	-14	-12	-16	-18	-14	-14	0	1.11818
193	-12	-14	-10	-20	-10	-20	0	1.11818
447	-14	-12	-12	-18	-14	-18	0	1.11818
482	-20	-14	-20	-12	-16	-10	0	1.11818
480	-20	-16	-24	-12	0	-6	0	1.11428
335	-20	0	-26	-18	-2	-1	0	1.10951
464	-14	-6	-10	-20	-18	-18	0	1.10751
94	-18	-16	-4	-18	-12	-24	0	1.10746
451	-18	-2	-10	-16	-2	-18	0	1.1057
373	-18	-18	-22	-20	-10	-4	0	1.10076
261	-20	-4	-24	-18	-12	-2	0	1.09761
327	-20	-16	-24	-18	-10	-2	0	1.09761
67	-16	-4	-13	-16	0	-16	0	1.09685
454	-16	-12	-11	-16	-10	-18	0	1.09685
55	-12	-10	-15	-20	-18	-14	0	1.0968
381	-20	-8	-6	-14	-4	-24	0	1.09577
116	-18	-10	-4	-16	-10	-26	0	1.09503
287	-18	0	-26	-20	0	-1	0	1.09254
151	-14	-14	-4	-20	0	-24	0	1.09206
153	-14	-12	-4	-20	0	-24	0	1.09206
107	-14	-10	-13	-20	-4	-14	0	1.08618
460	-16	-2	-24	-16	-18	-6	0	1.08494
377	-20	-6	-26	-16	-10	-1	0	1.08172
389	-20	-10	-26	-16	-10	-1	0	1.08172
169	-16	0	-4	-20	-14	-22	0	1.07718
349	-16	0	-4	-20	0	-22	0	1.07718
131	-16	-2	-10	-20	-4	-15	0	1.07552
440	-12	-6	-10	-20	-2	-18	0	1.07552
272	-18	-14	-22	-18	-2	-4	0	1.07297
216	-18	-6	-15	-16	-8	-11	0	1.06486
285	-18	-2	-26	-18	-16	-1	0	1.06476
145	-12	-12	-4	-20	-18	-24	0	1.06427
442	-20	-18	-22	-20	-10	-1	0	1.05773
65	-10	-8	-14	-20	-10	-15	0	1.05737
171	-18	0	-8	-20	-6	-15	0	1.05569
129	-20	-2	-6	-20	-12	-16	0	1.05479
103	-12	-6	-13	-20	0	-14	0	1.05419
418	-12	-4	-15	-16	-14	-15	0	1.05415
243	-18	-14	-8	-14	-18	-20	0	1.05336
468	-18	-12	-10	-18	-6	-14	0	1.05238
186	-18	0	-1	-16	-2	-28	0	1.05233
236	-20	-16	-11	-20	-16	-10	0	1.04577
90	-16	-16	-4	-18	-10	-22	0	1.04519
92	-16	-12	-4	-18	-18	-22	0	1.04519
239	-18	-14	-8	-18	-18	-16	0	1.04503
266	-16	-4	-12	-18	-14	-13	0	1.04353
388	-10	-2	-18	-20	-10	-11	0	1.03435
32	-8	-18	-14	-20	-12	-16	0	1.03396
375	-20	-10	-6	-16	-18	-18	0	1.03346
37	-16	-14	-13	-16	-18	-13	0	1.03286
163	-20	-12	-12	-12	-6	-14	0	1.03286
66	-10	-12	-4	-18	-4	-26	0	1.02864
181	-18	-4	-12	-10	-18	-18	0	1.02603
387	-18	-8	-22	-20	-8	-1	0	1.02574
465	-14	-4	-24	-18	0	-4	0	1.01797
391	-18	-18	-18	-20	-8	-4	0	1.01544
499	-12	-14	-28	-20	-8	-2	0	1.01487
237	-18	-16	-8	-16	-14	-16	0	1.01303
120	-20	-10	-4	-12	-18	-26	0.04587366216556	1.00656
256	-10	-18	-16	-20	-6	-11	0	1.00203
277	-16	0	-10	-18	-18	-13	0	1.00087
379	-20	-10	-6	-14	-14	-18	0	0.998813
333	-14	-10	-10	-12	0	-20	0	0.996447
53	-10	-16	-4	-18	-4	-24	0	0.996322
76	-14	-10	-4	-14	-8	-26	0	0.994715
51	-10	-12	-18	-16	-10	-12	0	0.994034
235	-18	-10	-8	-16	-18	-15	0	0.991703
414	-20	-8	-6	-20	-18	-13	0	0.990804
105	-12	-6	-13	-16	-16	-14	0	0.990203
321	-18	-4	-10	-14	-16	-14	0	0.988393
101	-10	-10	-13	-18	-12	-14	0	0.987892
96	-18	-14	-4	-18	-16	-18	0	0.987657
383	-18	-18	-20	-20	-6	-1	0	0.983081
348	-12	-14	-28	-20	0	-2	0.0642538796862483	0.977774
434	-16	-16	-4	-12	-8	-26	0	0.977479
342	-10	-14	-13	-16	-2	-15	0	0.977228
438	-20	-2	-16	-18	0	-4	0	0.976993
64	-18	-12	-20	-14	-4	-4	0	0.974745
412	-14	-14	-4	-18	-8	-20	0	0.974745
88	-20	-6	-4	-18	-10	-16	0	0.972784
138	-20	-2	-6	-20	0	-12	0	0.969475
244	-14	-10	-10	-14	-10	-16	0	0.968874
250	-18	-12	-2	-14	-8	-24	0	0.967954
99	-14	-6	-13	-12	-12	-14	0	0.95821
93	-6	-6	-12	-20	0	-16	0	0.956891
122	-20	-4	-14	-16	-10	-6	0	0.956563
466	-16	-2	-2	-18	-18	-20	0	0.952517
273	-18	-2	-8	-10	-2	-22	0	0.950483
109	-10	-8	-13	-14	-16	-15	0	0.945234
306	-10	0	-12	-12	-4	-18	0	0.942801
132	-18	-12	-6	-20	-4	-12	0	0.94169
26	-16	-16	-28	-8	-4	-2	0	0.938411
429	-20	-18	-12	-14	-16	-8	0	0.936133
334	-14	0	-13	-10	-16	-15	0	0.934893
337	-20	0	-15	-20	-2	-2	0	0.933436
19	-8	-14	-16	-20	-18	-10	0	0.93228
458	-20	0	-14	-14	0	-6	0	0.928778
393	-18	-18	-16	-20	-12	-2	0	0.922771
77	-4	-16	-10	-20	-16	-18	0	0.922306
385	-20	-8	-4	-10	-14	-24	0.0588296615086148	0.921561
427	-20	-16	-8	-20	-10	-8	0	0.920741
134	-16	-18	-6	-20	-10	-12	0	0.913905
21	-4	-16	-16	-20	-18	-13	0	0.911066
351	-18	-4	-14	-8	-18	-11	0	0.910827
128	-20	0	-1	-20	-6	-15	0	0.908429
192	-20	-4	-6	-16	-14	-12	0	0.905487
492	-18	-12	-13	-10	-4	-10	0	0.904887
294	-10	0	-18	-20	-2	-6	0	0.903643
190	-20	0	-24	-4	-18	-2	0	0.903117
1	-10	-18	-15	-10	-18	-15	0	0.900913
46	-8	-18	-14	-12	-12	-16	0	0.900913
8	-20	-18	-10	-12	-10	-10	0	0.898868
241	-18	-16	-8	-14	-18	-12	0	0.895722
476	-14	-6	-16	-6	-6	-14	0	0.893025
136	-18	-14	-4	-20	0	-12	0	0.891677
140	-18	-2	-4	-20	-4	-12	0	0.891677
450	-6	0	-11	-18	0	-15	0	0.884413
220	-10	-8	-15	-18	-8	-8	0	0.88307
28	-20	-10	-1	-10	-18	-24	0	0.880506
168	-20	-12	-13	-6	-8	-11	0	0.876745
62	-14	-2	-6	-18	-14	-13	0	0.875455
152	-12	-2	-14	-10	-12	-12	0	0.872893
426	-12	0	-14	-10	-2	-12	0	0.872893
433	-18	-6	-15	-8	-16	-8	0	0.872893
56	-20	-14	-15	-12	-18	-4	0	0.872309
58	-18	-18	-20	-12	-8	-1	0	0.871941
478	-10	-14	-13	-16	-4	-10	0	0.870582
404	-16	-8	-8	-20	-18	-8	0	0.865174
354	-16	-16	-10	-12	-10	-11	0	0.862229
372	-20	-14	-11	-4	-10	-16	0	0.85125
79	-6	-14	-20	-20	-12	-6	0	0.850493
392	-16	0	-14	-6	-16	-12	0	0.850245
368	-8	-18	-11	-14	-16	-14	0	0.84684
324	-8	0	-15	-12	-16	-13	0	0.845737
494	-18	-6	-15	-4	-10	-11	0	0.842243
240	-20	-2	-6	-12	-18	-12	0	0.8415
52	-8	-16	-13	-10	-12	-16	0	0.840007
260	-8	-14	-13	-10	-16	-16	0	0.840007
117	-14	0	-12	-6	-14	-16	0	0.839544
33	-12	-16	-13	-18	0	-6	0	0.835044
384	-12	-8	-6	-20	-4	-11	0	0.834612
246	-18	-2	-4	-10	-2	-18	0	0.83152
176	-12	-14	-11	-14	-14	-10	0	0.830235
35	-10	-16	-13	-20	-14	-6	0	0.828525
178	-18	-18	-8	-4	-18	-20	0	0.826614
11	-20	-18	-6	-6	-10	-20	0	0.826241
302	-10	-16	-14	-8	-14	-14	0	0.823848
7	-20	-18	-2	-12	-18	-16	0	0.821722
166	-10	0	-16	-16	-18	-6	0	0.821431
44	-8	-16	-16	-10	-16	-12	0	0.820989
441	-6	-14	-22	-16	0	-6	0	0.819585
6	-10	-14	-12	-14	-6	-10	0	0.81957
50	-8	-18	-10	-12	-14	-15	0	0.819525
276	-12	0	-2	-18	-2	-16	0	0.811631
232	-6	-12	-13	-18	-14	-10	0	0.811271
284	-16	-8	-15	-4	-12	-11	0	0.810249
238	-16	-14	-15	-12	-18	-4	0	0.808322
330	-20	-14	-4	-14	-4	-11	0	0.802152
41	-16	-16	-13	-20	-6	-1	0	0.801784
200	-8	-10	-2	-18	-6	-18	0	0.798719
344	-16	0	-6	-8	-4	-22	0	0.797312
274	-14	-2	-15	-4	-6	-14	0	0.794023
370	-8	-14	-11	-10	-2	-15	0	0.79153
43	-4	-14	-13	-18	-4	-11	0	0.788762
436	-18	-2	-4	-16	-6	-10	0	0.785031
142	-2	0	-6	-20	-18	-18	0	0.780467
214	-18	-10	-15	-2	-8	-10	0	0.780407
47	-16	-4	-14	-4	-4	-11	0	0.780231
48	-8	-14	-14	-8	-10	-14	0	0.779101
314	-14	-2	-11	-6	-10	-13	0	0.770423
452	-18	-8	-13	-10	-14	-4	0	0.769872
264	-10	-16	-1	-16	-2	-18	0	0.769504
300	-16	-12	-6	-20	-2	-6	0	0.765154
150	-10	-16	-8	-10	-16	-15	0	0.764261
49	-16	-8	-13	-4	-4	-11	0	0.758902
286	-12	-14	-4	-14	-2	-14	0	0.754999
317	-10	-10	-15	-4	-12	-14	0	0.74937
270	-10	-12	-16	-18	-16	-2	0	0.74919
42	-18	-14	-18	-2	-18	-4	0	0.748791
157	-2	-6	-14	-16	-2	-16	0	0.747284
366	-16	-10	-13	-16	-10	-1	0	0.746214
89	-14	-16	-2	-16	-14	-13	0	0.743435
54	-8	-18	-11	-10	-16	-12	0	0.740195
161	-14	-14	-8	-6	-6	-15	0	0.737562
292	-16	0	-14	-12	-4	-2	0	0.736979
137	-12	-4	-13	-18	-2	-2	0	0.735018
456	-20	-12	-12	-12	-14	-1	0	0.733302
155	-12	-16	-10	-6	-16	-14	0	0.733057
358	-8	-8	-1	-18	-6	-16	0	0.731054
353	-20	-18	-11	-8	-12	-4	0	0.729036
148	-16	-18	-11	-16	0	-2	0	0.728562
115	-16	0	-16	-8	-2	-2	0	0.724067
463	-20	-2	-6	-20	-12	-2	0	0.7207
409	-20	-4	-8	-4	-18	-11	0	0.711559
10	-14	0	-4	-12	-12	-12	0	0.708132
360	-16	0	-1	-10	-4	-16	0	0.696398
87	-10	-2	-4	-16	-16	-11	0	0.69522
401	-20	-18	-2	-18	-10	-6	0	0.692917
13	-8	-18	-2	-14	0	-16	0	0.692073
194	-10	-14	-11	-10	0	-8	0	0.691596
124	-10	0	-2	-12	-8	-16	0	0.682797
280	-8	-18	-15	-14	-10	-4	0	0.682726
298	-12	-6	-13	-16	-16	-1	0	0.682226
31	-4	-14	-4	-14	-18	-16	0	0.680932
258	-6	-10	-8	-12	-12	-12	0	0.678965
328	-18	-12	-11	-6	0	-4	0	0.670267
22	-4	-12	-16	-18	-14	-4	0	0.663236
146	-14	-18	-10	-4	-4	-11	0	0.662921
2	-2	-6	-14	-16	-6	-12	0	0.661968
39	-6	-14	-13	-18	-2	-4	0	0.661232
469	-12	-2	-12	-14	-6	-2	0	0.658119
45	-8	-14	-10	-18	-14	-4	0	0.657056
483	-10	-10	-6	-18	0	-6	0	0.653747
234	-2	-10	-14	-12	-8	-12	0	0.646668
75	-4	0	-8	-12	0	-13	0	0.645811
102	-10	-2	-22	-8	-16	-1	0	0.636512
34	-20	-2	-1	-12	-18	-8	0	0.631151
106	-18	-18	-4	-6	-10	-11	0	0.628914
479	-16	0	-1	-10	-14	-12	0	0.628904
230	-20	-8	-10	-2	-2	-8	0	0.628413
78	-16	-18	-12	-4	-2	-4	0	0.627609
212	-20	-8	-2	-6	-12	-12	0	0.622845
81	-2	-18	-22	-20	-14	-2	0	0.62276
296	-8	-4	-10	-6	-12	-11	0	0.620796
453	-8	-8	-2	-12	-14	-14	0	0.617422
198	-8	-14	-14	-14	-6	-2	0	0.616555
144	-8	-8	-6	-8	0	-13	0	0.612544
69	-2	-18	-12	-12	0	-10	0	0.609071
471	-12	-14	-4	-8	-14	-12	0	0.606465
71	-8	-6	-12	-6	-14	-8	0	0.605084
380	-20	-18	-6	-4	0	-11	0	0.603753
467	-2	-4	-14	-20	-4	-8	0	0.602857
91	-18	-14	-8	-2	-6	-10	0	0.59948
17	-2	-14	-8	-14	-4	-11	0	0.599428
119	-14	-8	-8	-4	-2	-16	0	0.595023
486	-8	-14	-13	-10	-14	-4	0	0.594839
83	-18	-10	-4	-18	-18	-1	0	0.590119
407	-6	-10	-11	-6	-4	-16	0	0.586661
361	-8	-18	-8	-16	-4	-4	0	0.586613
406	-2	-12	-15	-12	-10	-8	0	0.585563
371	-10	-12	-4	-16	-8	-6	0	0.576227
386	-14	-4	-8	-4	0	-15	0	0.570411
378	-6	-18	-12	-18	0	-1	0	0.570053
180	-6	-12	-12	-16	-8	-2	0	0.567275
498	-8	0	-11	-2	-14	-12	0	0.561689
196	-2	-18	-6	-10	-2	-14	0	0.560182
481	-6	-18	-13	-14	-2	-2	0	0.555649
40	-10	-8	-1	-16	-16	-8	0	0.551222
73	-2	-10	-18	-18	-4	-4	0	0.548141
3	-18	-10	-2	-2	-14	-15	0	0.546551
242	-14	-12	-1	-6	-4	-20	0	0.544481
399	-10	-18	-13	-2	-10	-6	0	0.544023
488	-18	-14	-4	-6	-14	-6	0	0.539747
432	-18	-12	-4	-12	-10	-2	0	0.531774
473	-14	0	-2	-16	-14	-4	0	0.531774
170	-16	0	-4	-10	-18	-4	0	0.526217
135	-16	-16	-1	-6	0	-15	0	0.523113
416	-8	-18	-13	-8	-8	-2	0	0.517041
425	-8	-2	-1	-8	-16	-14	0	0.508193
85	-14	-8	-4	-16	-18	-1	0	0.506769
424	-14	-16	-1	-12	-12	-6	0	0.501212
396	-6	-14	-6	-6	0	-24	0	0.500489
184	-8	-6	-12	-2	-4	-8	0	0.499691
336	-4	-12	-4	-16	-12	-6	0	0.487323
210	-4	-16	-18	-6	-8	-11	0	0.486697
350	-4	-12	-11	-6	-2	-12	0	0.486697
443	-6	0	-16	-4	-2	-8	0	0.486697
322	-8	-6	-1	-20	-6	-4	0	0.478985
4	-20	-2	-6	-4	0	-1	0	0.473429
248	-4	-2	-10	-16	0	-2	0	0.472769
310	-20	-2	-6	-2	-4	-2	0	0.468241
218	-10	-2	-13	-2	-10	-1	0	0.453426
139	-6	-8	-8	-4	-4	-8	0	0.450954
80	-16	-2	-6	-6	-10	-1	0	0.445645
439	-14	-16	-6	-2	-2	-15	0	0.445032
60	-6	-6	-2	-8	-2	-10	0	0.440333
202	-10	-18	-10	-4	0	-1	0	0.419535
282	-4	-14	-12	-12	-14	-1	0.0425570069843744	0.41672
304	-2	-2	-2	-10	-6	-10	0	0.414318
500	-6	-16	-10	-8	-8	-1	0	0.39881
18	-2	-6	-1	-10	-6	-10	0	0.39175
374	-2	-10	-13	-6	-18	-12	0	0.386734
390	-4	-8	-11	-4	0	-13	0	0.386734
278	-4	-4	-28	-8	-18	-2	0	0.38612
376	-20	-2	-1	-2	0	-14	0	0.378756
113	-2	0	-13	-18	-8	-2	0	0.375978
108	-2	-18	-6	-6	-18	-8	0	0.373735
437	-12	-10	-2	-2	-8	-8	0	0.356868
446	-2	-6	-8	-4	-16	-6	0	0.328435
312	-16	-10	-1	-4	-2	-2	0	0.317842
338	-2	0	-4	-14	-4	-1	0	0.295401
356	-2	-2	-1	-18	-16	-1	0	0.292837
5	-2	-2	-12	-12	-8	-1	0	0.292214
9	-10	-6	-2	-6	-16	-2	0	0.28728
332	-2	-8	-6	-4	-2	-16	0	0.286771
204	-2	-16	-16	-4	-12	-10	0	0.28677
402	-2	-14	-14	-4	-14	-10	0	0.28677
413	-4	-6	-16	-2	-4	-11	0	0.28677
430	-8	-6	-1	-2	-10	-10	0.055380229494905	0.275994
133	-8	-2	-4	-2	0	-2	0	0.251518
174	-4	-4	-4	-6	-12	-2	0	0.248371
16	-2	-16	-18	-2	-6	-10	0	0.186807
422	-2	-2	-8	-2	-6	-10	0	0.186807
159	-4	-4	-2	-4	-14	-1	0	0.151142
12	-8	0	-11	-6	-14	-16	0	0
14	-2	-6	-28	-4	-14	-2	0	0
15	-2	-14	-2	-12	-14	-28	0	0
20	-4	-10	-26	-6	-10	-2	0	0
23	-4	-16	-1	-12	-18	-28	0	0
24	-8	-14	-20	-4	-14	-1	0	0
25	-6	-12	-4	-20	-18	-20	0	0
27	-10	-12	-2	-18	-18	-24	0	0
29	-8	-12	-8	-16	-18	-16	0	0
30	-16	-16	-18	-2	-10	-1	0	0
36	-8	-16	-11	-2	-2	-13	0	0
38	-8	0	-13	-12	-6	-14	0.489110408524382	0
68	-14	-10	-4	-18	-10	-26	0	0
82	-4	-6	-1	-4	-4	-28	0	0
84	-8	-6	-13	-6	-18	-15	0.423723156756079	0
86	-8	-12	-14	-6	-4	-16	0.409189305488883	0
95	-14	0	-28	-6	-2	-1	0	0
97	-2	-2	-2	-2	-18	-22	0	0
100	-4	-16	-18	-4	0	-6	0	0
104	-6	0	-2	-2	-18	-16	0	0
111	-10	-14	-6	-6	-12	-20	0	0
126	-6	-12	-15	-10	-6	-15	0.468216560326133	0
127	-18	0	-6	-20	-18	-22	0.666828378897927	0
130	-8	-4	-20	-8	-18	-8	0.418178732918721	0
141	-6	-4	-1	-2	-16	-26	0	0
147	-16	-4	-8	-20	-18	-22	0	0
172	-20	-8	-20	-8	-4	-6	0	0
177	-18	0	-6	-20	-14	-22	0.666828378897927	0
182	-2	-10	-2	-8	-16	-22	0	0
185	-16	-8	-8	-20	-16	-22	0.679661765431893	0
188	-18	-4	-2	-16	-16	-28	0	0
199	-18	-12	-6	-20	-18	-22	0.666828378897927	0
201	-18	-10	-6	-20	-16	-22	0.666828378897927	0
206	-4	-2	-1	-16	-14	-20	0	0
207	-16	-2	-8	-20	-10	-22	0.679661765431893	0
208	-12	-6	-16	-2	-18	-12	0	0
209	-16	-6	-8	-20	-6	-22	0.679661765431893	0
213	-16	-4	-8	-16	-10	-22	0.636608645209244	0
222	-14	-12	-28	-12	-10	-1	0	0
224	-2	-4	-2	-10	-8	-26	0	0
225	-18	-10	-6	-20	-18	-24	0.691457096233232	0
226	-6	-6	-1	-12	-18	-16	0	0
227	-16	-14	-6	-20	-4	-24	0.675415363067217	0
228	-10	-10	-1	-8	-16	-28	0	0
229	-16	-10	-6	-20	0	-24	0.675415363067217	0
247	-16	-6	-8	-20	-10	-20	0	0
249	-18	-10	-8	-18	-10	-22	0.677231960606533	0
251	-18	-12	-8	-18	-18	-22	0.677231960606533	0
252	-2	-4	-1	-4	-6	-24	0	0
254	-6	-4	-1	-14	-6	-28	0	0
262	-4	-10	-13	-4	-14	-4	0	0
268	-8	-12	-13	-6	-12	-14	0.414533048010168	0
275	-14	-8	-10	-20	-18	-20	0	0
283	-20	-8	-2	-20	-18	-24	0	0
288	-8	-2	-11	-4	-18	-15	0	0
289	-18	-8	-26	-20	-12	-1	0	0
290	-18	-12	-20	-8	-8	-2	0	0
293	-10	-14	-1	-20	-12	-26	0	0
297	-18	-8	-26	-16	-4	-4	0	0
301	-18	-8	-26	-16	-4	-2	0	0
303	-18	-16	-26	-18	-4	-4	0.658052066633545	0
308	-4	0	-8	-14	-2	-20	0	0
313	-16	-2	-10	-18	-12	-20	0.664051791064023	0
315	-18	-12	-4	-20	-18	-26	0	0
316	-8	-6	-20	-10	-14	-1	0	0
319	-10	-6	-24	-14	-10	-4	0.467451241030584	0
323	-20	-18	-26	-20	0	-1	0.656615999750212	0
326	-12	-14	-16	-6	-10	-1	0	0
340	-8	-8	-4	-10	-18	-20	0	0
346	-10	-12	-4	-6	-10	-22	0	0
347	-20	-16	-6	-18	-14	-22	0.664398574072567	0
362	-4	-14	-1	-4	-8	-22	0	0
364	-6	-12	-15	-16	-12	-15	0.530935566645282	0
367	-20	-8	-4	-20	-10	-24	0.678623709699265	0
382	-4	-10	-1	-8	-6	-16	0	0
394	-8	-2	-1	-2	-10	-20	0.192948047453112	0
398	-4	-8	-28	-8	-18	-1	0	0
403	-20	-10	-28	-14	-2	-2	0	0
411	-14	-8	-24	-4	-16	-1	0	0
420	-16	0	-2	-12	-8	-26	0.489598817421687	0
444	-20	-18	-24	-20	-8	-1	0	0
448	-2	-8	-13	-8	-14	-13	0	0
455	-20	-10	-26	-20	-4	-4	0.69992867929874	0
457	-18	-8	-4	-20	-14	-24	0	0
484	-20	-16	-20	-12	-8	-10	0.645580253061101	0
485	-20	-2	-28	-16	-10	-2	0.657628617314509	0
489	-20	-10	-28	-16	-10	-1	0	0
490	-2	-4	-2	-2	-8	-13	0	0
491	-20	-8	-28	-16	-12	-2	0.657628617314509	0
496	-18	-2	-28	-4	0	-2	0	0
497	-16	-18	-28	-20	-18	-2	0.638042324679932	0
