glu1	ac1	o21	glu2	ac2	o22	fitness
-8	-4	-20	-8	-18	-8	0
-16	-2	-10	-20	-4	-15	1.07552
-18	-12	-6	-20	-4	-12	0.94169
-8	-2	-4	-2	0	-2	0.251518
-16	-18	-6	-20	-10	-12	0.913905
-16	-16	-1	-6	0	-15	0.523113
-18	-14	-4	-20	0	-12	0.891677
-12	-4	-13	-18	-2	-2	0.735018
-20	-2	-6	-20	0	-12	0.969475
-6	-8	-8	-4	-4	-8	0.450954
-18	-2	-4	-20	-4	-12	0.891677
-6	-4	-1	-2	-16	-26	0
-2	0	-6	-20	-18	-18	0.780467
-20	0	-4	-20	-2	-24	1.17541
-8	-8	-6	-8	0	-13	0.612544
-12	-12	-4	-20	-18	-24	1.06427
-14	-18	-10	-4	-4	-11	0.662921
-16	-4	-8	-20	-18	-22	0
-16	-18	-11	-16	0	-2	0.728562
-18	-6	-8	-20	-18	-22	1.20499
-10	-16	-8	-10	-16	-15	0.764261
-14	-14	-4	-20	0	-24	1.09206
-12	-2	-14	-10	-12	-12	0.872893
-14	-12	-4	-20	0	-24	1.09206
-18	-10	-8	-20	-12	-22	1.20499
-12	-16	-10	-6	-16	-14	0.733057
-18	-6	-8	-20	-16	-22	1.20499
-2	-6	-14	-16	-2	-16	0.747284
-18	-10	-8	-20	-8	-22	1.20499
-4	-4	-2	-4	-14	-1	0.151142
-16	-10	-4	-20	-16	-26	1.15674
-14	-14	-8	-6	-6	-15	0.737562
-16	-8	-4	-20	-16	-26	1.15674
-20	-12	-12	-12	-6	-14	1.03286
-16	0	-4	-20	-16	-26	1.15674
-20	0	-8	-20	-12	-22	1.23278
-10	0	-16	-16	-18	-6	0.821431
-20	0	-8	-20	-10	-22	1.23278
-20	-12	-13	-6	-8	-11	0.876745
-16	0	-4	-20	-14	-22	1.07718
-16	0	-4	-10	-18	-4	0.526217
-18	0	-8	-20	-6	-15	1.05569
-20	-8	-20	-8	-4	-6	0
-18	0	-14	-20	-10	-15	1.19283
-4	-4	-4	-6	-12	-2	0.248371
-20	0	-6	-20	-10	-22	1.18277
-12	-14	-11	-14	-14	-10	0.830235
-18	0	-6	-20	-14	-22	0
-18	-18	-8	-4	-18	-20	0.826614
-18	-4	-8	-16	-18	-22	1.13042
-6	-12	-12	-16	-8	-2	0.567275
-18	-4	-12	-10	-18	-18	1.02603
-2	-10	-2	-8	-16	-22	0
-18	-4	-8	-18	-18	-22	1.173
-8	-6	-12	-2	-4	-8	0.499691
-16	-8	-8	-20	-16	-22	0
-18	0	-1	-16	-2	-28	1.05233
-16	-12	-10	-20	-16	-20	1.18217
-18	-4	-2	-16	-16	-28	0
-16	-6	-8	-20	-8	-20	1.13455
-20	0	-24	-4	-18	-2	0.903117
-16	-10	-10	-20	-14	-20	1.18217
-20	-4	-6	-16	-14	-12	0.905487
-12	-14	-10	-20	-10	-20	1.11818
-10	-14	-11	-10	0	-8	0.691596
-20	0	-6	-18	-18	-22	1.15077
-2	-18	-6	-10	-2	-14	0.560182
-20	0	-11	-20	-16	-18	1.22248
-8	-14	-14	-14	-6	-2	0.616555
-18	-12	-6	-20	-18	-22	0
-8	-10	-2	-18	-6	-18	0.798719
-18	-10	-6	-20	-16	-22	0
-10	-18	-10	-4	0	-1	0.419535
-20	-6	-6	-20	-18	-20	1.14011
-2	-16	-16	-4	-12	-10	0.28677
-20	0	-8	-20	-14	-22	1.23278
-4	-2	-1	-16	-14	-20	0
-16	-2	-8	-20	-10	-22	0
-12	-6	-16	-2	-18	-12	0
-16	-6	-8	-20	-6	-22	0
-4	-16	-18	-6	-8	-11	0.486697
-20	-6	-8	-20	-18	-22	1.23278
-20	-8	-2	-6	-12	-12	0.622845
-16	-4	-8	-16	-10	-22	0
-18	-10	-15	-2	-8	-10	0.780407
-16	-4	-4	-20	-16	-26	1.15674
-18	-6	-15	-16	-8	-11	1.06486
-18	-4	-4	-20	-16	-26	1.18453
-10	-2	-13	-2	-10	-1	0.453426
-16	-4	-4	-20	-14	-26	1.15674
-10	-8	-15	-18	-8	-8	0.88307
-20	-2	-11	-16	-6	-18	1.1585
-14	-12	-28	-12	-10	-1	0
-20	-2	-8	-16	-18	-20	1.12589
-2	-4	-2	-10	-8	-26	0
-18	-10	-6	-20	-18	-24	0
-6	-6	-1	-12	-18	-16	0
-16	-14	-6	-20	-4	-24	0
-10	-10	-1	-8	-16	-28	0
-16	-10	-6	-20	0	-24	0
-20	-8	-10	-2	-2	-8	0.628413
-18	-4	-8	-20	-6	-22	1.20499
-6	-12	-13	-18	-14	-10	0.811271
-18	-8	-8	-18	-4	-22	1.173
-2	-10	-14	-12	-8	-12	0.646668
-18	-10	-8	-16	-18	-15	0.991703
-20	-16	-11	-20	-16	-10	1.04577
-18	-16	-8	-16	-14	-16	1.01303
-16	-14	-15	-12	-18	-4	0.808322
-18	-14	-8	-18	-18	-16	1.04503
-20	-2	-6	-12	-18	-12	0.8415
-18	-16	-8	-14	-18	-12	0.895722
-14	-12	-1	-6	-4	-20	0.544481
-18	-14	-8	-14	-18	-20	1.05336
-14	-10	-10	-14	-10	-16	0.968874
-16	-10	-8	-20	-10	-20	1.13455
-18	-2	-4	-10	-2	-18	0.83152
-16	-6	-8	-20	-10	-20	0
-4	-2	-10	-16	0	-2	0.472769
-18	-10	-8	-18	-10	-22	0
-18	-12	-2	-14	-8	-24	0.967954
-18	-12	-8	-18	-18	-22	0
-2	-4	-1	-4	-6	-24	0
-18	-6	-8	-16	-10	-22	1.13042
-6	-4	-1	-14	-6	-28	0
-20	-2	-28	-18	-14	-1	1.14182
-10	-18	-16	-20	-6	-11	1.00203
-20	-8	-28	-20	-10	-1	1.16961
-6	-10	-8	-12	-12	-12	0.678965
-20	0	-24	-20	-12	-6	1.22542
-8	-14	-13	-10	-16	-16	0.840007
-20	-4	-24	-18	-12	-2	1.09761
-4	-10	-13	-4	-14	-4	0
-20	-4	-24	-20	-16	-4	1.17541
-10	-16	-1	-16	-2	-18	0.769504
-18	-2	-8	-20	-8	-22	1.20499
-16	-4	-12	-18	-14	-13	1.04353
-18	-2	-8	-20	-18	-22	1.20499
-8	-12	-13	-6	-12	-14	0
-20	-8	-8	-20	-18	-20	1.19012
-10	-12	-16	-18	-16	-2	0.74919
-18	-2	-8	-16	-6	-22	1.13042
-18	-14	-22	-18	-2	-4	1.07297
-18	-2	-8	-10	-2	-22	0.950483
-14	-2	-15	-4	-6	-14	0.794023
-14	-8	-10	-20	-18	-20	0
-12	0	-2	-18	-2	-16	0.811631
-16	0	-10	-18	-18	-13	1.00087
-4	-4	-28	-8	-18	-2	0.38612
-18	-4	-8	-20	-10	-22	1.20499
-8	-18	-15	-14	-10	-4	0.682726
-18	-2	-8	-20	-10	-22	1.20499
-4	-14	-12	-12	-14	-1	0.41672
-20	-8	-2	-20	-18	-24	0
-16	-8	-15	-4	-12	-11	0.810249
-18	-2	-26	-18	-16	-1	1.06476
-12	-14	-4	-14	-2	-14	0.754999
-18	0	-26	-20	0	-1	1.09254
-8	-2	-11	-4	-18	-15	0
-18	-8	-26	-20	-12	-1	0
-18	-12	-20	-8	-8	-2	0
-18	-6	-28	-20	-4	-1	1.12486
-16	0	-14	-12	-4	-2	0.736979
-10	-14	-1	-20	-12	-26	0
-10	0	-18	-20	-2	-6	0.903643
-18	-16	-8	-20	-8	-22	1.20499
-8	-4	-10	-6	-12	-11	0.620796
-18	-8	-26	-16	-4	-4	0
-12	-6	-13	-16	-16	-1	0.682226
-18	-2	-10	-20	-14	-20	1.21235
-16	-12	-6	-20	-2	-6	0.765154
-18	-8	-26	-16	-4	-2	0
-10	-16	-14	-8	-14	-14	0.823848
-18	-16	-26	-18	-4	-4	0
-2	-2	-2	-10	-6	-10	0.414318
-18	0	-8	-20	-10	-22	1.20499
-10	0	-12	-12	-4	-18	0.942801
-18	-8	-8	-20	-16	-22	1.20499
-4	0	-8	-14	-2	-20	0
-16	-8	-11	-20	-6	-18	1.16084
-20	-2	-6	-2	-4	-2	0.468241
-16	0	-10	-20	-12	-20	1.18217
-16	-10	-1	-4	-2	-2	0.317842
-16	-2	-10	-18	-12	-20	0
-14	-2	-11	-6	-10	-13	0.770423
-18	-12	-4	-20	-18	-26	0
-8	-6	-20	-10	-14	-1	0
-10	-10	-15	-4	-12	-14	0.74937
-20	-10	-26	-20	-18	-1	1.13729
-10	-6	-24	-14	-10	-4	0
-20	-18	-24	-20	-18	-6	1.22542
-18	-4	-10	-14	-16	-14	0.988393
-8	-6	-1	-20	-6	-4	0.478985
-20	-18	-26	-20	0	-1	0
-8	0	-15	-12	-16	-13	0.845737
-20	-8	-28	-18	-10	-1	1.14182
-12	-14	-16	-6	-10	-1	0
-20	-16	-24	-18	-10	-2	1.09761
-18	-12	-11	-6	0	-4	0.670267
-20	-16	-26	-18	-14	-2	1.13451
-20	-14	-4	-14	-4	-11	0.802152
-20	-12	-28	-18	-8	-1	1.14182
-2	-8	-6	-4	-2	-16	0.286771
-14	-10	-10	-12	0	-20	0.996447
-14	0	-13	-10	-16	-15	0.934893
-20	0	-26	-18	-2	-1	1.10951
-4	-12	-4	-16	-12	-6	0.487323
-20	0	-15	-20	-2	-2	0.933436
-2	0	-4	-14	-4	-1	0.295401
-20	-6	-28	-20	-2	-1	1.16961
-8	-8	-4	-10	-18	-20	0
-20	-4	-28	-20	-4	-2	1.19462
-10	-14	-13	-16	-2	-15	0.977228
-20	-12	-22	-20	-14	-8	1.23278
-16	0	-6	-8	-4	-22	0.797312
-18	0	-4	-20	0	-26	1.18453
-10	-12	-4	-6	-10	-22	0
-20	-16	-6	-18	-14	-22	0
-12	-14	-28	-20	0	-2	0.977774
-16	0	-4	-20	0	-22	1.07718
-4	-12	-11	-6	-2	-12	0.486697
-18	-4	-14	-8	-18	-11	0.910827
-18	-10	-8	-20	-12	-20	1.16234
-20	-18	-11	-8	-12	-4	0.729036
-16	-16	-10	-12	-10	-11	0.862229
-18	-6	-10	-20	-16	-20	1.21235
-2	-2	-1	-18	-16	-1	0.292837
-18	-6	-10	-20	-14	-20	1.21235
-8	-8	-1	-18	-6	-16	0.731054
-18	-8	-10	-20	-14	-20	1.21235
-16	0	-1	-10	-4	-16	0.696398
-8	-18	-8	-16	-4	-4	0.586613
-4	-14	-1	-4	-8	-22	0
-18	-6	-8	-20	-16	-20	1.16234
-6	-12	-15	-16	-12	-15	0
-18	-8	-4	-20	-16	-26	1.18453
-16	-10	-13	-16	-10	-1	0.746214
-20	-8	-4	-20	-10	-24	0
-8	-18	-11	-14	-16	-14	0.84684
-20	-10	-6	-20	-10	-22	1.18277
-8	-14	-11	-10	-2	-15	0.79153
-10	-12	-4	-16	-8	-6	0.576227
-20	-14	-11	-4	-10	-16	0.85125
-18	-18	-22	-20	-10	-4	1.10076
-2	-10	-13	-6	-18	-12	0.386734
-20	-10	-6	-16	-18	-18	1.03346
-20	-2	-1	-2	0	-14	0.378756
-20	-6	-26	-16	-10	-1	1.08172
-6	-18	-12	-18	0	-1	0.570053
-20	-10	-6	-14	-14	-18	0.998813
-20	-18	-6	-4	0	-11	0.603753
-20	-8	-6	-14	-4	-24	1.09577
-4	-10	-1	-8	-6	-16	0
-18	-18	-20	-20	-6	-1	0.983081
-12	-8	-6	-20	-4	-11	0.834612
-20	-8	-4	-10	-14	-24	0.921561
-14	-4	-8	-4	0	-15	0.570411
-18	-8	-22	-20	-8	-1	1.02574
-10	-2	-18	-20	-10	-11	1.03435
-20	-10	-26	-16	-10	-1	1.08172
-4	-8	-11	-4	0	-13	0.386734
-18	-18	-18	-20	-8	-4	1.01544
-16	0	-14	-6	-16	-12	0.850245
-18	-18	-16	-20	-12	-2	0.922771
-8	-2	-1	-2	-10	-20	0
-20	-12	-24	-20	-4	-2	1.1254
-6	-14	-6	-6	0	-24	0.500489
-20	-8	-8	-20	-18	-22	1.23278
-4	-8	-28	-8	-18	-1	0
-10	-18	-13	-2	-10	-6	0.544023
-20	-8	-8	-20	-16	-22	1.23278
-20	-18	-2	-18	-10	-6	0.692917
-2	-14	-14	-4	-14	-10	0.28677
-20	-10	-28	-14	-2	-2	0
-16	-8	-8	-20	-18	-8	0.865174
-20	-8	-8	-18	-16	-22	1.20079
-2	-12	-15	-12	-10	-8	0.585563
-6	-10	-11	-6	-4	-16	0.586661
-20	-8	-8	-18	-18	-22	1.20079
-20	-4	-8	-4	-18	-11	0.711559
-18	-2	-24	-16	-18	-6	1.12969
-14	-8	-24	-4	-16	-1	0
-14	-14	-4	-18	-8	-20	0.974745
-4	-6	-16	-2	-4	-11	0.28677
-20	-8	-6	-20	-18	-13	0.990804
-20	-10	-8	-18	-8	-22	1.20079
-8	-18	-13	-8	-8	-2	0.517041
-20	-12	-8	-18	-8	-22	1.20079
-12	-4	-15	-16	-14	-15	1.05415
-20	-10	-8	-18	-16	-22	1.20079
-16	0	-2	-12	-8	-26	0
-20	-10	-6	-20	-12	-22	1.18277
-2	-2	-8	-2	-6	-10	0.186807
-20	-12	-6	-20	-16	-22	1.18277
-14	-16	-1	-12	-12	-6	0.501212
-8	-2	-1	-8	-16	-14	0.508193
-12	0	-14	-10	-2	-12	0.872893
-20	-16	-8	-20	-10	-8	0.920741
-18	-12	-16	-20	-12	-10	1.12282
-20	-18	-12	-14	-16	-8	0.936133
-8	-6	-1	-2	-10	-10	0.275994
-20	-8	-6	-18	-16	-22	1.15077
-18	-12	-4	-12	-10	-2	0.531774
-18	-6	-15	-8	-16	-8	0.872893
-16	-16	-4	-12	-8	-26	0.977479
-16	-6	-10	-20	-16	-20	1.18217
-18	-2	-4	-16	-6	-10	0.785031
-12	-10	-2	-2	-8	-8	0.356868
-20	-2	-16	-18	0	-4	0.976993
-14	-16	-6	-2	-2	-15	0.445032
-12	-6	-10	-20	-2	-18	1.07552
-6	-14	-22	-16	0	-6	0.819585
-20	-18	-22	-20	-10	-1	1.05773
-6	0	-16	-4	-2	-8	0.486697
-20	-18	-24	-20	-8	-1	0
-18	-6	-11	-18	-16	-18	1.16084
-2	-6	-8	-4	-16	-6	0.328435
-14	-12	-12	-18	-14	-18	1.11818
-2	-8	-13	-8	-14	-13	0
-20	-4	-6	-20	-14	-22	1.18277
-6	0	-11	-18	0	-15	0.884413
-18	-2	-10	-16	-2	-18	1.1057
-18	-8	-13	-10	-14	-4	0.769872
-8	-8	-2	-12	-14	-14	0.617422
-16	-12	-11	-16	-10	-18	1.09685
-20	-10	-26	-20	-4	-4	0
-20	-12	-12	-12	-14	-1	0.733302
-18	-8	-4	-20	-14	-24	0
-20	0	-14	-14	0	-6	0.928778
-20	0	-2	-20	-2	-26	1.1623
-16	-2	-24	-16	-18	-6	1.08494
-18	-10	-12	-20	-18	-14	1.12884
-18	-8	-24	-20	-14	-6	1.18526
-20	-2	-6	-20	-12	-2	0.7207
-14	-6	-10	-20	-18	-18	1.10751
-14	-4	-24	-18	0	-4	1.01797
-16	-2	-2	-18	-18	-20	0.952517
-2	-4	-14	-20	-4	-8	0.602857
-18	-12	-10	-18	-6	-14	1.05238
-12	-2	-12	-14	-6	-2	0.658119
-20	-16	-8	-20	-10	-18	1.14746
-12	-14	-4	-8	-14	-12	0.606465
-20	-16	-11	-20	-10	-18	1.22248
-14	0	-2	-16	-14	-4	0.531774
-20	-16	-8	-20	-14	-22	1.23278
-18	-12	-8	-20	-12	-22	1.20499
-14	-6	-16	-6	-6	-14	0.893025
-18	-12	-8	-20	-16	-22	1.20499
-10	-14	-13	-16	-4	-10	0.870582
-16	0	-1	-10	-14	-12	0.628904
-20	-16	-24	-12	0	-6	1.11428
-6	-18	-13	-14	-2	-2	0.555649
-20	-14	-20	-12	-16	-10	1.11818
-10	-10	-6	-18	0	-6	0.653747
-20	-16	-20	-12	-8	-10	0
-20	-2	-28	-16	-10	-2	0
-8	-14	-13	-10	-14	-4	0.594839
-20	-8	-6	-20	-14	-24	1.22542
-18	-14	-4	-6	-14	-6	0.539747
-20	-10	-28	-16	-10	-1	0
-2	-4	-2	-2	-8	-13	0
-20	-8	-28	-16	-12	-2	0
-18	-12	-13	-10	-4	-10	0.904887
-20	-10	-10	-20	-4	-18	1.19748
-18	-6	-15	-4	-10	-11	0.842243
-18	-10	-28	-20	-18	-1	1.12486
-18	-2	-28	-4	0	-2	0
-16	-18	-28	-20	-18	-2	0
-8	0	-11	-2	-14	-12	0.561689
-12	-14	-28	-20	-8	-2	1.01487
-6	-16	-10	-8	-8	-1	0.39881
