glu1	ac1	o21	glu2	ac2	o22	sd	fitness
319	-4	-14	-7	-6	-2	-7	0.00528244580051201	0.720406
447	-2	-14	-7	-4	-2	-7	0.00139216890619319	0.720228
211	-2	0	-4	-12	-8	-7	0.000160544483020521	0.719981
481	-2	-4	-7	-4	0	-7	0.000843611074257039	0.719912
41	-2	0	-5	-6	-6	-7	0	0.719409
181	-2	-14	-7	-4	-6	-7	0.00304430455954277	0.719407
479	-2	-14	-7	-4	0	-7	0.00291592648727956	0.718632
394	-4	-18	-7	-2	-4	-7	0.00315923309250681	0.718391
477	-2	-18	-7	-4	0	-7	0.00248729547042183	0.718148
416	-4	-18	-7	-2	-8	-7	0.004687781829526	0.717902
359	-4	-18	-7	-2	-10	-7	0.0043791255225329	0.717892
27	-4	0	-7	-2	-4	-7	0.00249529268784604	0.717342
357	-4	-14	-7	-2	-12	-7	0.00197025648165729	0.716823
368	-4	-12	-6	-4	-14	-7	0.00206304793092286	0.715018
50	-2	-14	-3	-6	-6	-7	0.000175447741715512	0.714635
225	-6	-18	-7	-2	-2	-1	3.70233599930802e-05	0.714217
231	-6	-16	-7	-2	-2	-1	3.70210483175277e-05	0.714217
109	-8	-14	-7	-2	0	-2	0.00869227505014212	0.713216
427	-4	-10	-7	-2	-6	-6	0.00378681809824428	0.713159
425	-4	-8	-7	-2	-6	-6	0.000260626703115209	0.712199
156	-6	-18	-7	-4	0	-2	0.0096348112901803	0.712014
411	-4	-14	-7	-2	-6	-6	0.00102353497680451	0.711165
454	-4	-12	-4	-12	-18	-7	0.00388209303725325	0.710967
431	-4	-10	-7	-2	-4	-6	0.00597645447924078	0.71096
54	-2	-18	-1	-10	-12	-7	3.10522366721869e-05	0.710803
205	-4	0	-4	-12	-14	-7	0.00301111449887356	0.708768
453	-4	0	-7	-2	-8	-6	0.00787727476242972	0.707981
249	-14	-16	-7	-2	-14	-6	0.000159398354276908	0.707917
251	-14	-14	-7	-2	-12	-6	0.00028478669530926	0.707899
363	-4	-18	-7	-2	-6	-6	0.00664308596532235	0.707829
263	-4	-16	-7	-2	-16	-6	0.00785598564430935	0.707804
455	-4	-12	-7	-2	-16	-6	0.00688565012184253	0.707691
361	-4	-6	-7	-2	-18	-6	0.00719180742450834	0.707482
313	-4	-18	-7	-2	-2	-7	0.00145980628363551	0.707232
257	-4	-18	-7	-2	-4	-6	0.00605553676307121	0.706715
65	-10	-4	-7	-6	-10	-7	0.000313477397234912	0.706188
199	-8	-18	-7	-6	-18	-4	0	0.705593
203	-12	-18	-7	-8	-18	-4	0.000870556512640801	0.705433
48	-4	-18	-2	-10	-16	-7	0.00013034620169247	0.704432
433	-4	-6	-7	-2	-8	-6	0.0087676953524441	0.704239
426	-2	-2	-7	-14	-12	-7	0.00022631680450008	0.70413
97	-12	-10	-7	-14	-14	-6	0	0.704018
459	-14	-6	-7	-6	-10	-7	0	0.703564
465	-4	-10	-7	-2	-10	-6	0.00793315758724605	0.703305
429	-4	-16	-7	-2	-6	-6	0.00712974265644301	0.70311
350	-4	-16	-6	-4	0	-7	0.00277096867110383	0.702435
84	-14	-12	-7	-2	-18	-3	0.000100778163229569	0.702419
46	-6	-18	-1	-8	-10	-7	0.000204974814506946	0.702377
103	-10	-8	-7	-8	0	-4	0.00657015736351002	0.702223
40	-6	0	-1	-12	-8	-7	0	0.701533
347	-4	-16	-6	-6	-2	-7	0.00221829697281898	0.700985
209	-4	-2	-4	-16	-18	-7	0.000302350827312667	0.700351
213	-4	-14	-4	-20	-14	-7	0.000254522413676954	0.700167
457	-16	-6	-7	-6	-12	-7	0.00298854783244172	0.699723
395	-4	-12	-7	-2	-4	-4	0.00024827622743795	0.699463
399	-4	-12	-7	-2	-10	-4	0.000417561268079	0.699393
214	-8	-16	-7	-6	-6	-3	0.000159197400017868	0.699105
420	-4	-14	-7	-2	-14	-5	0.000104305810547438	0.69874
331	-6	-16	-6	-2	-8	-7	0.000537465100552264	0.698603
8	-2	-12	-7	-20	-16	-7	0.000220682709992024	0.698515
418	-4	-12	-7	-2	-10	-5	0.000283687689810434	0.698483
422	-4	-18	-7	-2	0	-7	0.000468393017050362	0.698404
473	-4	-8	-7	-2	-10	-5	1.93916635457331e-05	0.69839
401	-4	-8	-7	-2	0	-4	0.000468393021590413	0.698321
333	-6	-18	-6	-2	-12	-7	0.000584071989369828	0.697423
195	-6	-18	-7	-6	-2	-3	0.000124631767768302	0.697122
44	-2	-16	-2	-10	-6	-7	6.87611846592587e-05	0.697041
423	-2	-4	-1	-14	-10	-7	2.81390378801654e-05	0.696276
245	-16	-16	-7	-2	-14	-6	8.68369580623463e-05	0.696094
201	-8	-18	-7	-8	-16	-4	0.00190991493167899	0.695742
316	-2	-12	-7	-10	-14	-6	0.0105334741683439	0.695392
52	-6	-18	-2	-6	-18	-7	0.000435559955068487	0.695214
217	-2	-8	-4	-4	-4	-7	1.64671899971259e-06	0.694923
325	-6	-6	-6	-2	-10	-7	0.000989505608155558	0.694451
35	-6	0	-5	-10	-6	-7	0.00118696428676102	0.694378
226	-8	-16	-7	-10	-16	-5	0.000925418044501553	0.694172
342	-8	-14	-7	-10	-14	-5	0.000925284617010341	0.694172
470	-4	-18	-6	-2	-8	-7	0.00250532586584033	0.69288
149	-2	-18	-2	-4	-18	-7	9.43673451425818e-05	0.692865
151	-2	-18	-2	-4	-10	-7	9.43673451425818e-05	0.692865
143	-2	0	-2	-4	-14	-7	0.000125759877319259	0.692789
397	-4	-12	-7	-2	0	-2	0.000125759877319259	0.692789
162	-4	-16	-7	-2	0	-2	0.000125759877319259	0.692716
197	-8	-18	-7	-8	-2	-3	0.00103204538292354	0.69221
402	-16	-14	-7	-10	-6	-4	0.000935636326192872	0.691503
424	-4	-18	-6	-2	-4	-7	0.00307716106839164	0.691225
207	-4	0	-4	-18	-10	-7	0.000248855690896373	0.691116
107	-18	-10	-7	-4	0	-4	0.000248392182833493	0.690974
28	-10	-12	-4	-10	-8	-7	0.00190601674934534	0.690844
403	-4	-10	-7	-2	-4	-3	0.000104310781557828	0.690575
147	-2	-18	-3	-4	-14	-7	0.000168239480370839	0.690538
153	-2	-14	-3	-4	-14	-7	6.39286891988389e-05	0.690381
145	-2	-14	-3	-4	-16	-7	0.000271563126783839	0.690322
247	-18	-12	-7	-2	-10	-7	0.000387248309643446	0.690221
253	-18	-18	-7	-2	-14	-7	0.000236793651896218	0.690146
486	-8	-4	-3	-10	-8	-7	6.01607159917363e-08	0.690134
286	-16	-6	-7	-10	-14	-6	0.0042367179517185	0.690014
439	-4	-16	-6	-2	-4	-7	0.00086933627226687	0.689718
131	-20	-12	-7	-2	-10	-2	3.58218415779011e-05	0.689506
468	-4	-18	-6	-2	-14	-7	0.00153922366077568	0.688921
443	-4	-8	-6	-2	-4	-7	0.00250842535386986	0.688762
246	-14	-12	-7	-8	-8	-1	0.000235595034193449	0.68855
105	-16	-18	-7	-2	0	-4	0.000131497853221591	0.688468
179	-2	-18	-7	-4	-4	-6	0.00106366718212496	0.68829
64	-20	-10	-7	-12	-2	-7	0.0062929199782319	0.687563
483	-2	-10	-7	-4	0	-6	0.00207738829416793	0.687446
441	-4	-10	-6	-2	-6	-7	0.000533013904313382	0.687301
33	-2	0	-6	-6	-16	-6	0.000335679630276357	0.686896
277	-4	-12	-7	-4	-16	-3	0.000592229982215171	0.686893
449	-2	-14	-7	-4	-4	-6	0.000875552577242736	0.686839
366	-10	0	-3	-18	-12	-7	0.000641781866668543	0.686734
498	-6	-12	-5	-8	-16	-6	0.000814509454490815	0.686267
57	-10	-2	-7	-6	-12	-7	0.00131646555171494	0.685589
384	-18	-16	-7	-6	-2	-1	0.000115173859989169	0.685563
273	-4	-18	-7	-12	-10	-6	0.000854339758221618	0.685451
140	-8	-14	-7	-10	0	-6	0	0.685327
215	-2	-10	-2	-4	-4	-7	3.27921403746099e-05	0.685145
229	-4	-18	-7	-2	0	-1	4.44486848216123e-05	0.684779
186	-8	-6	-6	-4	-12	-5	0.000875465009225671	0.684111
380	-16	-14	-7	-2	-2	-1	0.00254737675873207	0.683876
379	-18	-8	-7	-12	-6	-5	0.0020270265165263	0.683292
125	-20	-14	-7	-10	-10	-2	3.8617590070164e-05	0.682092
275	-4	-12	-7	-4	0	-2	2.34679402723138e-08	0.681342
301	-6	-18	-6	-2	-6	-3	0.000123225946097816	0.681049
100	-8	-14	-6	-2	-2	-6	0.00315006177970373	0.679051
102	-20	-18	-7	-18	-12	-5	0.00577296770030458	0.678901
241	-18	-16	-7	-12	-10	-1	0.00511685520578524	0.678247
180	-6	-14	-4	-10	-14	-6	0.000852739481040647	0.678064
55	-8	0	-7	-6	-6	-7	0.0021693346585749	0.677644
450	-10	-16	-4	-18	-10	-7	0.000228285929159969	0.677304
29	-4	0	-7	-8	-4	-7	0.00174903246555955	0.677239
123	-20	-16	-7	-8	-6	-2	0.000275191780597953	0.676885
38	-18	-18	-7	-12	-2	-5	0.00390976441404289	0.676811
121	-20	-12	-7	-8	-10	-2	2.95447548196215e-05	0.676718
326	-6	-8	-5	-16	-6	-7	0.000554994571291997	0.676671
98	-8	-4	-7	-2	-2	-7	0.0016309570737617	0.675853
421	-12	-8	-6	-6	-16	-4	0.00317127755568714	0.675606
150	-8	-10	-7	-18	-12	-6	0.00256081729929431	0.675454
221	-4	-6	-4	-4	-4	-7	0.00144636918068156	0.67512
136	-8	-16	-7	-10	0	-5	2.16660832119684e-07	0.674769
227	-4	-18	-7	-4	-2	-1	0.000151630214009889	0.67262
412	-4	-18	-1	-4	-12	-7	9.35005473725728e-09	0.672533
299	-6	-12	-6	-2	-12	-1	3.8891565610605e-05	0.669125
303	-8	-18	-6	-4	-14	-3	0.000751478317933981	0.668401
219	-4	-10	-2	-4	-4	-7	0.00110564005836611	0.668039
445	-14	-10	-7	-12	-4	-1	0.000591363045120362	0.667266
302	-18	-6	-7	-10	-14	-3	0.000740858435841587	0.666997
129	-20	-14	-7	-12	-6	-2	0.000597463193730632	0.666609
475	-2	-14	-6	-4	0	-6	0.00602761486162397	0.666522
90	-4	-4	-7	-6	-2	-6	0	0.666175
295	-6	-16	-6	-4	0	-1	7.55540827419579e-09	0.665401
489	-6	-2	-6	-2	-12	-7	0.0012238618024773	0.665003
492	-6	-2	-7	-2	-4	-6	0.000555093941501756	0.664537
95	-10	-16	-7	-12	-4	-2	0.00130040853545974	0.664457
111	-16	-10	-7	-20	-2	-7	0.00221987938899467	0.664097
60	-6	-6	-6	-16	-10	-6	0.00122262760816129	0.6636
297	-6	-18	-6	-4	-14	-1	0.0024377332360917	0.662586
308	-20	-14	-6	-8	-16	-6	0.00251770375896026	0.661465
223	-4	-18	-1	-4	-4	-7	9.35005473725728e-09	0.660659
210	-12	-4	-7	-2	-14	-4	0.000123111271498352	0.660547
320	-4	-8	-6	-8	-18	-5	0.000773680916047136	0.660272
464	-14	-12	-1	-14	-10	-7	0.000880060205795879	0.660226
235	-20	-16	-7	-12	-2	-1	0	0.659852
163	-8	-12	-7	-12	-2	-5	0.00432884972389474	0.659396
68	-12	-6	-1	-10	-12	-7	5.38311153451835e-08	0.658293
239	-10	-16	-7	-12	-10	-1	0	0.658293
243	-10	-12	-7	-12	-4	-1	0	0.658293
132	-6	-10	-7	-10	0	-5	0.0018906127962331	0.657781
323	-4	0	-6	-12	-4	-7	7.99288002843085e-07	0.65766
406	-20	-4	-4	-18	-18	-7	0	0.657281
322	-10	-16	-5	-16	-12	-6	0	0.656761
172	-14	-4	-6	-14	-18	-6	0.000645139319309333	0.655788
312	-18	-2	-4	-20	-14	-7	0.000134219435935051	0.65565
358	-20	-12	-6	-8	-6	-3	0.000374210731027031	0.653618
392	-10	-18	-7	-16	-12	-4	0.000806436942366262	0.653184
96	-10	-4	-7	-8	-2	-5	0	0.652694
47	-20	-6	-3	-18	-8	-7	0.0050298317981084	0.65231
417	-16	-8	-1	-16	-8	-7	0.00273826801470267	0.651908
3	-10	-18	-6	-8	-8	-2	0.00863192070317074	0.65061
233	-4	-18	-7	-6	-12	-1	0.000391922387554262	0.649183
283	-4	-12	-7	-6	-16	-1	0.000391958881388549	0.648957
288	-14	-18	-6	-10	-16	-3	0.00114571349096908	0.6484
300	-18	-4	-5	-20	-18	-6	0.00339036380839687	0.64708
25	-4	0	-7	-16	-4	-7	0.000673899107957465	0.645432
343	-2	-10	-7	-4	0	-4	9.09282259144435e-05	0.64504
298	-8	0	-5	-20	-10	-6	7.96582680031499e-07	0.64474
4	-10	-2	-4	-14	-8	-6	0.000116823121137733	0.644349
75	-16	-6	-6	-4	0	-5	0.000421677295697291	0.64409
228	-12	-14	-4	-18	-14	-6	0	0.643921
22	-4	-8	-4	-4	-4	-6	0.0013916797943477	0.64117
250	-8	0	-3	-10	-6	-6	0.00799903026614814	0.640844
32	-2	-4	-6	-8	-18	-5	0.000252364716834667	0.640831
23	-16	0	-7	-10	-8	-7	0	0.638984
328	-12	-8	-6	-14	-12	-4	0.00177709002194974	0.638467
469	-18	-8	-6	-12	-18	-1	0.0107771082146452	0.638377
349	-8	-6	-5	-12	-6	-5	0.000795079184731798	0.635256
451	-8	0	-7	-4	-14	-6	0	0.634006
192	-12	-8	-4	-10	-4	-7	0.0028715397269432	0.632487
92	-14	-4	-7	-8	-2	-5	0.00982585360518788	0.632457
437	-4	0	-1	-4	-8	-6	0.000167614566954178	0.632318
88	-12	-4	-7	-10	-2	-6	0.000225450354165362	0.631922
224	-4	-10	-4	-10	-18	-5	0.000438659431193293	0.631357
146	-14	-16	-5	-14	-18	-5	5.24411322807748e-05	0.630734
176	-6	-14	-6	-10	-18	-4	2.87797734066249e-07	0.630559
10	-2	-18	-5	-4	-6	-5	0.000606086039040161	0.630455
6	-8	-10	-5	-2	-16	-3	8.1058062083886e-05	0.63023
218	-18	-12	-5	-6	-16	-5	0.000903473777492544	0.629945
21	-20	-6	-5	-20	-16	-5	0	0.629745
408	-16	-16	-1	-20	-8	-6	0.000886093014873749	0.628966
434	-2	-18	-5	-10	-14	-5	0.000198679651834404	0.628211
31	-14	0	-7	-6	-12	-7	4.95485333806527e-07	0.627034
14	-18	-12	-4	-16	-18	-6	0.000940177020750307	0.626693
212	-2	-14	-6	-20	-16	-5	0.000111174712355788	0.626099
296	-20	-16	-2	-14	-18	-7	0.00015658980037806	0.625224
354	-10	-12	-5	-2	-2	-7	0.00035219293502444	0.625053
467	-6	-8	-7	-12	-14	-3	0.000474644126742475	0.624197
9	-8	-6	-1	-14	-4	-7	0.000235595034193449	0.622993
174	-16	-6	-5	-6	-6	-5	0.00116976537773451	0.621518
414	-2	-4	-5	-16	-18	-5	0.000157925154549136	0.621095
152	-16	0	-2	-20	-8	-6	0	0.620979
155	-18	-6	-2	-18	-12	-6	0.00274571631273044	0.620578
91	-8	-8	-6	-14	-10	-4	0.00289039900561004	0.620149
466	-20	-16	-4	-20	-6	-6	0.00275193425534868	0.620115
415	-16	-16	-6	-14	-12	-1	0.000813044199086222	0.620018
76	-12	-10	-1	-6	-12	-7	8.99806899369074e-08	0.619402
106	-18	-6	-6	-16	-10	-3	0.000256235054185226	0.617554
72	-12	-6	-2	-6	-18	-7	0.00527886966296322	0.617188
419	-20	-16	-5	-6	-4	-4	0.000284156887055204	0.616097
463	-14	-14	-5	-2	0	-3	0.000111292111692398	0.615934
200	-20	-14	-2	-18	-6	-7	0	0.614933
74	-12	-12	-1	-6	-18	-7	9.3115980090206e-08	0.614627
66	-12	0	-2	-6	-14	-7	0.00387991306054191	0.614491
89	-10	-14	-6	-18	-8	-4	4.21538955428098e-07	0.614292
70	-12	-8	-2	-6	-14	-7	0.00527901449787727	0.61414
127	-20	-2	-7	-6	-12	-7	0.00102704582201322	0.612673
204	-8	-8	-5	-4	-16	-1	0.000106742399341352	0.611702
278	-10	-6	-5	-4	-2	-1	0	0.611635
435	-6	0	-1	-4	-14	-6	0.00231950683800366	0.610799
189	-10	-4	-7	-12	-16	-3	0.00503872711825298	0.61067
341	-2	-4	-7	-6	-14	-4	0.000741468456209538	0.610661
133	-4	-10	-5	-12	-4	-5	0.000707524963142833	0.610655
93	-18	-12	-6	-18	-10	-1	0.0071701894858126	0.61049
270	-10	-18	-7	-20	-18	-3	0.00108151164216472	0.610321
77	-2	-10	-1	-6	-6	-5	4.143014192417e-05	0.609678
456	-20	-6	-5	-6	-4	-3	0.000208219108035621	0.60937
430	-18	-12	-5	-12	-4	-3	0.00110735636765565	0.607655
11	-14	-12	-4	-4	-10	-7	0.00105681631881347	0.607361
400	-14	-14	-6	-16	-12	-1	0.00688430939292419	0.606669
13	-6	-6	-7	-20	-12	-4	0.00120645022322196	0.605308
352	-6	-12	-6	-16	-2	-7	0.00144288906473088	0.605269
485	-8	0	-6	-2	-12	-7	0.000858925365718019	0.605264
79	-2	-10	-1	-10	-6	-5	3.30789895097727e-05	0.605083
187	-12	-4	-7	-12	-14	-2	9.24704708515674e-05	0.60287
126	-12	-8	-5	-6	-2	-1	0.00118171830384233	0.6027
117	-16	-18	-1	-14	-18	-6	0	0.602694
345	-6	-10	-4	-6	-4	-5	0.000291024091816389	0.601856
281	-4	-12	-7	-10	-6	-3	0.000803783560977281	0.599498
274	-12	-12	-5	-8	-6	-1	0.000319565797356652	0.597775
16	-4	-6	-7	-16	-2	-7	0.00106923556885223	0.597577
159	-20	-10	-5	-10	-4	-2	4.46503278428465e-05	0.597121
428	-10	-4	-2	-20	-6	-5	0.00044111913024164	0.59688
30	-18	-10	-5	-16	-12	-3	0.00249431009939214	0.593542
170	-18	-6	-4	-10	-16	-5	0.00218791859670024	0.593474
220	-16	-10	-5	-14	0	-6	0.00258498995905342	0.590665
410	-16	-6	-3	-16	-6	-5	0.00301965700814034	0.590518
157	-2	-18	-6	-8	-16	-4	0.000753928143740252	0.58906
476	-12	-8	-3	-12	-4	-6	0.00285692207289718	0.588894
330	-4	-4	-5	-2	-2	-2	4.32706554431598e-05	0.588825
108	-10	-10	-4	-4	-8	-5	0.0016765067019945	0.587672
339	-2	-8	-7	-12	-8	-4	0.00600418678197888	0.5872
338	-4	-6	-7	-10	-10	-3	0.001789367486454	0.585342
452	-14	-18	-5	-20	-2	-7	0.00649448296230475	0.584988
279	-4	-12	-7	-10	-2	-2	0.000416587279109225	0.584873
335	-2	-14	-6	-8	-4	-4	0.000203074578458399	0.584587
478	-14	-16	-5	-14	-4	-3	0	0.584515
185	-8	-4	-7	-14	-14	-3	0.00139395766826622	0.583775
128	-10	-18	-5	-12	0	-7	0.00288540947649456	0.583316
248	-14	-12	-4	-2	-16	-6	0.000103390611563033	0.582411
193	-16	-4	-7	-16	0	-3	0.00199240743563031	0.581243
82	-12	-10	-1	-14	-18	-5	0.00661730483990472	0.578142
234	-18	-8	-4	-14	-16	-4	0.00350113759555496	0.576805
85	-2	-12	-3	-8	-2	-7	0.000118568399840828	0.576211
116	-2	-14	-3	-8	-2	-7	0.000191264844116575	0.576163
292	-14	-10	-5	-18	-8	-3	0	0.575685
144	-4	0	-6	-20	-18	-4	0.000505163123797028	0.573377
432	-14	-6	-4	-16	-10	-4	0.00103549495728186	0.573337
458	-8	-16	-4	-4	-2	-5	0.000197671893998531	0.570725
284	-8	-18	-6	-18	-6	-3	0.000443864571260752	0.569802
42	-8	-6	-4	-8	-12	-4	0	0.569301
137	-8	-8	-4	-8	-14	-4	0	0.569301
104	-10	-10	-4	-10	-14	-4	0	0.567215
115	-12	-16	-5	-14	-8	-2	0.00341734199609488	0.566639
114	-6	-14	-3	-8	-2	-7	6.26844375403548e-08	0.565659
294	-14	-4	-2	-12	-6	-5	0	0.565095
78	-6	-16	-6	-18	-10	-3	0.00147763896731821	0.563882
191	-20	-4	-7	-20	0	-3	0.0083053553988029	0.562668
337	-2	-14	-5	-10	-6	-4	0.000330664969543618	0.560929
94	-12	-2	-7	-8	-2	-7	0.00337556813872446	0.559974
306	-2	-16	-3	-14	-16	-4	0.000157162617655235	0.557029
134	-2	-10	-7	-10	0	-5	0.00124208651549178	0.557023
168	-16	-12	-4	-10	-12	-3	0.00573238631298881	0.555882
488	-2	-8	-7	-6	0	-1	0.00170982830564342	0.555177
487	-6	0	-6	-2	-4	-7	0.00131577270333997	0.553993
436	-12	-4	-5	-18	-2	-7	0.00264158113385828	0.553782
237	-4	-16	-7	-12	-6	-1	0.000650111684012452	0.553457
113	-4	-12	-5	-6	-8	-2	0.00200034268230865	0.553388
232	-10	-4	-5	-8	0	-4	0.0017888137049376	0.552977
461	-20	-16	-3	-6	-12	-6	3.6136774403614e-05	0.550018
360	-6	-14	-6	-14	-10	-2	0.000228440375958745	0.548745
383	-4	-12	-6	-14	-4	-3	0.0039544661255028	0.548333
369	-18	-10	-3	-20	-8	-4	0.000573515678513055	0.547268
166	-16	-8	-4	-14	-10	-3	0.00307336424749816	0.545925
240	-10	-16	-6	-20	-18	-1	0.00403046124498843	0.545871
118	-2	-14	-2	-10	-2	-7	9.08168683677024e-05	0.544839
442	-20	-2	-5	-10	-14	-5	0	0.544436
446	-12	-18	-4	-8	-18	-3	0.000233238203227542	0.544117
367	-14	-4	-3	-16	-18	-4	0.00032558871852007	0.542014
386	-6	0	-4	-2	-4	-7	0.000910244363243515	0.541976
266	-8	-12	-1	-4	-2	-7	0	0.541067
377	-16	-2	-5	-16	-18	-4	0.000820922847997338	0.540567
216	-10	-18	-5	-16	-12	-2	0.000197226175448154	0.537815
356	-18	-16	-4	-12	-18	-1	0.000571453393899725	0.536328
148	-10	-6	-4	-6	0	-4	0	0.535849
336	-12	-6	-3	-12	-10	-4	0.0017327328960769	0.534513
119	-12	-2	-5	-10	-10	-4	0.00203045808833325	0.534283
198	-20	-12	-3	-4	-6	-6	4.88346806984766e-07	0.532675
43	-8	0	-5	-4	-12	-5	0.00206273023843789	0.532079
19	-10	-2	-6	-12	-2	-7	5.12160590557856e-07	0.530207
37	-4	0	-4	-2	-6	-5	0	0.529787
15	-8	-6	-4	-4	-8	-1	0.000117985612471462	0.527264
112	-4	-14	-1	-12	-2	-7	7.42008880234245e-05	0.520881
471	-2	-14	-2	-2	-2	-5	0.00159261001618718	0.514727
496	-20	-4	-4	-16	-14	-1	0	0.51462
222	-14	-4	-4	-12	-18	-1	0.00558952368070342	0.506273
276	-16	-8	-3	-2	-16	-5	0.000201095329293102	0.505812
51	-12	-2	-7	-6	-14	-1	0.000148197227476078	0.502824
36	-2	-14	-4	-2	-10	-6	0	0.498082
175	-2	-18	-7	-2	-16	-7	0	0.498082
177	-2	-18	-7	-2	-4	-6	0	0.498082
183	-2	-16	-7	-2	-16	-7	0	0.498082
362	-2	-12	-5	-2	-4	-4	0	0.498082
385	-2	-2	-7	-2	-18	-6	0	0.498082
334	-10	-12	-4	-12	-10	-2	0.000164064249235786	0.494281
12	-20	-14	-3	-6	-14	-3	0.000359064465257732	0.493902
120	-4	-18	-2	-18	-2	-7	9.79727645385705e-05	0.493812
438	-4	-8	-2	-20	-16	-3	0.000140072535251764	0.489813
340	-20	-12	-3	-10	-2	-4	0	0.488407
490	-10	-8	-5	-20	-14	-1	0	0.486775
110	-6	-14	-1	-18	-2	-7	0.000115173852778572	0.486089
236	-4	0	-2	-20	-16	-3	0.000120777401381133	0.485142
262	-8	-16	-3	-16	-14	-3	0.00080985732166316	0.483113
282	-6	-14	-3	-16	-16	-3	0.000469092126946906	0.478403
26	-18	-8	-3	-6	-4	-2	0.000292894751182916	0.47599
364	-20	-12	-3	-8	-14	-1	0.000219590527558431	0.474483
474	-4	-6	-3	-12	-10	-3	0.000535484324402017	0.47071
45	-14	-2	-7	-10	0	-4	0	0.466213
69	-14	0	-1	-4	0	-2	0.000200402498611	0.464364
268	-14	-8	-1	-2	-10	-7	0.000728064025797017	0.462864
196	-18	-12	-2	-2	-6	-7	0.000152564835646322	0.457402
188	-8	-8	-1	-18	-16	-3	0	0.456784
242	-6	-10	-4	-20	-2	-3	0.000871866374800439	0.455507
124	-8	-18	-3	-4	-12	-3	0.000841133406333173	0.445477
202	-2	0	-6	-16	-2	-5	6.49381610196688e-07	0.445292
24	-2	-6	-6	-14	-12	-2	0.00026794217141111	0.442422
493	-16	0	-6	-2	-10	-6	0.00134701198632781	0.442231
81	-2	-12	-4	-6	0	-7	0.000556029693548796	0.441932
87	-2	-16	-4	-6	0	-7	0.00055246834380615	0.44193
206	-8	-4	-2	-12	-16	-3	0.000771177130508129	0.440746
