glu1	ac1	o21	glu2	ac2	o22	fitness
-8	0	-13	-8	-2	-16	0
-14	-18	-22	-10	-2	-8	1.00808
-20	-4	-14	-16	-10	-6	0.865102
-14	-12	-24	-10	-6	-4	0
-10	0	-2	-12	-8	-16	0.966371
-20	-18	-16	-16	-8	-1	0.950921
-6	-12	-15	-10	-6	-15	0
-18	-18	-15	-14	-2	-1	0.921994
-20	0	-1	-20	-6	-15	0.843739
-18	-18	-20	-20	-8	-2	0.916989
-8	-4	-20	-8	-18	-8	0
-18	-18	-24	-18	-8	-1	0
-14	-16	-16	-10	-2	-6	1.01888
-8	-2	-4	-2	0	-2	0.714909
-16	-16	-16	-10	-6	-8	0.985203
-16	-16	-1	-6	0	-15	0.572275
-20	-16	-16	-10	-18	-4	0.909366
-12	-4	-13	-18	-2	-2	0.80736
-14	-16	-15	-8	-8	-2	1.00655
-6	-8	-8	-4	-4	-8	0.980956
-20	-16	-16	-10	-6	-1	0.928745
-6	-4	-1	-2	-16	-26	0
-20	-16	-16	-10	-14	-2	0.895624
-12	-10	-18	-8	-12	-8	0
-8	-8	-6	-8	0	-13	1.00053
-12	-16	-18	-10	-12	-6	0
-14	-18	-10	-4	-4	-11	0.892078
-12	-12	-18	-10	-2	-4	1.01238
-16	-18	-11	-16	0	-2	0.842909
-12	-12	-20	-12	-2	-4	0.999961
-10	-16	-8	-10	-16	-15	1.01577
-12	-2	-14	-10	-12	-12	0.983734
-12	-10	-18	-6	-12	-8	0.990211
-10	-14	-6	-14	-16	-8	0.851987
-10	-2	-10	-10	-18	-18	0.986315
-12	-16	-10	-6	-16	-14	0.9489
-10	-4	-11	-18	-14	-18	1.00362
-2	-6	-14	-16	-2	-16	0.911499
-10	0	-10	-14	-16	-20	1.01687
-4	-4	-2	-4	-14	-1	0.443898
-10	-2	-8	-20	-16	-22	0.999309
-14	-14	-8	-6	-6	-15	0.884746
-10	-14	-8	-20	-16	-18	0
-20	-12	-12	-12	-6	-14	0.890861
-10	-8	-8	-12	-18	-20	0
-20	-14	-2	-20	-8	-22	1.00961
-10	0	-16	-16	-18	-6	0.861912
-14	-16	-1	-20	-4	-22	0.944172
-20	-12	-13	-6	-8	-11	0.931292
-16	-12	-4	-20	-2	-22	0.952774
-16	0	-4	-10	-18	-4	0.648691
-12	-14	-2	-20	-6	-24	0.9791
-20	-8	-20	-8	-4	-6	0
-2	-8	-11	-16	-12	-15	0
-4	-4	-4	-6	-12	-2	0.745615
-12	-6	-20	-12	-6	-8	0.986362
-12	-14	-11	-14	-14	-10	0.925986
-12	-2	-20	-20	-4	-8	0.845609
-18	-18	-8	-4	-18	-20	0.815932
-14	-4	-20	-16	-4	-8	0.961992
-6	-12	-12	-16	-8	-2	0.737979
-10	-16	-11	-6	-6	-18	1.0051
-2	-10	-2	-8	-16	-22	0
-14	-18	-15	-4	-8	-12	0
-8	-6	-12	-2	-4	-8	1.00223
-12	-8	-16	-12	-2	-4	0.943758
-18	0	-1	-16	-2	-28	1.01493
-10	-6	-16	-10	-6	-4	0.946701
-18	-4	-2	-16	-16	-28	0
-10	-2	-11	-12	-18	-15	1.01768
-20	0	-24	-4	-18	-2	0.939122
-14	-16	-11	-12	-2	-18	0.961949
-20	-4	-6	-16	-14	-12	0.825323
-16	-8	-11	-10	-18	-16	0.951518
-10	-14	-11	-10	0	-8	0.946299
-14	-10	-18	-14	-10	-12	0
-2	-18	-6	-10	-2	-14	1.00015
-14	-6	-18	-14	-10	-11	1.0015
-8	-14	-14	-14	-6	-2	0.858559
-8	-2	-4	-6	-10	-11	0.93822
-8	-10	-2	-18	-6	-18	0.981979
-8	-6	-13	-6	-10	-14	0
-10	-18	-10	-4	0	-1	0.956552
-14	-2	-20	-14	-14	-10	0.957454
-2	-16	-16	-4	-12	-10	0.984043
-10	0	-4	-20	-10	-24	0.987944
-4	-2	-1	-16	-14	-20	0
-12	-8	-13	-20	-16	-15	0.985275
-12	-6	-16	-2	-18	-12	0
-10	-6	-13	-20	-16	-15	0.926072
-4	-16	-18	-6	-8	-11	0.992483
-16	-16	-12	-20	-14	-18	0.962698
-20	-8	-2	-6	-12	-12	0.655559
-16	-16	-11	-20	-18	-18	0.958182
-18	-10	-15	-2	-8	-10	0.98291
-16	-18	-11	-12	-14	-18	0.948599
-18	-6	-15	-16	-8	-11	0.904604
-16	-18	-11	-20	-14	-18	0.929286
-10	-2	-13	-2	-10	-1	1.00704
-2	0	-11	-20	-16	-15	0.981895
-10	-8	-15	-18	-8	-8	0.848935
-4	-4	-8	-20	-18	-18	0.987587
-14	-12	-28	-12	-10	-1	0
-8	-8	-6	-20	-16	-20	0
-2	-4	-2	-10	-8	-26	0
-20	-16	-20	-16	-4	-8	0
-6	-6	-1	-12	-18	-16	0
-20	-18	-20	-12	-6	-6	0.989433
-10	-10	-1	-8	-16	-28	0
-10	-4	-12	-8	-14	-15	0.989784
-20	-8	-10	-2	-2	-8	0.826579
-10	-4	-12	-8	-14	-13	1.00226
-6	-12	-13	-18	-14	-10	0.886548
-10	-2	-10	-8	-18	-20	0
-2	-10	-14	-12	-8	-12	1.00366
-20	-14	-24	-10	-16	-2	1.00061
-20	-16	-11	-20	-16	-10	0.848598
-12	-12	-18	-10	-2	-1	0.956434
-16	-14	-15	-12	-18	-4	0.933829
-16	-16	-6	-10	-8	-18	0.892148
-20	-2	-6	-12	-18	-12	0.813434
-14	-16	-6	-10	-6	-18	0.955915
-14	-12	-1	-6	-4	-20	0.829367
-20	-10	-22	-16	-16	-2	0.995773
-14	-10	-10	-14	-10	-16	0.996712
-14	-16	-13	-8	-16	-1	0.972615
-18	-2	-4	-10	-2	-18	0.820645
-18	-12	-12	-8	-16	-1	0.915752
-4	-2	-10	-16	0	-2	0.575866
-12	-18	-15	-10	-12	-4	0
-18	-12	-2	-14	-8	-24	0.992933
-20	-14	-22	-12	-10	-4	0.982185
-2	-4	-1	-4	-6	-24	0
-20	-12	-22	-8	-10	-6	0.97305
-6	-4	-1	-14	-6	-28	0
-12	-14	-2	-10	-10	-22	0
-10	-18	-16	-20	-6	-11	0.910478
-12	-8	-2	-12	-10	-22	0
-6	-10	-8	-12	-12	-12	1.00958
-10	-2	-11	-8	-18	-15	0.998095
-8	-14	-13	-10	-16	-16	1.00297
-14	-14	-14	-8	-18	-11	1.00104
-4	-10	-13	-4	-14	-4	0
-2	-8	-10	-8	-18	-11	1.0073
-10	-16	-1	-16	-2	-18	0.930942
-10	-2	-12	-4	-16	-15	0.99322
-16	-4	-12	-18	-14	-13	0.920479
-14	-4	-14	-4	-14	-13	0.96455
-8	-12	-13	-6	-12	-14	0
-14	-2	-12	-4	-14	-13	0.943901
-10	-12	-16	-18	-16	-2	0.838608
-10	-2	-13	-4	-14	-14	1.02019
-18	-14	-22	-18	-2	-4	0.95299
-10	-4	-12	-4	-16	-13	1.02452
-14	-2	-15	-4	-6	-14	0.966894
-10	-10	-13	-8	-12	-15	1.00137
-12	0	-2	-18	-2	-16	0.851441
-10	-12	-11	-8	-12	-13	0.995375
-4	-4	-28	-8	-18	-2	0.891805
-10	-16	-11	-10	-10	-14	1.00017
-8	-18	-15	-14	-10	-4	0.893208
-10	-12	-11	-12	-10	-14	0.987562
-4	-14	-12	-12	-14	-1	0.806174
-10	-10	-13	-12	-10	-15	0
-16	-8	-15	-4	-12	-11	0.967566
-10	-6	-12	-4	-18	-15	0.991306
-12	-14	-4	-14	-2	-14	0.881487
-10	-12	-12	-4	-18	-13	0
-8	-2	-11	-4	-18	-15	0
-10	-16	-12	-4	-8	-13	0
-18	-12	-20	-8	-8	-2	0
-16	-10	-24	-16	-14	-6	0.968832
-16	0	-14	-12	-4	-2	0.72595
-10	-10	-15	-4	-12	-13	0
-10	0	-18	-20	-2	-6	0.79176
-4	-8	-14	-12	-10	-11	0.999285
-8	-4	-10	-6	-12	-11	0.982324
-6	-8	-18	-10	-12	-11	1.003
-12	-6	-13	-16	-16	-1	0.849092
-6	-12	-16	-8	-14	-11	0
-16	-12	-6	-20	-2	-6	0.669176
-4	-8	-14	-6	-12	-11	1.01923
-10	-16	-14	-8	-14	-14	1.01084
-4	-12	-18	-6	-12	-11	1.00585
-2	-2	-2	-10	-6	-10	0.949879
-10	-4	-13	-4	-18	-16	0
-10	0	-12	-12	-4	-18	0.991641
-10	-2	-12	-4	-18	-18	0
-4	0	-8	-14	-2	-20	0
-10	-4	-12	-2	-6	-18	0.974107
-20	-2	-6	-2	-4	-2	0.639635
-10	-4	-12	-4	-16	-18	0
-16	-10	-1	-4	-2	-2	0.330531
-10	-16	-10	-8	-12	-15	0.983243
-14	-2	-11	-6	-10	-13	0.898926
-10	-2	-12	-6	-14	-16	0.986773
-8	-6	-20	-10	-14	-1	0
-10	-8	-11	-8	-14	-16	1.01064
-10	-10	-15	-4	-12	-14	0.99534
-10	-6	-24	-14	-10	-4	1.00339
-10	-4	-11	-8	-14	-16	1.00183
-18	-4	-10	-14	-16	-14	0.903843
-10	-10	-12	-8	-12	-16	0.999608
-8	-6	-1	-20	-6	-4	0.577753
-10	-14	-12	-6	-14	-16	0.987104
-18	-18	-22	-10	-4	-1	1.02141
-12	-14	-16	-6	-10	-1	0
-18	-18	-18	-4	-4	-1	0.983024
-18	-12	-11	-6	0	-4	0.896476
-16	0	-16	-2	-14	-14	0.967781
-20	-14	-4	-14	-4	-11	0.748779
-18	-4	-16	-2	-16	-14	0.971674
-2	-8	-6	-4	-2	-16	0.98349
-18	-12	-24	-16	-16	-4	0
-14	0	-13	-10	-16	-15	1.00964
-14	-16	-16	-8	0	-14	0.978514
-4	-12	-4	-16	-12	-6	0.708494
-14	-16	-15	-10	-6	-15	0
-2	0	-4	-14	-4	-1	0.317375
-14	-12	-13	-10	0	-16	0.995674
-8	-8	-4	-10	-18	-20	0
-14	-6	-15	-8	-4	-15	0.994819
-10	-14	-13	-16	-2	-15	0.944845
-10	-12	-12	-10	-14	-18	0.988919
-16	0	-6	-8	-4	-22	0.848269
-10	-2	-16	-2	-12	-4	0.991077
-10	-12	-4	-6	-10	-22	0
-12	-16	-20	-6	-4	-4	0
-12	-14	-28	-20	0	-2	0
-10	-6	-1	-16	-4	-22	0.966294
-4	-12	-11	-6	-2	-12	0.992483
-18	-4	-20	-14	-4	-1	0.949545
-18	-4	-14	-8	-18	-11	0.95532
-18	-10	-20	-14	-6	-1	0.966987
-20	-18	-11	-8	-12	-4	0.872413
-14	-16	-12	-14	-18	-15	0.969932
-2	-2	-1	-18	-16	-1	0.30037
-10	-12	-11	-10	-18	-13	1.00231
-8	-8	-1	-18	-6	-16	0.981871
-12	-14	-12	-20	-14	-15	0.972118
-16	0	-1	-10	-4	-16	0.875605
-8	-18	-6	-8	-6	-16	0.977816
-8	-18	-8	-16	-4	-4	0.722864
-12	-18	-11	-18	-14	-15	0.983438
-4	-14	-1	-4	-8	-22	0
-12	-16	-15	-8	-10	-11	0
-16	-10	-13	-16	-10	-1	0.861124
-10	0	-2	-14	-16	-20	1.00181
-8	-18	-11	-14	-16	-14	1.00162
-10	-12	-12	-10	-18	-13	0
-8	-14	-11	-10	-2	-15	1.0013
-10	-16	-15	-10	-18	-12	1.01805
-10	-12	-4	-16	-8	-6	0.71534
-10	-14	-15	-8	-10	-8	1.01104
-20	-14	-11	-4	-10	-16	0.865486
-10	0	-10	-8	-18	-16	0.999596
-6	-14	-6	-6	0	-24	0.969591
-4	-6	-15	-10	-12	-11	1.0004
-4	-8	-28	-8	-18	-1	0
-4	-4	-15	-4	0	-11	0.976252
-10	-18	-13	-2	-10	-6	1.00794
-8	-10	-13	-8	-12	-11	0.994317
-20	-18	-2	-18	-10	-6	0.607663
-6	-16	-13	-10	-12	-11	0.986435
-2	-14	-14	-4	-14	-10	0.984043
-10	-18	-22	-10	-4	-1	0
-2	-12	-15	-12	-10	-8	0.88027
-10	-14	-14	-10	-14	-15	0.994893
-6	-10	-11	-6	-4	-16	1.00188
-14	-14	-14	-10	-16	-15	0.977077
-20	-4	-8	-4	-18	-11	0.790619
-12	-18	-18	-10	-4	-6	0
-14	-8	-24	-4	-16	-1	0
-12	-16	-12	-12	-18	-15	0.997056
-14	-14	-4	-18	-8	-20	0.997698
-10	-16	-10	-8	-6	-18	0.982335
-8	-18	-13	-8	-8	-2	1.00381
-10	-16	-11	-10	-6	-14	1.00126
-12	-4	-15	-16	-14	-15	1.00725
-10	-8	-2	-16	-8	-22	0.988847
-16	0	-2	-12	-8	-26	0
-12	-14	-2	-16	-8	-22	0.995109
-2	-2	-8	-2	-6	-10	0.937169
-6	-8	-18	-10	-16	-12	1.00355
-14	-16	-1	-12	-12	-6	0.693073
-8	-12	-8	-10	-6	-16	1.00068
-8	-2	-1	-8	-16	-14	0.95501
-8	-16	-15	-4	-8	-10	1.01484
-12	0	-14	-10	-2	-12	0.947454
-10	-4	-14	-10	-16	-16	0.999269
-20	-16	-8	-20	-10	-8	0.754357
-10	-4	-13	-10	-16	-15	0
-20	-18	-12	-14	-16	-8	0.869592
-8	-6	-13	-2	-12	-12	0
-8	-6	-1	-2	-10	-10	0.877813
-2	-4	-6	-20	-12	-14	0.982527
-18	-2	-4	-16	-6	-10	0.762729
-2	-18	-8	-8	-12	-14	1.00722
-12	-10	-2	-2	-8	-8	0.590368
-8	-16	-6	-10	-12	-18	0.996376
-14	-16	-6	-2	-2	-15	0.755379
-8	-14	-8	-12	-10	-18	0
-6	-14	-22	-16	0	-6	0.924749
-8	-4	-8	-8	-12	-16	0
-6	0	-16	-4	-2	-8	0.992484
-12	-14	-18	-12	-6	-4	0.998987
-2	-6	-8	-4	-16	-6	1.01133
-8	-10	-10	-8	-4	-15	0.990435
-2	-8	-13	-8	-14	-13	0
-6	-10	-13	-4	-12	-11	0.979112
-6	0	-11	-18	0	-15	0.683778
-6	-16	-11	-4	-6	-11	0.992483
-18	-8	-13	-10	-14	-4	0.894337
-2	-18	-4	-4	-6	-14	0.984037
-8	-8	-2	-12	-14	-14	1.01047
-4	-18	-6	-6	-12	-13	0
-20	-12	-12	-12	-14	-1	0.901394
-6	-16	-6	-6	-10	-12	0.995039
-20	0	-14	-14	0	-6	0.601873
-6	-10	-8	-12	-8	-12	1.00284
-20	0	-2	-20	-2	-26	0.967704
-10	-16	-11	-10	-12	-16	0.993263
-18	-10	-12	-20	-18	-14	0.894874
-6	-10	-8	-6	-2	-13	1.01654
-20	-2	-6	-20	-12	-2	0.560595
-8	-14	-11	-10	0	-13	1.00724
-14	-4	-24	-18	0	-4	0.9178
-6	-12	-15	-10	-8	-11	0.991195
-16	-2	-2	-18	-18	-20	1.02032
-8	-12	-8	-10	0	-13	0.99311
-2	-4	-14	-20	-4	-8	0.736571
-6	-16	-2	-6	-12	-12	0.962291
-12	-2	-12	-14	-6	-2	0.81928
-6	-16	-1	-6	-12	-12	0.99569
-12	-14	-4	-8	-14	-12	0.884314
-6	-16	-2	-10	-6	-13	0.99544
-14	-6	-16	-6	-6	-14	0.98598
-10	-4	-12	-12	-14	-15	1.01264
-10	-14	-13	-16	-4	-10	0.92314
-8	-10	-20	-4	-8	-10	1.01605
-16	0	-1	-10	-14	-12	0.885135
-8	-16	-20	-4	-8	-10	1.01363
-6	-18	-13	-14	-2	-2	0.799614
-6	-8	-20	-6	-2	-10	0
-10	-10	-6	-18	0	-6	0.709435
-8	-8	-10	-6	-14	-14	1.00032
-8	-14	-13	-10	-14	-4	0.933933
-6	-10	-12	-4	-16	-12	1.00585
-18	-14	-4	-6	-14	-6	0.643265
-6	-14	-1	-4	-6	-14	0
-2	-4	-2	-2	-8	-13	0
-6	-10	-6	-4	-2	-12	0.946886
-18	-12	-13	-10	-4	-10	0.911124
-14	-12	-14	-8	-16	-11	0.996493
-18	-6	-15	-4	-10	-11	0.993882
-4	-10	-12	-4	-8	-12	0.976246
-18	-2	-28	-4	0	-2	0
-6	-10	-8	-12	-10	-13	1.00082
-8	0	-11	-2	-14	-12	1.01536
-6	-10	-11	-8	-2	-15	0.986633
-6	-16	-10	-8	-8	-1	0.915531
-6	-14	-6	-10	-2	-15	0
-14	-12	-1	-12	-10	-2	0.418159
-6	-16	-2	-10	-16	-13	1.00232
-14	-16	-14	-16	-16	-10	0.932989
-6	-2	-15	-4	-12	-6	0
-4	-12	-11	-10	-12	-10	0.955522
-10	-2	-16	-4	-12	-2	0.998429
-20	-16	-4	-18	-10	-1	0.551248
-10	-2	-20	-4	-10	-4	0
-18	-4	-26	-16	-2	-4	0
-4	-6	-15	-4	-12	-6	0
-14	-12	-1	-4	-16	-12	0.693146
-10	-18	-13	-6	-10	-4	0
-6	-4	-1	-10	-16	-6	0.841912
-4	-10	-13	-8	-4	-12	0
-20	-4	-11	-16	-12	-4	0.802116
-2	-10	-13	-8	-12	-12	1.02427
-8	-8	-8	-6	-2	-2	0.923536
-4	-18	-14	-8	-2	-12	1.01757
-20	-14	-8	-16	-6	-14	0.843926
