glu1	ac1	o21	glu2	ac2	o22	sd	fitness
499	-8	-16	-14	-8	-14	-12	0	0.914511
152	-12	-2	-15	-8	-8	-14	0.0103535823726779	0.91448
189	-10	-6	-13	-8	-16	-16	0.00147670192684537	0.914289
185	-10	-6	-15	-8	-14	-15	0.000511080143993587	0.913772
487	-8	-4	-11	-10	-4	-14	0.0121654983507006	0.91344
77	-10	-2	-12	-10	-18	-18	0.000931854612116066	0.913439
42	-18	-14	-18	-2	-18	-4	0.000107416530782206	0.913086
265	-8	-8	-16	-6	-18	-11	0	0.912759
299	-10	0	-12	-4	-16	-10	0	0.912407
437	-8	-2	-12	-8	-12	-13	0.000770887540798178	0.912279
154	-10	0	-10	-8	-8	-15	0.00807289867035038	0.912138
255	-8	-4	-15	-10	-12	-15	0.00048786229514169	0.911753
243	-2	-8	-14	-8	-16	-8	0.00197131167812163	0.911561
162	-6	-12	-13	-10	-14	-14	0.000925108119405016	0.911345
175	-10	-6	-13	-6	-14	-13	0.00113434873460546	0.910896
251	-4	-6	-15	-2	-16	-6	0	0.910868
435	-10	-4	-13	-14	-18	-13	0.00136969708155498	0.910402
332	-2	-8	-6	-4	-2	-16	0.000886188588077223	0.910363
384	-2	-14	-14	-4	-14	-10	0.000886184136179131	0.910362
402	-4	-16	-15	-2	-4	-11	0.000886188623329359	0.910357
303	-2	-12	-16	-4	-12	-13	0.000886184136179003	0.910356
405	-2	-16	-16	-4	-10	-13	0.000886184136179003	0.910356
197	-8	-12	-16	-12	-16	-10	0.000561278296666086	0.910102
151	-12	-2	-14	-10	-12	-12	0	0.910076
147	-12	-4	-16	-10	-12	-10	0	0.910052
361	-12	-16	-8	-10	-10	-16	0.0203310675098183	0.90996
287	-2	-16	-13	-4	-4	-8	0.000886188588077223	0.909851
307	-4	0	-11	-2	-6	-12	0.000886188588077223	0.909851
323	-2	-8	-15	-4	-6	-8	0.000886188588077223	0.909851
433	-2	-8	-15	-4	-2	-10	0.000886188588077223	0.909851
179	-2	-4	-13	-4	-14	-11	0.000886188623329359	0.909845
217	-2	-14	-16	-4	-12	-12	0.000886184136179003	0.909845
395	-4	-18	-16	-2	-16	-13	0.000886188588077415	0.909845
407	-2	-16	-16	-4	-12	-13	0.000886184136179003	0.909845
214	-18	-10	-15	-2	-8	-10	0.00105331296165688	0.909561
204	-2	-16	-16	-4	-12	-10	0	0.909339
169	-18	-12	-16	-10	-4	-8	0.00313697625995086	0.909035
289	-8	-16	-11	-2	-4	-10	0.000601028458464869	0.9082
358	-8	-8	-1	-18	-6	-16	0.000294832802072404	0.908013
200	-8	-10	-2	-18	-6	-18	4.37273517439524e-05	0.908011
54	-8	0	-13	-10	-6	-11	0	0.90773
139	-6	-8	-8	-4	-4	-8	0.00153029951486431	0.907508
43	-14	-2	-15	-8	-12	-15	0.00997761719225883	0.907117
425	-2	-6	-15	-6	-4	-13	0.000430567327822977	0.906868
473	-2	-2	-12	-6	-12	-13	0.000430567341176158	0.906868
306	-10	0	-12	-12	-4	-18	0	0.906766
296	-8	-4	-10	-6	-12	-11	0.00399550633341807	0.906701
495	-6	-12	-12	-2	-12	-13	0.000430567327822977	0.906619
456	-14	-6	-16	-6	-6	-14	0.000286300341941751	0.906425
315	-2	-16	-15	-6	-2	-12	0	0.90637
411	-8	-16	-2	-12	-6	-14	0.000546621937542483	0.906353
297	-18	-14	-18	-2	-18	-1	4.78772902141197e-05	0.905829
210	-4	-16	-18	-6	-8	-11	0	0.905801
349	-6	-8	-13	-4	-4	-13	0	0.905801
41	-12	0	-16	-8	-2	-11	0.00666253623261456	0.904773
244	-14	-10	-10	-14	-10	-16	0.0308445600726182	0.904275
143	-14	-4	-22	-10	-10	-8	0.0027009272191901	0.904072
271	-8	-6	-12	-6	-4	-11	0	0.903608
241	-4	-14	-15	-4	-16	-8	0	0.903152
277	-4	-10	-13	-4	-8	-8	0	0.903152
400	-4	0	-10	-4	-10	-13	0	0.903152
439	-4	-8	-16	-4	-2	-10	0	0.903152
87	-14	-2	-13	-8	-10	-16	0.0140376638636597	0.902801
59	-8	-18	-14	-8	-14	-4	0.00129648945172617	0.902324
110	-12	-4	-13	-10	-18	-11	0.0145055627464353	0.902256
457	-6	-16	-16	-20	-16	-14	0.0175904471224575	0.901768
363	-8	-2	-4	-12	-16	-18	0.000845477130777621	0.901059
39	-12	-2	-13	-8	-12	-10	0.0273082842818805	0.900276
83	-14	-2	-11	-10	-12	-18	0.00869343884282163	0.900016
124	-10	0	-2	-12	-8	-16	0.00963585437619845	0.899577
117	-14	0	-12	-6	-14	-16	0.024353835244243	0.898393
32	-8	-18	-14	-20	-12	-16	0.00365237316966009	0.89803
31	-10	-10	-24	-16	-6	-6	0.0167012352707931	0.897827
376	-6	-14	-6	-6	0	-24	0.00589943532103061	0.896992
85	-14	-2	-11	-14	-14	-16	0.0103304789004915	0.896397
317	-4	-2	-13	-8	-2	-10	0.00295789843369485	0.896324
440	-20	0	-2	-20	-2	-26	0.00168539836016357	0.89622
284	-16	-8	-15	-4	-12	-11	0.000850796947151025	0.895309
274	-14	-2	-15	-4	-6	-14	0.00100704998496096	0.895177
301	-10	0	-11	-2	-16	-10	0	0.894551
369	-10	-16	-15	-12	-4	-8	0.00106183527468009	0.893801
57	-6	-18	-15	-10	-14	-8	1.98959368634382e-05	0.893124
461	-6	-6	-2	-16	-8	-16	0.000270490594225737	0.892143
69	-2	-18	-12	-12	0	-10	0.00277949079356667	0.890872
342	-10	-14	-13	-16	-2	-15	0.0144074527874333	0.88982
352	-18	-4	-14	-8	-18	-11	0	0.889302
58	-18	-18	-20	-12	-8	-1	3.47707412471277e-08	0.889095
365	-14	-12	-15	-14	-4	-12	0.00140490072258071	0.886934
427	-14	-2	-13	-10	-8	-13	0.00322031284819504	0.885918
486	-4	-12	-11	-10	-12	-10	0	0.885527
51	-10	-12	-18	-16	-10	-12	0.00569566483397065	0.884899
202	-10	-18	-10	-4	0	-1	0.000144739044880751	0.884846
44	-8	0	-15	-10	-16	-8	0	0.884338
463	-6	-8	-4	-20	-8	-18	0.000155006524267753	0.884333
429	-6	-18	-4	-8	-14	-8	0.000598366882657916	0.883692
406	-8	-2	-1	-8	-16	-14	0.000505606672542686	0.883211
167	-12	-6	-18	-12	-4	-8	0.000740407040749098	0.882367
272	-18	-14	-22	-18	-2	-4	0.000129296191342359	0.880185
304	-2	-2	-2	-10	-6	-10	3.37825117584653e-05	0.878605
78	-16	-18	-12	-4	-2	-4	5.87399600430045e-05	0.877167
408	-12	0	-14	-10	-2	-12	0	0.876513
138	-4	-16	-15	-14	-8	-13	0	0.87592
155	-12	-16	-10	-6	-16	-14	0	0.875501
194	-10	-14	-11	-10	0	-8	0	0.875444
6	-10	-14	-12	-14	-6	-10	0.00308325062815034	0.874669
67	-16	-4	-13	-16	0	-16	0.012075242636505	0.873417
18	-2	-6	-1	-10	-6	-10	5.78923340918832e-05	0.872932
28	-20	-10	-1	-10	-18	-24	0.0509965424345821	0.872524
190	-20	0	-24	-4	-18	-2	0.000240905713022505	0.868665
63	-12	-18	-12	-10	-14	-8	0	0.867738
484	-14	-16	-14	-16	-16	-10	0.0125821473752403	0.867343
239	-2	-16	-13	-2	-16	-8	0	0.866998
283	-2	-10	-10	-2	-8	-11	0	0.866998
309	-2	0	-14	-2	-10	-12	0	0.866998
401	-2	-2	-8	-2	-6	-10	0	0.866998
16	-2	-16	-18	-2	-6	-10	0	0.866995
491	-2	-12	-15	-2	-18	-11	0	0.866995
422	-6	-14	-22	-16	0	-6	0.0206175298909696	0.866418
49	-16	-8	-13	-4	-4	-11	0.0533915102734366	0.865534
466	-8	-14	-13	-10	-14	-4	0.000632537784755928	0.864004
238	-16	-14	-15	-12	-18	-4	0.00172144396066052	0.863024
168	-20	-12	-13	-6	-8	-11	0.00224036653873139	0.862711
264	-10	-16	-1	-16	-2	-18	0.002128941697515	0.861237
431	-14	0	-12	-10	-12	-10	0	0.858835
56	-20	-14	-15	-12	-18	-4	0.000275073348196179	0.857619
176	-12	-14	-11	-14	-14	-10	0	0.856868
60	-6	-6	-2	-8	-2	-10	8.48581221064863e-05	0.855187
498	-8	-8	-8	-6	-2	-2	0.000727357540507541	0.854752
458	-10	-14	-13	-16	-4	-10	0.00910757450968979	0.854019
266	-16	-4	-12	-18	-14	-13	0.00134295596778933	0.850783
446	-14	-4	-24	-18	0	-4	1.85831903561804e-07	0.84908
33	-18	0	-12	-10	-14	-15	0	0.847511
19	-4	-12	-11	-10	0	-8	0	0.847354
47	-16	-4	-14	-4	-4	-11	0.00129058710380843	0.847351
480	-6	-16	-10	-8	-8	-1	0.000808205228214302	0.84698
90	-14	-18	-4	-8	-6	-26	0.00571184113872796	0.846329
2	-2	-6	-14	-16	-6	-12	0.000709986237491329	0.84611
472	-18	-12	-13	-10	-4	-10	0.000669628881116574	0.845715
157	-2	-6	-14	-16	-2	-16	0.00047033352325299	0.843298
256	-10	-18	-16	-20	-6	-11	0.011205756075417	0.842306
216	-18	-6	-15	-16	-8	-11	0	0.836871
62	-14	-2	-6	-18	-14	-13	0.0038206462844111	0.83629
322	-18	-4	-10	-14	-16	-14	9.95467966148924e-07	0.836167
436	-20	-12	-12	-12	-14	-1	0.000660882237284003	0.833902
93	-6	-6	-12	-20	0	-16	0.00335750363203188	0.833871
314	-14	-2	-11	-6	-10	-13	0.00120013411296969	0.830926
442	-18	-10	-12	-20	-18	-14	0.00377133924824199	0.830047
328	-18	-12	-11	-6	0	-4	0.00066256747228138	0.829352
432	-18	-8	-13	-10	-14	-4	0.00118203922455464	0.827883
414	-8	-6	-1	-2	-10	-10	0.0251061409843962	0.826392
146	-14	-18	-10	-4	-4	-11	0.0027714839576538	0.824967
161	-14	-14	-8	-6	-6	-15	0.00268471569153834	0.822068
7	-20	-18	-2	-12	-18	-16	0.0210141344671624	0.821597
163	-20	-12	-12	-12	-6	-14	0.00686048516187104	0.820197
10	-14	0	-4	-12	-12	-12	0.014903455750981	0.819793
278	-4	-4	-28	-8	-18	-2	0.00473544347948036	0.819443
386	-2	-12	-15	-12	-10	-8	0.00768872784672758	0.818748
454	-12	-14	-4	-8	-14	-12	0.0101017818371986	0.817612
286	-12	-14	-4	-14	-2	-14	0.00281706415511203	0.815838
360	-16	0	-1	-10	-4	-16	0.00202822297823654	0.810043
280	-8	-18	-15	-14	-10	-4	0.0147435345727637	0.809824
354	-20	-18	-11	-8	-12	-4	0.000540540719745412	0.806953
166	-10	0	-16	-16	-18	-6	0.0150239101350664	0.80605
460	-16	0	-1	-10	-14	-12	0.0291148681035089	0.802051
374	-20	-14	-11	-4	-10	-16	0.00533907303341331	0.801425
412	-20	-18	-12	-14	-16	-8	0.00683611234584747	0.800534
232	-6	-12	-13	-18	-14	-10	0.00300578956825005	0.799427
153	-10	-14	-6	-14	-16	-8	0.0144588201802078	0.798732
89	-14	-16	-2	-16	-14	-13	0.00148349850461431	0.798335
366	-16	-10	-13	-16	-10	-1	0.00148092884273081	0.796647
27	-6	-12	-24	-16	-4	-6	0.0145547697049727	0.794854
198	-8	-14	-14	-14	-6	-2	0.000190429840908457	0.794274
220	-10	-8	-15	-18	-8	-8	0.00527602541752605	0.791463
276	-12	0	-2	-18	-2	-16	0.000835357676594026	0.787207
500	-20	-14	-8	-16	-6	-14	3.71346752908083e-05	0.78627
236	-20	-16	-11	-20	-16	-10	0	0.785059
344	-16	0	-6	-8	-4	-22	0.000311178083887271	0.784934
128	-20	0	-1	-20	-6	-15	0.00739752535797153	0.784835
298	-12	-6	-13	-16	-16	-1	0.00193916603576873	0.784396
148	-16	-18	-11	-16	0	-2	1.37099239950274e-07	0.783598
119	-14	-8	-8	-4	-2	-16	0.00213170322445091	0.78038
122	-20	-4	-14	-16	-10	-6	0.0378292728266253	0.779306
178	-18	-18	-8	-4	-18	-20	0.0227307288330486	0.778964
50	-2	0	-20	-10	-2	-8	0.000344813391371091	0.776982
270	-10	-12	-16	-18	-16	-2	0.000200238728236967	0.775817
494	-6	-4	-1	-10	-16	-6	0.00681049487038771	0.774942
8	-20	-18	-10	-12	-10	-10	1.89156272508214e-06	0.774202
246	-18	-2	-4	-10	-2	-18	0.0231489231681199	0.772355
17	-8	-18	-2	-14	0	-16	0.000786708370532989	0.767524
230	-20	-8	-10	-2	-2	-8	6.97392932689495e-05	0.764961
192	-20	-4	-6	-16	-14	-12	0.000995877941409132	0.764101
137	-12	-4	-13	-18	-2	-2	0.0256277220228758	0.761512
452	-12	-2	-12	-14	-6	-2	1.50750303858646e-07	0.756577
40	-10	-8	-1	-16	-16	-8	0.000643406109857762	0.746893
75	-4	0	-8	-12	0	-13	0	0.746669
242	-14	-12	-1	-6	-4	-20	0	0.745648
240	-20	-2	-6	-12	-18	-12	0.00234541281077137	0.742239
462	-6	-18	-13	-14	-2	-2	0.00117041953705677	0.739737
23	-6	-10	-24	-18	-2	-6	0.00602884193707731	0.739306
282	-4	-14	-12	-12	-14	-1	0.00967680904181113	0.738863
390	-20	-4	-8	-4	-18	-11	0.00167057272005889	0.730552
294	-10	0	-18	-20	-2	-6	0.0078739267047668	0.727931
91	-18	-14	-8	-2	-6	-10	0.000570622449284325	0.725659
496	-20	-4	-11	-16	-12	-4	0.032674776354505	0.722446
416	-18	-2	-4	-16	-6	-10	0.00537934152239032	0.708725
11	-20	-18	-6	-6	-10	-20	0.0157085102027666	0.704886
115	-16	0	-16	-8	-2	-2	0.000728984858902963	0.701483
420	-14	-16	-6	-2	-2	-15	0.000101692312513613	0.698312
410	-20	-16	-8	-20	-10	-8	0	0.697874
13	-4	-6	-10	-12	-12	-4	0.007304218857048	0.694851
330	-20	-14	-4	-14	-4	-11	6.09629656661366e-07	0.692714
174	-4	-4	-4	-6	-12	-2	0.0019045759523253	0.689787
450	-2	-4	-14	-20	-4	-8	0.000659517008385727	0.680849
180	-6	-12	-12	-16	-8	-2	0.00516135688799454	0.680065
362	-8	-18	-8	-16	-4	-4	6.96392267773425e-07	0.671645
292	-16	0	-14	-12	-4	-2	0.00168691433296329	0.671594
45	-8	-14	-10	-18	-14	-4	0.00451285487843842	0.669247
25	-2	-14	-24	-18	-2	-6	0.00200863956520046	0.6627
133	-8	-2	-4	-2	0	-2	0.000196662677820112	0.66138
372	-10	-12	-4	-16	-8	-6	0.00273723319449765	0.6604
464	-10	-10	-6	-18	0	-6	8.16692334808168e-07	0.656316
336	-4	-12	-4	-16	-12	-6	1.49071027490557e-06	0.655733
106	-18	-18	-4	-6	-10	-11	0.0142315133580097	0.652219
492	-14	-12	-1	-4	-16	-12	0.00915825774668164	0.645721
22	-4	-12	-16	-18	-14	-4	0.00221369470074827	0.644016
403	-14	-16	-1	-12	-12	-6	0.00703605012262332	0.637116
430	-6	0	-11	-18	0	-15	0	0.631171
300	-16	-12	-6	-20	-2	-6	0.000592556794815792	0.619756
34	-20	-2	-1	-12	-18	-8	2.88900693863659e-07	0.614597
170	-16	0	-4	-10	-18	-4	0	0.602954
468	-18	-14	-4	-6	-14	-6	0.00232644815121551	0.596443
4	-20	-2	-6	-4	0	-1	0.000121433519325057	0.594523
212	-20	-8	-2	-6	-12	-12	0.00032884959917554	0.594138
310	-20	-2	-6	-2	-4	-2	9.68989415941352e-05	0.591721
80	-16	-2	-6	-6	-10	-1	0.00141040372825099	0.589793
73	-2	-10	-18	-18	-4	-4	0.000378266765500328	0.576968
382	-20	-18	-2	-18	-10	-6	0.000249779718829236	0.561876
418	-12	-10	-2	-2	-8	-8	0.0099365981184924	0.557418
438	-20	0	-14	-14	0	-6	1.7654621038566e-07	0.555069
3	-18	-10	-2	-2	-14	-15	0.00347641881010261	0.544312
248	-4	-2	-10	-16	0	-2	0.00754391971542534	0.536859
324	-8	-6	-1	-20	-6	-4	0	0.534966
21	-4	-2	-22	-14	-18	-1	0.00666238658794111	0.533266
135	-16	-16	-1	-6	0	-15	2.71862234714594e-07	0.529426
444	-20	-2	-6	-20	-12	-2	0.00027434624450652	0.51862
488	-20	-16	-4	-18	-10	-1	0.00498592943084509	0.509974
9	-10	-6	-2	-6	-16	-2	0.00204939171377308	0.495299
15	-2	-2	-14	-18	-8	-2	0.000242614660891357	0.457913
113	-2	0	-13	-18	-8	-2	0.000313911947968944	0.451267
159	-4	-4	-2	-4	-14	-1	0.000776279951379567	0.411558
5	-2	-2	-12	-12	-8	-1	0.000410098393990051	0.394558
482	-14	-12	-1	-12	-10	-2	0	0.385025
312	-16	-10	-1	-4	-2	-2	0.000463138556296663	0.305782
338	-2	0	-4	-14	-4	-1	0.00047193947643435	0.293884
356	-2	-2	-1	-18	-16	-1	6.03781341753066e-05	0.27788
12	-8	0	-11	-6	-14	-16	0.549639321354872	0
14	-2	-6	-28	-4	-14	-2	0	0
20	-4	-10	-26	-6	-10	-2	0	0
24	-8	-14	-20	-4	-14	-1	0	0
29	-8	-16	-24	-12	0	-6	0	0
30	-16	-16	-18	-2	-10	-1	0	0
36	-8	-16	-11	-2	-2	-13	0	0
38	-8	0	-13	-12	-6	-14	0	0
55	-6	-16	-18	-10	-16	-6	0.534978442009883	0
61	-16	-18	-16	-8	-16	-8	0	0
65	-14	-18	-16	-10	-18	-8	0.545474991602111	0
66	-10	-18	-20	-10	-16	-10	0.54940344905127	0
68	-10	-18	-18	-8	-18	-12	0.540868377720688	0
72	-6	-12	-16	-8	0	-10	0	0
74	-14	-4	-16	-8	0	-12	0.544395431058208	0
79	-10	-2	-11	-16	-18	-16	0	0
82	-4	-6	-1	-4	-4	-28	0	0
84	-8	-6	-13	-6	-18	-15	0.545518745900358	0
86	-8	-12	-14	-6	-4	-16	0.546929506859399	0
88	-10	0	-4	-8	-10	-26	0	0
92	-10	-10	-1	-8	-14	-26	0	0
94	-2	-8	-2	-10	-16	-26	0	0
95	-14	0	-28	-6	-2	-1	0	0
96	-6	-6	-2	-10	-16	-26	0	0
97	-2	-2	-2	-2	-18	-22	0	0
98	-6	-8	-1	-10	-16	-26	0	0
100	-4	-16	-18	-4	0	-6	0	0
104	-6	0	-2	-2	-18	-16	0	0
109	-10	-12	-13	-8	-6	-14	0.53970343265434	0
111	-10	-14	-6	-6	-12	-20	0	0
126	-6	-12	-15	-10	-6	-15	0.527032660580296	0
127	-10	-18	-26	-10	-14	-1	0	0
129	-10	-18	-22	-8	-10	-1	0	0
130	-8	-4	-20	-8	-18	-8	0.54703009370706	0
140	-16	-18	-26	-2	-14	-4	0	0
141	-6	-4	-1	-2	-16	-26	0	0
142	-16	-16	-26	-4	-4	-4	0	0
158	-10	-2	-4	-8	-14	-22	0	0
160	-2	-18	-15	-10	-14	-14	0	0
164	-10	0	-1	-8	-12	-22	0	0
171	-18	-10	-18	-12	-6	-12	0.51708295329633	0
172	-20	-8	-20	-8	-4	-6	0	0
173	-18	-8	-18	-12	-4	-11	0.545412602437304	0
182	-2	-10	-2	-8	-16	-22	0	0
183	-8	-8	-14	-6	-14	-6	0	0
188	-18	-4	-2	-16	-16	-28	0	0
193	-2	-18	-2	-20	-14	-28	0	0
206	-4	-2	-1	-16	-14	-20	0	0
207	-8	0	-10	-8	-8	-18	0	0
208	-12	-6	-16	-2	-18	-12	0	0
209	-6	0	-15	-8	-12	-14	0	0
219	-2	-18	-13	-8	-14	-11	0.548149369408895	0
221	-4	-12	-18	-8	-8	-11	0	0
222	-14	-12	-28	-12	-10	-1	0	0
223	-10	-14	-13	-14	-18	-16	0.539052220923611	0
224	-2	-4	-2	-10	-8	-26	0	0
226	-6	-6	-1	-12	-18	-16	0	0
227	-8	-8	-12	-6	-16	-14	0.540218269182557	0
228	-10	-10	-1	-8	-16	-28	0	0
