glu1	ac1	o21	glu2	ac2	o22	sd	fitness
229	-8	-8	-12	-6	-14	-16	0	0
233	-8	-2	-12	-6	-12	-15	0	0
237	-2	-8	-12	-8	-16	-12	0	0
247	-2	-14	-16	-4	-12	-6	0	0
249	-2	-6	-14	-4	-8	-6	0	0
252	-2	-4	-1	-4	-6	-24	0	0
253	-4	-12	-15	-4	-8	-6	0	0
254	-6	-4	-1	-14	-6	-28	0	0
259	-8	-16	-16	-12	-8	-14	0.53848438932045	0
261	-8	-14	-16	-12	-16	-14	0.533482121700505	0
262	-4	-10	-13	-4	-14	-4	0	0
267	-8	-12	-16	-6	-18	-10	0	0
269	-8	-4	-16	-6	-14	-10	0	0
279	-12	-8	-15	-8	-12	-15	0.540252918721151	0
288	-8	-2	-11	-4	-18	-15	0	0
290	-18	-12	-20	-8	-8	-2	0	0
291	-8	-2	-12	-8	-14	-16	0.541855868536695	0
295	-20	-18	-22	-8	-14	-1	0	0
305	-8	-14	-15	-8	-10	-8	0.522204184650151	0
308	-4	0	-8	-14	-2	-20	0	0
313	-8	-14	-14	-4	-8	-11	0	0
316	-8	-6	-20	-10	-14	-1	0.542723253808742	0
320	-10	-6	-24	-14	-10	-4	0.529307183400846	0
321	-4	-10	-16	-6	0	-8	0	0
326	-12	-14	-16	-6	-10	-1	0	0
329	-10	0	-12	-4	-10	-14	0	0
331	-14	-6	-22	-14	-18	-8	0.515841022855185	0
333	-12	-6	-20	-10	-12	-8	0	0
339	-10	-2	-12	-6	-14	-18	0	0
340	-8	-8	-4	-10	-18	-20	0	0
341	-4	-14	-4	-8	-4	-18	0	0
346	-10	-12	-4	-6	-10	-22	0	0
355	-6	-12	-16	-8	-8	-13	0	0
364	-4	-14	-1	-4	-8	-22	0	0
367	-14	-18	-15	-10	-2	-12	0	0
371	-12	-12	-15	-10	-4	-8	0.548766744855853	0
377	-2	-4	-15	-10	-14	-11	0	0
378	-4	-8	-28	-8	-18	-1	0	0
379	-8	-2	-14	-10	-16	-14	0.538166059743338	0
381	-8	0	-14	-10	-12	-15	0	0
385	-10	-18	-13	-12	-16	-15	0.545392194235697	0
392	-14	-8	-24	-4	-16	-1	0	0
393	-4	-4	-6	-8	-4	-16	0	0
399	-16	0	-2	-12	-8	-26	0.542267250626144	0
413	-8	-12	-2	-12	-10	-15	0	0
415	-4	-10	-11	-10	-6	-15	0	0
419	-6	-8	-14	-6	-14	-8	0	0
421	-6	-6	-14	-6	-2	-8	0	0
423	-4	-16	-8	-10	-10	-15	0	0
428	-2	-8	-13	-8	-14	-13	0	0
453	-6	-6	-10	-4	-4	-12	0.534963977223136	0
459	-4	-18	-14	-18	-16	-16	0.543900412038741	0
465	-6	0	-13	-8	-12	-12	0.535857410936527	0
470	-2	-4	-2	-2	-8	-13	0	0
475	-8	-16	-12	-10	-18	-13	0.545271169798044	0
476	-18	-2	-28	-4	0	-2	0	0
479	-4	-16	-13	-10	-16	-13	0	0
481	-8	-16	-16	-4	-10	-4	0	0
483	-10	-16	-14	-6	-14	-1	0	0
490	-18	-4	-26	-16	-2	-4	0	0
493	-2	-4	-15	-8	-16	-14	0	0
