glu1	ac1	o21	glu2	ac2	o22	fitness
-6	0	-14	-10	-14	-11	0.917555
-10	-16	-4	-18	-4	-24	0.938879
-8	0	-13	-10	-6	-11	0.90773
-6	-16	-18	-10	-16	-6	0
-20	-14	-15	-12	-18	-4	0.857619
-6	-18	-15	-10	-14	-8	0.893124
-18	-18	-20	-12	-8	-1	0.889095
-8	-18	-14	-8	-14	-4	0.902324
-6	-6	-2	-8	-2	-10	0.855187
-16	-18	-16	-8	-16	-8	0
-14	-2	-6	-18	-14	-13	0.83629
-12	-18	-12	-10	-14	-8	0.867738
-18	-12	-20	-14	-4	-4	0.940593
-14	-18	-16	-10	-18	-8	0
-10	-18	-20	-10	-16	-10	0
-16	-4	-13	-16	0	-16	0.873417
-10	-18	-18	-8	-18	-12	0
-2	-18	-12	-12	0	-10	0.890872
-8	-16	-16	-8	-16	-13	0.94636
-8	-6	-12	-6	-14	-8	0.92262
-6	-12	-16	-8	0	-10	0
-2	-10	-18	-18	-4	-4	0.576968
-14	-4	-16	-8	0	-12	0
-4	0	-8	-12	0	-13	0.746669
-10	-18	-18	-10	-14	-10	0.920511
-10	-2	-12	-10	-18	-18	0.913439
-16	-18	-12	-4	-2	-4	0.877167
-10	-2	-11	-16	-18	-16	0
-16	-2	-6	-6	-10	-1	0.589793
-10	-2	-13	-12	-14	-16	0.945534
-4	-6	-1	-4	-4	-28	0
-14	-2	-11	-10	-12	-18	0.900016
-8	-6	-13	-6	-18	-15	0
-14	-2	-11	-14	-14	-16	0.896397
-8	-12	-14	-6	-4	-16	0
-14	-2	-13	-8	-10	-16	0.902801
-10	0	-4	-8	-10	-26	0
-14	-16	-2	-16	-14	-13	0.798335
-14	-18	-4	-8	-6	-26	0.846329
-18	-14	-8	-2	-6	-10	0.725659
-10	-10	-1	-8	-14	-26	0
-6	-6	-12	-20	0	-16	0.833871
-2	-8	-2	-10	-16	-26	0
-14	0	-28	-6	-2	-1	0
-6	-6	-2	-10	-16	-26	0
-2	-2	-2	-2	-18	-22	0
-6	-8	-1	-10	-16	-26	0
-10	0	-13	-10	-14	-14	0.933287
-4	-16	-18	-4	0	-6	0
-14	0	-13	-10	-12	-14	0.930638
-10	-2	-22	-8	-16	-1	0.939616
-10	-2	-14	-10	-8	-14	0.937965
-6	0	-2	-2	-18	-16	0
-10	-2	-13	-10	-8	-14	0.929454
-18	-18	-4	-6	-10	-11	0.652219
-8	-18	-15	-10	-14	-14	0.942336
-2	-18	-6	-6	-18	-8	0.930746
-10	-12	-13	-8	-6	-14	0
-12	-4	-13	-10	-18	-11	0.902256
-10	-14	-6	-6	-12	-20	0
-2	-10	-14	-10	-18	-12	0.928474
-2	0	-13	-18	-8	-2	0.451267
-10	-12	-15	-10	-18	-12	0.935115
-16	0	-16	-8	-2	-2	0.701483
-10	-18	-15	-10	-18	-11	0.92756
-14	0	-12	-6	-14	-16	0.898393
-12	-14	-14	-10	-18	-12	0.920925
-14	-8	-8	-4	-2	-16	0.78038
-6	-16	-12	-10	-16	-12	0.921111
-12	-18	-22	-8	-14	-2	0.918251
-20	-4	-14	-16	-10	-6	0.779306
-10	-18	-20	-10	-10	-1	0.941829
-10	0	-2	-12	-8	-16	0.899577
-16	-18	-26	-10	-14	-1	0.945995
-6	-12	-15	-10	-6	-15	0
-10	-18	-26	-10	-14	-1	0
-20	0	-1	-20	-6	-15	0.784835
-10	-18	-22	-8	-10	-1	0
-8	-4	-20	-8	-18	-8	0
-14	-6	-22	-4	-6	-8	0.937325
-10	-18	-15	-10	-8	-14	0.918525
-8	-2	-4	-2	0	-2	0.66138
-10	-8	-15	-10	-8	-12	0.928348
-16	-16	-1	-6	0	-15	0.529426
-10	-18	-15	-14	-8	-13	0.921665
-12	-4	-13	-18	-2	-2	0.761512
-4	-16	-15	-14	-8	-13	0.87592
-6	-8	-8	-4	-4	-8	0.907508
-16	-18	-26	-2	-14	-4	0
-6	-4	-1	-2	-16	-26	0
-16	-16	-26	-4	-4	-4	0
-14	-4	-22	-10	-10	-8	0.904072
-8	-8	-6	-8	0	-13	0.925611
-14	-4	-16	-10	-14	-1	0.916617
-14	-18	-10	-4	-4	-11	0.824967
-12	-4	-16	-10	-12	-10	0.910052
-16	-18	-11	-16	0	-2	0.783598
-10	-4	-16	-10	-12	-10	0.92569
-10	-16	-8	-10	-16	-15	0.935732
-12	-2	-14	-10	-12	-12	0.910076
-12	-2	-15	-8	-8	-14	0.91448
-10	-14	-6	-14	-16	-8	0.798732
-10	0	-10	-8	-8	-15	0.912138
-12	-16	-10	-6	-16	-14	0.875501
-10	0	-12	-8	-16	-16	0.92369
-2	-6	-14	-16	-2	-16	0.843298
-10	-2	-4	-8	-14	-22	0
-4	-4	-2	-4	-14	-1	0.411558
-2	-18	-15	-10	-14	-14	0
-14	-14	-8	-6	-6	-15	0.822068
-6	-12	-13	-10	-14	-14	0.911345
-20	-12	-12	-12	-6	-14	0.820197
-10	0	-1	-8	-12	-22	0
-14	-14	-16	-14	-6	-14	0.914627
-10	0	-16	-16	-18	-6	0.80605
-12	-6	-18	-12	-4	-8	0.882367
-20	-12	-13	-6	-8	-11	0.862711
-18	-12	-16	-10	-4	-8	0.909035
-16	0	-4	-10	-18	-4	0.602954
-18	-10	-18	-12	-6	-12	0
-20	-8	-20	-8	-4	-6	0
-18	-8	-18	-12	-4	-11	0
-4	-4	-4	-6	-12	-2	0.689787
-10	-6	-13	-6	-14	-13	0.910896
-12	-14	-11	-14	-14	-10	0.856868
-10	-4	-14	-14	-16	-13	0.932239
-18	-18	-8	-4	-18	-20	0.778964
-2	-4	-13	-4	-14	-11	0.909845
-6	-12	-12	-16	-8	-2	0.680065
-2	-8	-13	-8	-14	-11	0.934733
-2	-10	-2	-8	-16	-22	0
-8	-8	-14	-6	-14	-6	0
-8	-6	-12	-2	-4	-8	0.926522
-10	-6	-15	-8	-14	-15	0.913772
-18	0	-1	-16	-2	-28	0.938941
-10	-6	-15	-8	-16	-15	0.916724
-18	-4	-2	-16	-16	-28	0
-10	-6	-13	-8	-16	-16	0.914289
-20	0	-24	-4	-18	-2	0.868665
-10	-2	-14	-8	-12	-15	0.927235
-20	-4	-6	-16	-14	-12	0.764101
-2	-18	-2	-20	-14	-28	0
-10	-14	-11	-10	0	-8	0.875444
-6	-2	-16	-12	-16	-12	0.927598
-2	-18	-6	-10	-2	-14	0.925999
-8	-12	-16	-12	-16	-10	0.910102
-8	-14	-14	-14	-6	-2	0.794274
-4	-6	-16	-10	-8	-12	0.931017
-8	-10	-2	-18	-6	-18	0.908011
-8	-18	-16	-8	-16	-13	0.942725
-10	-18	-10	-4	0	-1	0.884846
-2	-4	-16	-10	-12	-13	0.926764
-2	-16	-16	-4	-12	-10	0.909339
-8	0	-12	-8	-8	-15	0.937866
-4	-2	-1	-16	-14	-20	0
-8	0	-10	-8	-8	-18	0
-12	-6	-16	-2	-18	-12	0
-6	0	-15	-8	-12	-14	0
-4	-16	-18	-6	-8	-11	0.905801
-4	0	-14	-8	-10	-15	0.938855
-20	-8	-2	-6	-12	-12	0.594138
-4	-4	-8	-8	-10	-15	0.941092
-18	-10	-15	-2	-8	-10	0.909561
-4	-8	-16	-6	-10	-13	0.918171
-18	-6	-15	-16	-8	-11	0.836871
-2	-14	-16	-4	-12	-12	0.909845
-10	-2	-13	-2	-10	-1	0.931601
-2	-18	-13	-8	-14	-11	0
-10	-8	-15	-18	-8	-8	0.791463
-4	-12	-18	-8	-8	-11	0
-14	-12	-28	-12	-10	-1	0
-10	-14	-13	-14	-18	-16	0
-2	-4	-2	-10	-8	-26	0
-6	-10	-16	-10	-12	-13	0.930004
-6	-6	-1	-12	-18	-16	0
-8	-8	-12	-6	-16	-14	0
-10	-10	-1	-8	-16	-28	0
-8	-8	-12	-6	-14	-16	0
-20	-8	-10	-2	-2	-8	0.764961
-10	-16	-15	-12	-14	-15	0.934664
-6	-12	-13	-18	-14	-10	0.799427
-8	-2	-12	-6	-12	-15	0
-2	-10	-14	-12	-8	-12	0.927719
-2	-4	-14	-8	-12	-12	0.927891
-20	-16	-11	-20	-16	-10	0.785059
-2	-8	-12	-8	-16	-12	0
-16	-14	-15	-12	-18	-4	0.863024
-2	-16	-13	-2	-16	-8	0.866998
-20	-2	-6	-12	-18	-12	0.742239
-4	-14	-15	-4	-16	-8	0.903152
-14	-12	-1	-6	-4	-20	0.745648
-2	-8	-14	-8	-16	-8	0.911561
-14	-10	-10	-14	-10	-16	0.904275
-8	-18	-12	-2	-6	-6	0.932545
-18	-2	-4	-10	-2	-18	0.772355
-2	-14	-16	-4	-12	-6	0
-4	-2	-10	-16	0	-2	0.536859
-2	-6	-14	-4	-8	-6	0
-18	-12	-2	-14	-8	-24	0.918527
-4	-6	-15	-2	-16	-6	0.910868
-2	-4	-1	-4	-6	-24	0
-4	-12	-15	-4	-8	-6	0
-6	-4	-1	-14	-6	-28	0
-8	-4	-15	-10	-12	-15	0.911753
-10	-18	-16	-20	-6	-11	0.842306
-8	-16	-15	-10	-14	-14	0.937838
-6	-10	-8	-12	-12	-12	0.930998
-8	-16	-16	-12	-8	-14	0
-8	-14	-13	-10	-16	-16	0.921883
-8	-14	-16	-12	-16	-14	0
-4	-10	-13	-4	-14	-4	0
-8	-6	-16	-12	-8	-14	0.922567
-10	-16	-1	-16	-2	-18	0.861237
-8	-8	-16	-6	-18	-11	0.912759
-16	-4	-12	-18	-14	-13	0.850783
-8	-12	-16	-6	-18	-10	0
-8	-12	-13	-6	-12	-14	0.934755
-8	-4	-16	-6	-14	-10	0
-10	-12	-16	-18	-16	-2	0.775817
-8	-6	-12	-6	-4	-11	0.903608
-18	-14	-22	-18	-2	-4	0.880185
-10	-2	-13	-6	-14	-16	0.933739
-14	-2	-15	-4	-6	-14	0.895177
-10	-4	-15	-12	-16	-15	0.948679
-12	0	-2	-18	-2	-16	0.787207
-4	-10	-13	-4	-8	-8	0.903152
-4	-4	-28	-8	-18	-2	0.819443
-12	-8	-15	-8	-12	-15	0
-8	-18	-15	-14	-10	-4	0.809824
-6	-10	-11	-4	-8	-11	0.930541
-4	-14	-12	-12	-14	-1	0.738863
-2	-10	-10	-2	-8	-11	0.866998
-16	-8	-15	-4	-12	-11	0.895309
-8	-14	-12	-8	-4	-11	0.924366
-12	-14	-4	-14	-2	-14	0.815838
-2	-16	-13	-4	-4	-8	0.909851
-8	-2	-11	-4	-18	-15	0
-8	-16	-11	-2	-4	-10	0.9082
-18	-12	-20	-8	-8	-2	0
-8	-2	-12	-8	-14	-16	0
-16	0	-14	-12	-4	-2	0.671594
-8	-18	-11	-8	-4	-10	0.917749
-10	0	-18	-20	-2	-6	0.727931
-20	-18	-22	-8	-14	-1	0
-8	-4	-10	-6	-12	-11	0.906701
-18	-14	-18	-2	-18	-1	0.905829
-12	-6	-13	-16	-16	-1	0.784396
-10	0	-12	-4	-16	-10	0.912407
-16	-12	-6	-20	-2	-6	0.619756
-10	0	-11	-2	-16	-10	0.894551
-10	-16	-14	-8	-14	-14	0.93162
-2	-12	-16	-4	-12	-13	0.910356
-2	-2	-2	-10	-6	-10	0.878605
-8	-14	-15	-8	-10	-8	0
-10	0	-12	-12	-4	-18	0.906766
-4	0	-11	-2	-6	-12	0.909851
-4	0	-8	-14	-2	-20	0
-2	0	-14	-2	-10	-12	0.866998
-20	-2	-6	-2	-4	-2	0.591721
-8	-16	-11	-8	-6	-8	0.91718
-16	-10	-1	-4	-2	-2	0.305782
-8	-14	-14	-4	-8	-11	0
-14	-2	-11	-6	-10	-13	0.830926
-2	-16	-15	-6	-2	-12	0.90637
-8	-6	-20	-10	-14	-1	0
-4	-2	-13	-8	-2	-10	0.896324
-10	-10	-15	-4	-12	-14	0.920232
-2	-16	-14	-8	-2	-8	0.917862
-10	-6	-24	-14	-10	-4	0
-4	-10	-16	-6	0	-8	0
-18	-4	-10	-14	-16	-14	0.836167
-2	-8	-15	-4	-6	-8	0.909851
-8	-6	-1	-20	-6	-4	0.534966
-10	-2	-12	-6	-14	-13	0.942853
-12	-14	-16	-6	-10	-1	0
-10	-2	-12	-2	-14	-14	0.932458
-18	-12	-11	-6	0	-4	0.829352
-10	0	-12	-4	-10	-14	0
-20	-14	-4	-14	-4	-11	0.692714
-14	-6	-22	-14	-18	-8	0
-2	-8	-6	-4	-2	-16	0.910363
-12	-6	-20	-10	-12	-8	0
-14	0	-13	-10	-16	-15	0.925002
-6	-16	-16	-6	-10	-13	0.926865
-4	-12	-4	-16	-12	-6	0.655733
-8	-16	-16	-8	-10	-13	0.943201
-2	0	-4	-14	-4	-1	0.293884
-10	-2	-12	-6	-14	-18	0
-8	-8	-4	-10	-18	-20	0
-4	-14	-4	-8	-4	-18	0
-10	-14	-13	-16	-2	-15	0.88982
-4	-4	-8	-8	-10	-18	0.939974
-16	0	-6	-8	-4	-22	0.784934
-4	-4	-10	-8	-2	-16	0.941092
-10	-12	-4	-6	-10	-22	0
-8	-6	-12	-8	-8	-13	0.933417
-12	-14	-28	-20	0	-2	0.924193
-6	-8	-13	-4	-4	-13	0.905801
-4	-12	-11	-6	-2	-12	0.918171
-8	-16	-12	-12	-2	-18	0.917414
-18	-4	-14	-8	-18	-11	0.889302
-4	-10	-4	-12	-10	-12	0.931109
-20	-18	-11	-8	-12	-4	0.806953
-6	-12	-16	-8	-8	-13	0
-2	-2	-1	-18	-16	-1	0.27788
-10	-16	-11	-12	-6	-16	0.949173
-8	-8	-1	-18	-6	-16	0.908013
-4	-4	-14	-8	-8	-15	0.937736
-16	0	-1	-10	-4	-16	0.810043
-12	-16	-8	-10	-10	-16	0.90996
-8	-18	-8	-16	-4	-4	0.671645
-8	-2	-4	-12	-16	-18	0.901059
-4	-14	-1	-4	-8	-22	0
-14	-12	-15	-14	-4	-12	0.886934
-16	-10	-13	-16	-10	-1	0.796647
-14	-18	-15	-10	-2	-12	0
-8	-18	-11	-14	-16	-14	0.941105
-10	-16	-15	-12	-4	-8	0.893801
-8	-14	-11	-10	-2	-15	0.930689
-12	-12	-15	-10	-4	-8	0
-10	-12	-4	-16	-8	-6	0.6604
-4	-8	-14	-6	-14	-11	0.930541
-20	-14	-11	-4	-10	-16	0.801425
-2	-10	-15	-10	-14	-13	0.921564
-6	-14	-6	-6	0	-24	0.896992
-2	-4	-15	-10	-14	-11	0
-4	-8	-28	-8	-18	-1	0
-8	-2	-14	-10	-16	-14	0
-10	-18	-13	-2	-10	-6	0.933047
-8	0	-14	-10	-12	-15	0
-20	-18	-2	-18	-10	-6	0.561876
-8	0	-13	-10	-16	-14	0.929562
-2	-14	-14	-4	-14	-10	0.910362
-10	-18	-13	-12	-16	-15	0
-2	-12	-15	-12	-10	-8	0.818748
-10	-16	-13	-12	-14	-16	0.932237
-6	-10	-11	-6	-4	-16	0.926865
-10	-18	-13	-12	-14	-16	0.932237
-20	-4	-8	-4	-18	-11	0.730552
-10	-14	-13	-12	-14	-12	0.922008
-14	-8	-24	-4	-16	-1	0
-4	-4	-6	-8	-4	-16	0
-14	-14	-4	-18	-8	-20	0.922083
-4	-18	-16	-2	-16	-13	0.909845
-8	-18	-13	-8	-8	-2	0.928247
-8	-4	-11	-10	-6	-15	0.93212
-12	-4	-15	-16	-14	-15	0.917983
-16	0	-2	-12	-8	-26	0
-4	0	-10	-4	-10	-13	0.903152
-2	-2	-8	-2	-6	-10	0.866998
-4	-16	-15	-2	-4	-11	0.910357
-14	-16	-1	-12	-12	-6	0.637116
-8	-10	-11	-10	-4	-15	0.926543
-2	-16	-16	-4	-10	-13	0.910356
-8	-2	-1	-8	-16	-14	0.883211
-2	-16	-16	-4	-12	-13	0.909845
-12	0	-14	-10	-2	-12	0.876513
-8	-8	-12	-8	-2	-8	0.91951
-20	-16	-8	-20	-10	-8	0.697874
-8	-16	-2	-12	-6	-14	0.906353
-20	-18	-12	-14	-16	-8	0.800534
-8	-12	-2	-12	-10	-15	0
-8	-6	-1	-2	-10	-10	0.826392
-4	-10	-11	-10	-6	-15	0
-18	-2	-4	-16	-6	-10	0.708725
-6	-8	-13	-10	-8	-15	0.928158
-12	-10	-2	-2	-8	-8	0.557418
-6	-8	-14	-6	-14	-8	0
-14	-16	-6	-2	-2	-15	0.698312
-6	-6	-14	-6	-2	-8	0
-6	-14	-22	-16	0	-6	0.866418
-4	-16	-8	-10	-10	-15	0
-6	0	-16	-4	-2	-8	0.918171
-2	-6	-15	-6	-4	-13	0.906868
-2	-6	-8	-4	-16	-6	0.933491
-14	-2	-13	-10	-8	-13	0.885918
-2	-8	-13	-8	-14	-13	0
-6	-18	-4	-8	-14	-8	0.883692
-6	0	-11	-18	0	-15	0.631171
-14	0	-12	-10	-12	-10	0.858835
-18	-8	-13	-10	-14	-4	0.827883
-2	-8	-15	-4	-2	-10	0.909851
-8	-8	-2	-12	-14	-14	0.935154
-10	-4	-13	-14	-18	-13	0.910402
-20	-12	-12	-12	-14	-1	0.833902
-8	-2	-12	-8	-12	-13	0.912279
-20	0	-14	-14	0	-6	0.555069
-4	-8	-16	-4	-2	-10	0.903152
-20	0	-2	-20	-2	-26	0.89622
-6	-2	-12	-4	-12	-13	0.930541
-18	-10	-12	-20	-18	-14	0.830047
-6	0	-12	-6	-12	-13	0.926865
-20	-2	-6	-20	-12	-2	0.51862
-6	-18	-12	-8	-16	-10	0.937401
-14	-4	-24	-18	0	-4	0.84908
-6	-6	-11	-4	-10	-13	0.918171
-16	-2	-2	-18	-18	-20	0.943183
-6	-6	-12	-4	-4	-13	0.918171
-2	-4	-14	-20	-4	-8	0.680849
-10	-8	-13	-10	-8	-15	0.935428
-12	-2	-12	-14	-6	-2	0.756577
-6	-6	-10	-4	-4	-12	0
-12	-14	-4	-8	-14	-12	0.817612
-4	-18	-12	-14	-16	-14	0.917652
-14	-6	-16	-6	-6	-14	0.906425
-6	-16	-16	-20	-16	-14	0.901768
-10	-14	-13	-16	-4	-10	0.854019
-4	-18	-14	-18	-16	-16	0
-16	0	-1	-10	-14	-12	0.802051
-6	-6	-2	-16	-8	-16	0.892143
-6	-18	-13	-14	-2	-2	0.739737
-6	-8	-4	-20	-8	-18	0.884333
-10	-10	-6	-18	0	-6	0.656316
-6	0	-13	-8	-12	-12	0
-8	-14	-13	-10	-14	-4	0.864004
-8	-8	-16	-12	-16	-12	0.932264
-18	-14	-4	-6	-14	-6	0.596443
-8	-6	-12	-10	-6	-14	0.935075
-2	-4	-2	-2	-8	-13	0
-8	-16	-12	-8	-18	-11	0.922399
-18	-12	-13	-10	-4	-10	0.845715
-2	-2	-12	-6	-12	-13	0.906868
-18	-6	-15	-4	-10	-11	0.918143
-8	-16	-12	-10	-18	-13	0
-18	-2	-28	-4	0	-2	0
-8	-16	-12	-8	-16	-13	0.929986
-8	0	-11	-2	-14	-12	0.939261
-4	-16	-13	-10	-16	-13	0
-6	-16	-10	-8	-8	-1	0.84698
-8	-16	-16	-4	-10	-4	0
-14	-12	-1	-12	-10	-2	0.385025
-10	-16	-14	-6	-14	-1	0
-14	-16	-14	-16	-16	-10	0.867343
-8	-18	-12	-10	-10	-11	0.925697
-4	-12	-11	-10	-12	-10	0.885527
-8	-4	-11	-10	-4	-14	0.91344
-20	-16	-4	-18	-10	-1	0.509974
-8	-6	-12	-10	-4	-14	0.929861
-18	-4	-26	-16	-2	-4	0
-2	-12	-15	-2	-18	-11	0.866995
-14	-12	-1	-4	-16	-12	0.645721
-2	-4	-15	-8	-16	-14	0
-6	-4	-1	-10	-16	-6	0.774942
-6	-12	-12	-2	-12	-13	0.906619
-20	-4	-11	-16	-12	-4	0.722446
-8	-8	-11	-12	-4	-15	0.939165
-8	-8	-8	-6	-2	-2	0.854752
-8	-16	-14	-8	-14	-12	0.914511
-20	-14	-8	-16	-6	-14	0.78627
