glu1	ac1	o21	glu2	ac2	o22	fitness
-2	-10	-3	-4	-10	-6	0.979069
-14	-2	-7	-10	0	-4	0.728676
-2	-14	-1	-2	-14	-5	1.00107
-20	-6	-3	-18	-8	-7	0.667793
-2	-16	-3	-4	-14	-6	0.979473
-6	-2	-1	-2	-16	-5	0.672874
-4	-12	-2	-4	-12	-6	0.923166
-12	-2	-7	-6	-14	-1	0.758257
-4	-10	-2	-2	-14	-5	0.837692
-12	-2	-1	-12	-12	-2	0.437178
-2	-14	-2	-4	-16	-5	0.95835
-2	-4	-5	-2	-6	-2	0.984086
-6	-10	-3	-20	-8	-2	0.51307
-2	-4	-5	-2	-12	-2	0.984916
-4	-12	-5	-18	-16	-1	0.496112
-2	-6	-5	-4	-12	-2	0.838592
-6	-6	-6	-16	-10	-6	0.726318
-2	-6	-2	-4	-4	-2	0.514721
-12	-16	-1	-4	0	-2	0.310922
-2	-16	-7	-4	-2	-4	0.960307
-20	-10	-7	-12	-2	-7	0.734083
-2	-18	-7	-4	-2	-5	0.964061
-2	-18	-7	-4	0	-5	0.971688
-8	-18	-1	-2	-10	-4	0.539872
-2	-16	-7	-4	0	-5	0.978663
-14	0	-1	-4	0	-2	0.301537
-2	-16	-7	-2	0	-5	0.937169
-6	0	-1	-2	0	-2	0.33787
-2	-2	-4	-4	0	-6	0.929584
-20	-10	-2	-14	-14	-3	0.516183
-10	-18	-7	-12	-18	-5	0.801491
-16	-6	-6	-4	0	-5	0.721358
-6	-16	-5	-12	-18	-5	0.765154
-2	-14	-1	-2	-18	-4	0.887427
-6	-16	-6	-18	-10	-3	0.618176
-2	-14	-1	-2	-14	-4	0.88732
-20	0	-7	-12	-2	-1	0.419024
-2	-16	-1	-4	-14	-4	0.88987
-12	-10	-1	-14	-18	-5	0.641841
-2	-14	-1	-4	-4	-3	0.773285
-14	-12	-7	-2	-18	-3	0.811407
-2	-18	-1	-4	0	-3	0.550928
-12	-6	-3	-14	-16	-2	0.538744
-2	-16	-3	-4	-18	-3	0.826978
-2	0	-2	-4	-10	-6	0.954415
-10	-14	-6	-18	-8	-4	0.661793
-2	-18	-2	-4	-6	-6	0.952139
-8	-8	-6	-14	-10	-4	0.706702
-2	-18	-2	-4	-8	-5	0.958196
-18	-12	-6	-18	-10	-1	0.612747
-2	0	-3	-2	-2	-5	0.980615
-10	-16	-7	-12	-4	-2	0.769074
-2	0	-2	-6	-8	-5	0.895687
-12	-10	-7	-14	-14	-6	0.795856
-2	-18	-3	-6	-6	-5	0.883758
-2	-18	-1	-2	0	-6	0.867323
-8	-14	-6	-2	-2	-6	0.88974
-2	-18	-1	-4	-4	-5	0.943676
-20	-18	-7	-18	-12	-5	0.704735
-2	-4	-1	-4	-4	-6	0.95673
-10	-10	-4	-10	-14	-4	0.690283
-2	-18	-1	-4	-4	-6	0.95679
-18	-6	-6	-16	-10	-3	0.654236
-2	-2	-1	-4	0	-6	0.847401
-10	-10	-4	-4	-8	-5	0.750849
-2	0	-1	-4	-4	-7	0.955365
-4	0	-7	-8	0	-2	0.647642
-16	-10	-7	-20	-2	-7	0.727451
-8	-4	-6	-4	0	-2	0.87214
-4	-12	-5	-6	-8	-2	0.816876
-10	-2	-6	-10	0	-2	0.702101
-12	-16	-5	-14	-8	-2	0.643105
-14	-4	-6	-8	0	-2	0.71114
-16	-18	-1	-14	-18	-6	0.650968
-4	-4	-5	-2	0	-2	0.944479
-12	-2	-5	-10	-10	-4	0.685141
-2	-2	-3	-2	0	-1	0.436292
-2	0	-3	-2	-18	-4	0.931618
-10	-12	-1	-18	-6	-1	0.291746
-2	0	-4	-2	-12	-4	0.937169
-8	-18	-3	-4	-12	-3	0.678691
-2	0	-5	-4	-14	-4	0.908862
-12	-8	-5	-6	-2	-1	0.718953
-2	0	-4	-4	-12	-4	0.909919
-10	-18	-5	-12	0	-7	0.832282
-2	0	-7	-4	-16	-4	0.910976
-20	0	-6	-20	-8	-1	0.383965
-4	-2	-4	-2	-8	-4	0.889378
-4	0	-1	-2	0	-2	0.34075
-4	-10	-5	-12	-4	-5	0.755401
-2	-6	-1	-2	0	-2	0.192251
-8	-10	-1	-4	-2	-1	0.303899
-4	-4	-1	-2	-12	-2	0.34075
-8	-8	-4	-8	-14	-4	0.748837
-2	-10	-1	-2	-8	-2	0.192251
-2	0	-4	-8	0	-2	0.414494
-4	-2	-1	-2	-6	-2	0.34075
-2	-16	-4	-14	-6	-1	0.457855
-2	-2	-4	-2	-16	-2	0.890659
-2	-16	-7	-2	-8	-1	0
-4	0	-6	-20	-18	-4	0.63154
-2	-18	-7	-2	-8	-1	0
-14	-16	-5	-14	-18	-5	0.692486
-4	0	-6	-2	-8	-3	0.936172
-10	-6	-4	-6	0	-4	0.726062
-4	0	-5	-2	-12	-3	0.853125
-8	-10	-7	-18	-12	-6	0.722695
-4	0	-6	-2	-4	-3	0.936622
-16	0	-2	-20	-8	-6	0.630861
-4	0	-5	-2	-10	-3	0.85362
-6	-4	-7	-4	-16	-2	0.942603
-18	-6	-2	-18	-12	-6	0.647206
-6	0	-7	-2	-6	-2	0.789082
-2	-18	-6	-8	-16	-4	0.790893
-8	0	-7	-4	-4	-2	0.689751
-20	-10	-5	-10	-4	-2	0.614218
-10	-2	-7	-2	0	-2	0.821797
-2	-12	-3	-18	0	-3	0.411821
-8	-4	-7	-4	0	-2	0.912671
-8	-12	-7	-12	-2	-5	0.790872
-6	-4	-7	-2	-2	-2	0.955298
-2	-2	-3	-2	-10	-2	0.540388
-16	-8	-4	-14	-10	-3	0.603233
-4	-12	-3	-4	-16	-2	0.76815
-16	-12	-4	-10	-12	-3	0.617832
-4	-2	-3	-4	-6	-2	0.67004
-18	-6	-4	-10	-16	-5	0.646193
-6	-10	-3	-4	-2	-2	0.720674
-14	-4	-6	-14	-18	-6	0.728633
-2	-8	-3	-2	-4	-2	0.540388
-16	-6	-5	-6	-6	-5	0.683029
-2	-12	-5	-2	-16	-2	0.980108
-6	-14	-6	-10	-18	-4	0.782183
-2	-12	-5	-4	-12	-2	0.839898
-10	-14	-1	-2	-14	-6	0.556652
-2	-12	-5	-2	-8	-2	0.98797
-6	-14	-4	-10	-14	-6	0.849646
-2	-14	-5	-2	-14	-2	0.986123
-2	-8	-4	-4	0	-3	0.855986
-2	-14	-7	-2	0	-2	0
-2	-14	-7	-2	-4	-3	0
-2	-10	-5	-2	0	-2	0.984126
-8	-6	-6	-4	-12	-5	0.8955
-2	-10	-6	-2	0	-2	0
-8	-8	-1	-18	-16	-3	0.532615
-2	-12	-5	-2	0	-2	0.981069
-10	-14	-1	-4	-4	-3	0.477833
-12	-8	-4	-10	-4	-7	0.770903
-8	-10	-5	-2	0	-3	0.863029
-4	-16	-3	-14	-4	-1	0.415647
-2	-10	-5	-4	0	-2	0.837999
-2	-4	-6	-2	-8	-2	0
-18	-12	-2	-2	-6	-7	0.525195
-2	-4	-6	-2	-2	-3	0
-20	-12	-3	-4	-6	-6	0.573189
-2	-2	-6	-2	-12	-2	0
-20	-14	-2	-18	-6	-7	0.635805
-2	0	-6	-2	-12	-2	0.859818
-2	0	-6	-16	-2	-5	0.638747
-4	-12	-7	-2	-10	-2	0.984598
-8	-8	-5	-4	-16	-1	0.826993
-2	-16	-5	-2	-8	-2	0.985503
-8	-4	-2	-12	-16	-3	0.583407
-2	-14	-5	-2	-6	-2	0.985337
-18	0	-6	-10	-8	-4	0.669653
-12	-4	-7	-2	-14	-4	0.846566
-2	-14	-6	-20	-16	-5	0.655407
-2	-16	-5	-2	-6	-2	0.987008
-8	-16	-7	-6	-6	-3	0.880829
-4	-14	-5	-2	-2	-2	0.9582
-6	-16	-5	-10	-6	-6	0.848157
-4	-16	-7	-2	-2	-3	0.974288
-10	-18	-5	-16	-12	-2	0.614721
-4	-14	-6	-2	0	-3	0.983808
-18	-12	-5	-6	-16	-5	0.68755
-4	-18	-6	-2	0	-2	0.954415
-16	-10	-5	-14	0	-6	0.698942
-6	-16	-7	-2	-6	-3	0.986315
-14	-4	-4	-12	-18	-1	0.594565
-4	-16	-6	-4	-14	-2	0.923807
-4	-10	-4	-10	-18	-5	0.806429
-2	-14	-5	-2	-4	-2	0.983809
-8	-16	-7	-10	-16	-5	0.839793
-2	-16	-7	-2	-6	-2	0
-12	-14	-4	-18	-14	-6	0.676764
-2	-16	-7	-2	-12	-2	0
-10	-12	-2	-14	0	-2	0.408076
-2	0	-7	-2	-16	-7	0.937169
-10	-4	-5	-8	0	-4	0.755584
-2	0	-6	-2	-16	-5	0.937169
-18	-8	-4	-14	-16	-4	0.618121
-6	-18	-7	-2	0	-2	0.98628
-4	0	-2	-20	-16	-3	0.571401
-6	-14	-7	-2	0	-2	0.986163
-2	-14	-1	-10	-10	-2	0.512892
-4	-16	-7	-2	-2	-2	0.984638
-10	-16	-6	-20	-18	-1	0.590092
-4	-14	-6	-2	0	-2	0.954243
-6	-10	-4	-20	-2	-3	0.566033
-12	-2	-3	-12	-18	-1	0.507085
-6	-14	-7	-2	-4	-2	0.970408
-10	-18	-4	-2	0	-3	0.723273
-14	-12	-7	-8	-8	-1	0.781444
-4	-14	-4	-2	-2	-2	0.904697
-14	-12	-4	-2	-16	-6	0.673786
-4	0	-4	-2	0	-3	0.680944
-8	0	-3	-10	-6	-6	0.812901
-6	-18	-4	-2	-16	-2	0.831387
-12	-8	-2	-18	-18	-2	0.480438
-6	-2	-4	-2	0	-2	0.783359
-16	0	-5	-20	-14	-1	0.360409
-2	-14	-6	-2	-4	-4	0.937169
-10	-18	-1	-6	-8	-2	0.378382
-2	-8	-7	-2	-6	-4	0.937169
-16	-6	-1	-2	-10	-5	0.472425
-2	-14	-7	-2	-16	-4	0.937169
-8	-14	-4	-18	-16	-1	0.523349
-2	-12	-6	-2	-16	-4	0.937169
-8	-16	-3	-16	-14	-3	0.577131
-2	0	-6	-6	-8	-2	0.576264
-8	0	-1	-2	-6	-1	0.30023
-2	-12	-6	-2	-16	-2	0
-8	-12	-1	-4	-2	-7	0.759863
-2	-18	-6	-2	-14	-2	0
-14	-8	-1	-2	-10	-7	0.531338
-2	-14	-6	-2	-8	-2	0
-10	-18	-7	-20	-18	-3	0.639345
-2	-12	-6	-2	0	-2	0
-6	-18	-4	-20	-12	-1	0.479853
-2	-16	-6	-6	-16	-2	0.740625
-12	-12	-5	-8	-6	-1	0.710911
-2	-18	-5	-2	-12	-1	0.998909
-16	-8	-3	-2	-16	-5	0.589156
-2	-18	-5	-2	-6	-1	0.998131
-10	-6	-5	-4	-2	-1	0.777418
-2	-18	-5	-2	0	-1	1.00322
-20	-2	-7	-16	-10	-1	0.593726
-2	-18	-5	-2	-6	-3	0.985617
-6	-14	-3	-16	-16	-3	0.570348
-2	-18	-5	-2	-8	-2	0.979751
-8	-18	-6	-18	-6	-3	0.622773
-16	-6	-7	-10	-14	-6	0.785395
-14	-18	-6	-10	-16	-3	0.732107
-2	-18	-5	-2	-8	-1	1.00327
-6	-2	-2	-2	-12	-3	0.60468
-14	-10	-5	-18	-8	-3	0.617669
-14	-4	-2	-12	-6	-5	0.645726
-2	-18	-5	-2	-14	-1	0.998037
-18	-18	-3	-8	-14	-6	0.617078
-2	-18	-5	-2	-16	-1	1.00567
-14	-10	-1	-2	-2	-4	0.35172
-6	-12	-7	-2	-8	-1	0.958538
-20	-16	-2	-14	-18	-7	0.649437
-4	-6	-6	-2	0	-1	0.96275
-8	0	-5	-20	-10	-6	0.679703
-6	-6	-6	-2	-8	-1	0.916442
-18	-4	-5	-20	-18	-6	0.674742
-4	-8	-6	-2	-16	-1	0.966383
-18	-6	-7	-10	-14	-3	0.740194
-6	-12	-6	-2	-12	-1	0.928613
-12	0	-2	-16	-18	-2	0.482144
-2	0	-7	-2	-12	-2	0.859818
-2	-16	-3	-14	-16	-4	0.654628
-2	0	-7	-2	-4	-3	0.913342
-20	-14	-6	-8	-16	-6	0.694956
-16	0	-4	-2	-2	-5	0.442249
-4	-18	-7	-2	0	-2	0.984276
-18	-2	-4	-20	-14	-7	0.668351
-4	-18	-7	-2	-4	-2	0.984675
-4	-2	-2	-6	0	-7	0.779609
-14	-14	-2	-18	-10	-4	0.575463
-2	0	-5	-2	-6	-1	0.867573
-2	-12	-7	-10	-14	-6	0.838821
-2	0	-5	-2	-12	-1	0.867573
-6	-4	-4	-16	0	-7	0.676833
-4	-8	-6	-8	-18	-5	0.866675
-2	0	-5	-2	-4	-2	0.859818
-10	-16	-5	-16	-12	-6	0.712721
-2	-14	-4	-2	-2	-1	0.887553
-18	0	-6	-2	-8	-1	0.456818
-2	-4	-4	-2	-2	-2	0.92002
-4	-18	-5	-2	-18	-1	0.959994
-6	-8	-5	-16	-6	-7	0.764771
-4	-14	-5	-2	-18	-1	0.960122
-12	-8	-6	-14	-12	-4	0.714531
-2	-16	-6	-4	-10	-3	0.901831
-4	-4	-5	-2	-2	-2	0.948211
-2	-6	-6	-4	-4	-3	0.893597
-4	-18	-2	-14	0	-6	0.505141
-2	-14	-7	-4	-4	-1	0
-10	-12	-4	-12	-10	-2	0.608765
-2	0	-7	-6	-10	-1	0.468774
-12	-6	-3	-12	-10	-4	0.624087
-2	0	-6	-4	0	-1	0.667446
-4	-6	-7	-10	-10	-3	0.721403
-4	-18	-1	-2	-10	-6	0.943221
-20	-12	-3	-10	-2	-4	0.568722
-4	-18	-1	-2	-14	-5	0.838329
-8	-14	-7	-10	-14	-5	0.838638
-4	-18	-5	-2	-8	-6	0.961358
-18	0	-4	-14	-2	-5	0.571767
-4	-18	-6	-2	-18	-3	0.974709
-6	-10	-4	-6	-4	-5	0.854885
-6	-18	-6	-4	-8	-3	0.916524
-4	-2	-3	-4	-4	-2	0.671917
-4	-18	-7	-4	-16	-3	0.963458
-20	-12	-1	-20	-14	-3	0.490374
-8	-18	-7	-2	-14	-3	0.918318
-8	-6	-5	-12	-6	-5	0.751804
-8	-18	-7	-2	-12	-3	0.918069
-12	-14	-2	-2	-10	-2	0.515482
-18	-16	-4	-12	-18	-1	0.582974
-20	-12	-6	-8	-6	-3	0.688425
-2	-4	-5	-2	-12	-3	0.989362
-6	-14	-6	-14	-10	-2	0.639752
-2	-8	-5	-2	-18	-3	0.986572
-2	-12	-5	-2	-4	-4	0.937169
-4	-14	-7	-2	0	-3	0.973285
-20	-12	-3	-8	-14	-1	0.548632
-2	-8	-3	-4	0	-6	0.936172
-6	-4	-6	-14	-8	-1	0.607041
-2	-18	-6	-2	-6	-3	0
-10	0	-3	-18	-12	-7	0.745992
-2	-8	-6	-2	-18	-3	0
-14	-4	-3	-16	-18	-4	0.59881
-18	-10	-3	-20	-8	-4	0.566089
-18	-16	-2	-8	-2	-2	0.483454
-16	-16	-1	-2	-14	-3	0.354523
-12	0	-5	-2	-12	-2	0.484861
-14	0	-3	-2	-4	-6	0.578406
-2	-12	-3	-18	-10	-5	0.660262
-10	-2	-3	-10	-6	-1	0.530737
-16	-2	-5	-16	-18	-4	0.621297
-2	-6	-7	-2	-4	-5	0.937169
-18	-8	-7	-12	-6	-5	0.722263
-4	-16	-4	-2	0	-1	0.889941
-18	-12	-1	-4	-6	-5	0.496112
-4	-18	-4	-2	-2	-1	0.88987
-4	-12	-6	-14	-4	-3	0.637713
-4	-16	-4	-2	-2	-1	0.889727
-18	-2	-4	-16	-16	-4	0.594807
-4	-6	-6	-6	-4	-2	0.846611
-6	0	-4	-2	-4	-7	0.871428
-4	-8	-6	-6	-14	-2	0.848593
-14	0	-5	-8	-12	-4	0.70608
-4	-4	-6	-6	-14	-2	0.835893
-14	-6	-2	-16	-4	-1	0.413997
-6	-18	-7	-6	0	-3	0.931712
-10	-18	-7	-16	-12	-4	0.717867
-6	-8	-7	-6	-2	-2	0.91105
-20	-12	-1	-16	-8	-3	0.490119
-4	-12	-3	-2	-16	-1	0.773368
-4	0	-2	-16	-2	-4	0.596147
-4	-16	-3	-2	-16	-2	0.794973
-16	-10	-1	-12	-8	-3	0.50544
-2	-8	-1	-4	-18	-5	0.960058
-14	-14	-6	-16	-12	-1	0.661062
-2	-14	-1	-2	-16	-5	1.0033
-16	-14	-7	-10	-6	-4	0.766943
-6	-10	-3	-2	-16	-2	0.726755
-12	-2	-7	-16	0	-1	0.641042
-2	-14	-5	-2	-6	-1	0.992544
-18	-14	-2	-8	-16	-1	0.484535
-2	-14	-5	-2	-8	-1	0.99387
-20	-4	-4	-18	-18	-7	0.667029
-16	-16	-1	-20	-8	-6	0.644729
-2	-16	-5	-2	-4	-1	1.00073
-16	-6	-3	-16	-6	-5	0.626017
-2	-16	-5	-2	0	-1	0.998331
-4	-18	-1	-4	-12	-7	0.93617
-2	-8	-5	-2	0	-1	1.00534
-2	-18	-5	-6	-16	-1	0.671262
-16	-16	-6	-14	-12	-1	0.65682
-2	-16	-5	-6	0	-1	0.679689
-16	-8	-1	-16	-8	-7	0.687215
-20	-16	-5	-6	-4	-4	0.646798
-2	-18	-5	-4	0	-1	0.831861
-12	-8	-6	-6	-16	-4	0.819421
-2	-14	-5	-4	-10	-1	0.831066
-2	-4	-1	-14	-10	-7	0.798147
-2	-16	-4	-6	-8	-1	0.618163
-6	-16	-7	-4	-6	-1	0.946402
-2	-2	-7	-14	-12	-7	0.81053
-4	-10	-7	-4	-12	-1	0.936359
-10	-4	-2	-20	-6	-5	0.614737
-6	-14	-7	-4	-10	-1	0.946402
-18	-12	-5	-12	-4	-3	0.653324
-8	-16	-7	-4	-2	-1	0.922803
-14	-6	-4	-16	-10	-4	0.623948
-6	-12	-7	-6	-14	-1	0.90294
-2	-18	-5	-10	-14	-5	0.790301
-2	-14	-7	-4	-10	-5	0.978197
-12	-4	-5	-18	-2	-7	0.680463
-2	-14	-7	-4	-2	-5	0.981985
-4	-8	-2	-20	-16	-3	0.567988
-2	-14	-7	-4	-12	-6	0.978719
-10	-18	-2	-16	-2	-4	0.562173
-6	-14	-6	-4	-2	-2	0.91112
-20	-2	-5	-10	-14	-5	0.64491
-6	-14	-6	-4	-4	-1	0.916019
-4	-12	-1	-10	-16	-1	0.298669
-2	-6	-6	-4	-2	-3	0.898265
-12	-18	-4	-8	-18	-3	0.656737
-2	-12	-7	-4	-14	-3	0.972449
-12	-14	-1	-4	-4	-3	0.438538
-2	-16	-7	-4	-4	-3	0.96754
-10	-16	-4	-18	-10	-7	0.716026
-2	-16	-7	-4	-16	-3	0.963665
-14	-18	-5	-20	-2	-7	0.673156
-2	-16	-7	-4	-10	-3	0.970559
-4	-12	-4	-12	-18	-7	0.852424
-2	-6	-7	-10	-18	-3	0.666663
-20	-6	-5	-6	-4	-3	0.636488
-2	-2	-7	-8	-18	-3	0.695294
-8	-16	-4	-4	-2	-5	0.799606
-2	0	-7	-2	-4	-1	0.867573
-4	-10	-3	-12	0	-1	0.438538
-2	0	-7	-2	-6	-1	0.867448
-20	-16	-3	-6	-12	-6	0.582637
-6	-8	-2	-8	0	-1	0.40385
-14	-12	-1	-14	-10	-7	0.720211
-2	-18	-7	-4	-4	-3	0.976866
-20	-16	-4	-20	-6	-6	0.62066
-2	-18	-7	-6	-14	-3	0.822978
-6	-8	-7	-12	-14	-3	0.727895
-2	0	-7	-2	-4	-2	0.859818
-18	-8	-6	-12	-18	-1	0.661026
-2	0	-7	-2	-6	-2	0.859818
-2	-14	-2	-2	-2	-5	0.983586
-4	-10	-1	-2	-8	-4	0.769027
-12	-18	-1	-16	-2	-5	0.59008
-2	-18	-7	-2	-8	-6	0.937169
-12	-8	-3	-12	-4	-6	0.722546
-2	-14	-7	-2	-6	-7	0.937169
-14	-16	-5	-14	-4	-3	0.637204
-2	-16	-7	-2	-2	-5	0.937169
-16	-16	-1	-6	0	-3	0.321017
-2	-14	-7	-2	0	-4	0.937169
-4	-6	-5	-18	-14	-1	0.497596
-2	-18	-7	-2	-14	-4	0.937169
-6	-2	-4	-2	-14	-3	0.808546
-2	0	-6	-2	0	-3	0.877826
-8	-4	-3	-10	-8	-7	0.829476
-2	-8	-7	-6	0	-1	0.818177
-4	-16	-6	-2	-2	-3	0.986527
-10	-8	-5	-20	-14	-1	0.552712
-4	-16	-6	-2	-4	-3	0.978666
-6	-2	-7	-2	-4	-6	0.944943
-4	-18	-6	-2	0	-3	0.983808
-8	-10	-3	-14	-6	-1	0.498702
-2	-4	-1	-20	-2	-6	0.634095
-20	-4	-4	-16	-14	-1	0.550821
-6	-12	-5	-8	-16	-6	0.874088
-10	-6	-1	-8	0	-4	0.416167
-2	-18	-5	-2	-18	-3	0.990724
-16	-8	-7	-6	-18	-4	0.75693
-4	-12	-3	-16	-16	-5	0.667336
