Fitness_function	configuration	fitness	sd	C80aPHA(mM)	sucr(mM)	endCycle
MaxPHA	30.0,2.0,0.05,13.0	0.097387	0.0	2.434676	19.56163	1000
MaxPHA	40.0,2.0,0.02,10.0	0.096353	0.0	2.408818	27.507877	1000
MaxPHA	60.0,1.5,0.2,5.0	0.094447	0.0	2.361173	14.89561	1000
MaxPHA	30.0,1.25,0.15,12.0	0.093926	0.0	2.348152	12.900717	1000
MaxPHA	50.0,1.0,0.02,9.0	0.09242	0.0	2.310511	10.301138	1000
MaxPHA	30.0,1.0,0.125,14.0	0.092035	0.0	2.300865	9.039345	1000
MaxPHA	30.0,1.75,0.2,9.0	0.091697	0.0	2.292427	20.127134	1000
MaxPHA	80.0,1.0,0.05,7.0	0.090407	0.0	2.260171	0.919837	1000
MaxPHA	60.0,1.75,0.2,4.5	0.089843	0.0	2.246066	18.884963	1000
MaxPHA	60.0,1.0,0.125,6.0	0.089141	0.0	2.228523	7.5238	1000
MaxPHA	70.0,0.75,0.125,7.0	0.088971	0.0	2.224273	0.530738	1000
MaxPHA	50.0,1.5,0.2,5.0	0.08856	0.0	2.213998	21.084561	1000
MaxPHA	60.0,1.5,0.075,6.0	0.088224	0.0	2.205601	14.708502	1000
MaxPHA	30.0,1.0,0.05,15.0	0.08822	0.0	2.20549	8.591647	1000
MaxPHA	60.0,1.25,0.2,4.5	0.087085	0.0	2.177122	11.991334	1000
MaxPHA	40.0,0.75,0.05,13.0	0.086976	0.0	2.17439	6.936163	1000
MaxPHA	60.0,1.75,0.175,4.5	0.086236	0.0	2.155901	19.037702	1000
MaxPHA	50.0,2.0,0.02,7.0	0.08593	0.0	2.148238	29.385592	1000
MaxPHA	40.0,2.0,0.175,6.0	0.084965	0.0	2.124122	31.063019	1000
MaxPHA	50.0,1.75,0.2,4.5	0.084434	0.0	2.110848	25.944381	1000
MaxPHA	30.0,0.75,0.125,15.0	0.083077	0.0	2.076929	5.979539	1000
MaxPHA	40.0,1.75,0.1,7.0	0.081923	0.0	2.048071	26.591847	1000
MaxPHA	40.0,2.0,0.15,6.0	0.08142	0.0	2.035501	31.017544	1000
MaxPHA	50.0,1.0,0.175,5.0	0.08057	0.0	2.014257	12.444623	1000
MaxPHA	80.0,0.75,0.15,5.0	0.080121	0.0	2.003022	0.251072	1000
MaxPHA	50.0,2.0,0.2,4.0	0.079619	0.0	1.990485	30.825709	1000
MaxPHA	40.0,2.0,0.2,5.0	0.079552	0.0	1.9888	31.817696	1000
MaxPHA	40.0,1.5,0.15,6.0	0.078799	0.0	1.969983	23.618821	1000
MaxPHA	20.0,2.0,0.125,13.0	0.078369	0.0	1.959213	14.127978	1000
MaxPHA	30.0,1.0,0.02,13.0	0.078261	0.0	1.956523	10.228664	1000
MaxPHA	80.0,1.25,0.125,4.5	0.078177	0.0	1.954419	4.672316	1000
MaxPHA	60.0,1.75,0.075,5.0	0.077626	0.0	1.94064	19.184055	1000
MaxPHA	70.0,1.0,0.1,5.0	0.077353	0.0	1.93382	4.68338	1000
MaxPHA	20.0,1.75,0.1,14.0	0.077034	0.0	1.925849	12.129788	1000
MaxPHA	30.0,1.0,0.15,9.0	0.076019	0.0	1.900477	12.488803	1000
MaxPHA	40.0,1.25,0.2,5.0	0.075957	0.0	1.898922	19.915889	1000
MaxPHA	40.0,2.0,0.2,4.5	0.075045	0.0	1.876137	32.507113	1000
MaxPHA	30.0,0.75,0.02,15.0	0.074774	0.0	1.869348	6.340831	1000
MaxPHA	30.0,2.0,0.2,6.0	0.074511	0.0	1.862769	25.313171	1000
MaxPHA	40.0,1.5,0.175,5.0	0.07409	0.0	1.852245	24.337529	1000
MaxPHA	50.0,1.75,0.2,3.5	0.073296	0.0	1.832408	26.819375	1000
MaxPHA	20.0,1.5,0.2,10.0	0.07282	0.0	1.820505	12.128208	1000
MaxPHA	20.0,1.0,0.175,13.0	0.071579	0.0	1.789464	7.524976	1000
MaxPHA	40.0,2.0,0.175,4.5	0.071493	0.0	1.78732	32.653976	1000
MaxPHA	20.0,2.0,0.1,12.0	0.07141	0.0	1.785257	14.816597	1000
MaxPHA	50.0,1.0,0.175,4.0	0.071388	0.0	1.784692	13.251485	1000
MaxPHA	80.0,0.75,0.075,5.0	0.070605	0.0	1.765124	0.693101	1000
MaxPHA	70.0,1.25,0.075,4.5	0.070298	0.0	1.757448	7.876214	1000
MaxPHA	40.0,0.5,0.2,8.0	0.070219	0.0	1.755463	4.52168	1000
MaxPHA	40.0,1.75,0.2,4.0	0.069783	0.0	1.744578	29.136403	1000
MaxPHA	40.0,0.75,0.15,6.0	0.069541	0.0	1.738515	10.197799	1000
MaxPHA	20.0,1.5,0.05,14.0	0.068636	0.0	1.715896	10.814265	1000
MaxPHA	60.0,1.5,0.1,4.0	0.068414	0.0	1.710354	16.615509	1000
MaxPHA	50.0,0.75,0.175,4.0	0.06828	0.0	1.707011	8.887038	1000
MaxPHA	40.0,1.5,0.125,5.0	0.067124	0.0	1.678112	24.545728	1000
MaxPHA	30.0,1.75,0.2,5.0	0.066899	0.0	1.672469	23.560502	1000
MaxPHA	30.0,1.75,0.15,6.0	0.066664	0.0	1.666611	22.880036	1000
MaxPHA	40.0,1.5,0.15,4.5	0.066308	0.0	1.657689	24.91363	1000
MaxPHA	40.0,1.75,0.175,4.0	0.066259	0.0	1.656465	29.281325	1000
MaxPHA	30.0,0.75,0.15,8.0	0.066251	0.0	1.656285	10.116492	1000
MaxPHA	70.0,1.0,0.02,5.0	0.065851	0.0	1.646276	5.191921	1000
MaxPHA	60.0,0.5,0.15,4.5	0.065467	0.0	1.636664	2.06965	1000
MaxPHA	30.0,1.5,0.15,6.0	0.06537	0.0	1.63425	20.308249	1000
MaxPHA	50.0,0.5,0.2,4.0	0.064792	0.0	1.61981	4.497769	1000
MaxPHA	50.0,0.75,0.02,6.0	0.064688	0.0	1.617204	8.241682	1000
MaxPHA	40.0,0.5,0.125,8.0	0.064025	0.0	1.600614	4.823153	1000
MaxPHA	50.0,0.5,0.05,8.0	0.063835	0.0	1.595867	2.79815	1000
MaxPHA	30.0,1.75,0.2,4.5	0.063696	0.0	1.5924	23.973851	1000
MaxPHA	70.0,1.25,0.15,3.0	0.063076	0.0	1.576892	8.831362	1000
MaxPHA	20.0,0.75,0.175,12.0	0.062723	0.0	1.568083	6.271672	1000
MaxPHA	80.0,1.0,0.02,11.0	0.062186	0.0	1.554659	0.0	1000
MaxPHA	30.0,2.0,0.2,4.0	0.060879	0.0	1.521978	26.951542	1000
MaxPHA	40.0,1.0,0.1,5.0	0.060525	0.0	1.513137	15.803261	1000
MaxPHA	70.0,0.75,0.15,3.0	0.060365	0.0	1.509129	3.760556	1000
MaxPHA	40.0,0.5,0.175,5.0	0.059605	0.0	1.490113	5.924128	1000
MaxPHA	30.0,1.5,0.15,5.0	0.059058	0.0	1.476445	21.114588	1000
MaxPHA	20.0,0.75,0.2,9.0	0.058923	0.0	1.473083	7.360404	1000
MaxPHA	30.0,1.25,0.2,4.0	0.058569	0.0	1.46422	18.561828	1000
MaxPHA	40.0,1.25,0.1,4.5	0.058191	0.0	1.454776	20.827089	1000
MaxPHA	30.0,1.75,0.2,3.5	0.056907	0.0	1.422674	24.805474	1000
MaxPHA	40.0,1.0,0.1,4.5	0.056595	0.0	1.414884	16.106837	1000
MaxPHA	50.0,1.25,0.02,4.5	0.056307	0.0	1.407666	18.200333	1000
MaxPHA	80.0,0.5,0.1,3.5	0.05471	0.0	1.36774	0.027805	1000
MaxPHA	20.0,0.5,0.175,14.0	0.054551	0.0	1.363776	3.765465	1000
MaxPHA	60.0,0.75,0.15,2.5	0.054189	0.0	1.354713	7.206143	1000
MaxPHA	20.0,0.5,0.2,11.0	0.053449	0.0	1.336227	4.68138	1000
MaxPHA	40.0,0.5,0.075,6.0	0.053315	0.0	1.332871	5.927294	1000
MaxPHA	40.0,0.75,0.2,2.5	0.052563	0.0	1.314065	11.859513	1000
MaxPHA	20.0,1.25,0.05,10.0	0.052534	0.0	1.313343	11.1991	1000
MaxPHA	40.0,1.0,0.125,3.5	0.05188	0.0	1.296995	16.557471	1000
MaxPHA	20.0,0.75,0.2,6.0	0.051447	0.0	1.286175	8.522747	1000
MaxPHA	60.0,0.5,0.15,2.5	0.051362	0.0	1.284041	3.696617	1000
MaxPHA	10.0,1.5,0.175,13.0	0.051159	0.0	1.278966	5.67156	1000
MaxPHA	30.0,0.5,0.2,4.0	0.05038	0.0	1.259508	7.766434	1000
MaxPHA	20.0,1.5,0.075,8.0	0.04956	0.0	1.238988	13.815145	1000
MaxPHA	20.0,0.5,0.15,11.0	0.049464	0.0	1.236595	4.851779	1000
MaxPHA	10.0,1.25,0.175,13.0	0.049177	0.0	1.229422	4.883428	1000
MaxPHA	10.0,2.0,0.1,15.0	0.048703	0.0	1.217585	7.142494	1000
MaxPHA	80.0,0.5,0.05,3.5	0.048468	0.0	1.211688	0.318535	1000
MaxPHA	20.0,2.0,0.2,3.5	0.048453	0.0	1.211316	18.921969	1000
MaxPHA	30.0,0.5,0.02,9.0	0.047965	0.0	1.19913	6.688962	1000
MaxPHA	80.0,0.75,0.125,8.0	0.047929	0.0	1.198214	0.0	1000
MaxPHA	20.0,1.0,0.175,5.0	0.04782	0.0	1.19549	11.09982	1000
MaxPHA	50.0,0.5,0.02,4.5	0.047399	0.0	1.184975	5.103235	1000
MaxPHA	40.0,0.5,0.125,3.5	0.046409	0.0	1.160224	6.931361	1000
MaxPHA	20.0,1.25,0.15,5.0	0.046086	0.0	1.152144	13.088993	1000
MaxPHA	50.0,0.75,0.15,2.0	0.046085	0.0	1.152122	10.665919	1000
MaxPHA	10.0,2.0,0.2,7.0	0.046023	0.0	1.150566	8.445242	1000
MaxPHA	10.0,1.5,0.125,13.0	0.045453	0.0	1.136313	5.902821	1000
MaxPHA	30.0,1.25,0.125,3.5	0.044936	0.0	1.123407	19.488903	1000
MaxPHA	60.0,0.5,0.175,1.5	0.044893	0.0	1.122326	4.458361	1000
MaxPHA	10.0,2.0,0.175,8.0	0.044822	0.0	1.120553	8.349651	1000
MaxPHA	70.0,0.5,0.02,3.5	0.044083	0.0	1.102066	1.647137	1000
MaxPHA	10.0,2.0,0.2,6.0	0.043999	0.0	1.099983	8.672059	1000
MaxPHA	10.0,1.75,0.2,6.0	0.043487	0.0	1.087176	7.838988	1000
MaxPHA	20.0,1.75,0.05,7.0	0.043085	0.0	1.077122	16.092495	1000
MaxPHA	40.0,0.5,0.02,5.0	0.042795	0.0	1.069878	6.688616	1000
MaxPHA	40.0,1.0,0.15,2.0	0.042422	0.0	1.060545	17.334007	1000
MaxPHA	10.0,2.0,0.125,10.0	0.042136	0.0	1.053405	8.174343	1000
MaxPHA	30.0,0.75,0.1,4.0	0.04192	0.0	1.048005	12.569343	1000
MaxPHA	30.0,1.25,0.15,2.5	0.041665	0.0	1.041633	20.070711	1000
MaxPHA	10.0,1.75,0.05,15.0	0.04153	0.0	1.038252	6.621301	1000
MaxPHA	20.0,1.25,0.02,8.0	0.04118	0.0	1.029503	12.370488	1000
MaxPHA	30.0,0.5,0.175,2.5	0.041064	0.0	1.02661	8.361685	1000
MaxPHA	10.0,0.75,0.175,11.0	0.040441	0.0	1.011017	3.630997	1000
MaxPHA	10.0,1.0,0.125,12.0	0.039805	0.0	0.995129	4.50352	1000
MaxPHA	20.0,1.0,0.02,8.0	0.039544	0.0	0.988604	10.536103	1000
MaxPHA	20.0,0.5,0.175,4.0	0.039199	0.0	0.979966	6.952416	1000
MaxPHA	50.0,0.5,0.075,2.5	0.038645	0.0	0.966117	6.299529	1000
MaxPHA	10.0,1.0,0.125,11.0	0.038531	0.0	0.963285	4.693416	1000
MaxPHA	10.0,2.0,0.175,5.0	0.038517	0.0	0.962934	9.036309	1000
MaxPHA	10.0,1.5,0.05,14.0	0.038489	0.0	0.962237	6.050084	1000
MaxPHA	10.0,2.0,0.125,8.0	0.038029	0.0	0.950731	8.638532	1000
MaxPHA	10.0,1.5,0.1,10.0	0.037324	0.0	0.933106	6.679622	1000
MaxPHA	40.0,0.75,0.15,1.5	0.037284	0.0	0.932105	12.766052	1000
MaxPHA	40.0,1.0,0.175,1.0	0.036796	0.0	0.919911	17.820634	1000
MaxPHA	10.0,1.25,0.075,12.0	0.036452	0.0	0.911307	5.551489	1000
MaxPHA	30.0,0.75,0.075,3.5	0.03572	0.0	0.893009	12.982197	1000
MaxPHA	20.0,0.5,0.075,7.0	0.035701	0.0	0.892522	6.462351	1000
MaxPHA	10.0,1.25,0.175,4.0	0.034939	0.0	0.873477	6.692338	1000
MaxPHA	10.0,1.0,0.175,4.5	0.034829	0.0	0.870722	5.685115	1000
MaxPHA	10.0,1.0,0.1,10.0	0.034277	0.0	0.856921	5.003184	1000
MaxPHA	10.0,0.75,0.1,12.0	0.03427	0.0	0.856739	3.7512	1000
MaxPHA	10.0,1.25,0.175,3.5	0.033967	0.0	0.849179	6.792335	1000
MaxPHA	30.0,0.75,0.15,1.5	0.033567	0.0	0.839182	13.581545	1000
MaxPHA	10.0,1.75,0.15,3.5	0.031331	0.0	0.783275	8.691062	1000
MaxPHA	10.0,1.5,0.1,6.0	0.029385	0.0	0.734624	7.569638	1000
MaxPHA	30.0,0.5,0.02,4.0	0.029277	0.0	0.731934	8.677321	1000
MaxPHA	10.0,1.5,0.175,1.0	0.029215	0.0	0.73038	8.212455	1000
MaxPHA	20.0,0.5,0.175,0.5	0.02885	0.0	0.721246	7.909532	1000
MaxPHA	10.0,1.0,0.05,10.0	0.028674	0.0	0.716839	5.239264	1000
MaxPHA	10.0,1.25,0.175,0.5	0.028028	0.0	0.700689	7.393004	1000
MaxPHA	10.0,1.0,0.075,7.0	0.026439	0.0	0.660967	5.726768	1000
MaxPHA	10.0,0.75,0.075,8.0	0.026423	0.0	0.660571	4.594984	1000
MaxPHA	10.0,1.25,0.15,1.5	0.026374	0.0	0.659338	7.353704	1000
MaxPHA	10.0,1.0,0.125,3.0	0.025528	0.0	0.638207	6.248567	1000
MaxPHA	10.0,0.5,0.05,12.0	0.025442	0.0	0.636051	2.999824	1000
MaxPHA	10.0,1.0,0.125,2.5	0.024485	0.0	0.612127	6.348995	1000
MaxPHA	10.0,1.75,0.15,0.5	0.024311	0.0	0.607778	9.374885	1000
MaxPHA	20.0,0.5,0.1,2.0	0.023757	0.0	0.593929	7.940421	1000
MaxPHA	10.0,0.75,0.1,3.5	0.022224	0.0	0.555608	5.28732	1000
MaxPHA	10.0,0.75,0.02,9.0	0.022041	0.0	0.551028	4.650516	1000
MaxPHA	20.0,0.5,0.02,3.5	0.019186	0.0	0.479659	7.891256	1000
MaxPHA	10.0,1.0,0.075,2.5	0.017535	0.0	0.438385	6.642182	1000
MaxPHA	10.0,0.75,0.05,3.5	0.015706	0.0	0.392657	5.563152	1000
