glu1	ac1	o21	glu2	ac2	o22	fitness
-18	-18	-2	-8	0	-7	0.543056
-6	0	-1	-2	0	-2	0.148713
-16	-4	-2	-8	0	-7	0.515271
-20	-10	-2	-14	-14	-3	0.562335
-18	-6	-1	-8	0	-7	0.518049
-16	-6	-6	-4	0	-5	0.508652
-18	-18	-3	-8	0	-7	0.568063
-20	-2	-5	-14	-2	-7	0.73737
-6	-16	-6	-18	-10	-3	0.51474
-20	-2	-6	-12	-18	-7	0.734592
-20	0	-7	-12	-2	-1	0.609567
-20	0	-1	-12	-14	-7	0.609567
-12	-10	-1	-14	-18	-5	0.476207
-20	-2	-5	-12	-2	-7	0.709587
-14	-12	-7	-2	-18	-3	0.429599
-20	-2	-2	-14	-8	-7	0.662355
-12	-6	-3	-14	-16	-2	0.451202
-20	-6	-4	-12	-10	-7	0.684582
-20	-10	-7	-12	0	-7	0.759597
-10	-14	-6	-18	-8	-4	0.603734
-20	-12	-5	-12	0	-7	0.709587
-8	-8	-6	-14	-10	-4	0.51617
-20	-10	-6	-16	0	-7	0.790159
-18	-12	-6	-18	-10	-1	0.640129
-16	-6	-5	-18	-18	-7	0.73737
-10	-16	-7	-12	-4	-2	0.491695
-18	-8	-5	-14	-8	-7	0.709587
-12	-10	-7	-14	-14	-6	0.651242
-16	-10	-7	-20	-10	-7	0.815164
-16	-8	-6	-12	0	-7	0.679025
-8	-14	-6	-2	-2	-6	0.357154
-18	-10	-6	-12	0	-7	0.706809
-20	-18	-7	-18	-12	-5	0.792937
-16	-10	-7	-12	0	-7	0.70403
-10	-10	-4	-10	-14	-4	0.442867
-18	-12	-6	-12	0	-7	0.706809
-18	-6	-6	-16	-10	-3	0.662355
-16	-10	-6	-20	-10	-7	0.790159
-10	-10	-4	-4	-8	-5	0.375284
-18	-4	-6	-20	-18	-7	0.817942
-16	-10	-6	-20	-10	-6	0.765154
-16	-10	-7	-20	-2	-7	0.815164
-16	-10	-7	-20	0	-5	0.765154
-4	-12	-5	-6	-8	-2	0.2697
-20	-10	-6	-18	0	-6	0.792937
-12	-16	-5	-14	-8	-2	0.501212
-20	-10	-6	-18	-18	-6	0.792937
-16	-18	-1	-14	-18	-6	0.556779
-20	-10	-7	-18	-14	-5	0.792937
-12	-2	-5	-10	-10	-4	0.495655
-18	-10	-5	-20	-8	-6	0.767932
-16	-4	-7	-16	-2	-6	0.734592
-10	-12	-1	-18	-6	-1	0.40397
-16	-4	-7	-16	-8	-6	0.734592
-8	-18	-3	-4	-12	-3	0.279834
-18	-2	-6	-16	-8	-6	0.73737
-12	-8	-5	-6	-2	-1	0.365073
-16	0	-7	-16	-18	-6	0.734592
-10	-18	-5	-12	0	-7	0.570671
-16	-2	-7	-16	-12	-5	0.709587
-20	0	-6	-20	-8	-1	0.695695
-16	-2	-6	-16	-10	-6	0.709587
-16	-12	-7	-18	0	-7	0.78738
-4	-10	-5	-12	-4	-5	0.428075
-18	-16	-6	-20	-18	-7	0.817942
-8	-10	-1	-4	-2	-1	0.181703
-16	-12	-6	-20	-10	-7	0.790159
-8	-8	-4	-8	-14	-4	0.387301
-20	-14	-6	-20	-10	-7	0.845726
-2	0	-4	-8	0	-2	0.237053
-18	-16	-7	-18	-8	-7	0.815164
-2	-16	-4	-14	-6	-1	0.295719
-20	-16	-7	-20	0	-7	0.870731
-18	-18	-7	-20	-16	-5	0.792937
-4	0	-6	-20	-18	-4	0.531159
-18	-16	-7	-18	-8	-5	0.765154
-14	-16	-5	-14	-18	-5	0.60401
-18	-18	-7	-18	-12	-5	0.765154
-10	-6	-4	-6	0	-4	0.385948
-18	-16	-7	-18	-14	-5	0.765154
-8	-10	-7	-18	-12	-6	0.643082
-18	-14	-6	-18	-2	-5	0.740149
-16	0	-2	-20	-8	-6	0.665134
-18	-18	-6	-20	-4	-5	0.767932
-20	-2	-5	-20	-16	-7	0.82072
-18	-6	-2	-18	-12	-6	0.665134
-20	-2	-5	-20	-8	-7	0.82072
-2	-18	-6	-8	-16	-4	0.319546
-20	-4	-5	-20	-18	-7	0.82072
-20	-10	-5	-10	-4	-2	0.556779
-20	-6	-7	-20	-18	-7	0.870731
-2	-12	-3	-18	0	-3	0.385143
-20	-6	-6	-20	-10	-7	0.845726
-8	-12	-7	-12	-2	-5	0.53472
-20	-8	-7	-18	-18	-7	0.842947
-20	-2	-4	-20	-12	-7	0.795715
-16	-8	-4	-14	-10	-3	0.556779
-20	-8	-4	-20	-16	-7	0.795715
-16	-12	-4	-10	-12	-3	0.501212
-20	-4	-4	-20	-18	-7	0.795715
-18	-6	-4	-10	-16	-5	0.579006
-20	-2	-4	-20	-16	-7	0.795715
-14	-4	-6	-14	-18	-6	0.65402
-20	-6	-4	-20	-14	-7	0.795715
-16	-6	-5	-6	-6	-5	0.515639
-14	-8	-7	-16	-4	-7	0.731814
-6	-14	-6	-10	-18	-4	0.428607
-14	-2	-7	-18	-8	-7	0.759597
-10	-14	-1	-2	-14	-6	0.272312
-14	-6	-7	-20	-2	-7	0.78738
-6	-14	-4	-10	-14	-6	0.435647
-14	-2	-6	-20	-8	-7	0.762375
-2	-8	-4	-4	0	-3	0.204899
-14	-6	-7	-18	-8	-7	0.759597
-2	-14	-7	-2	-4	-3	0
-2	-14	-7	-18	-6	-4	0.474389
-8	-6	-6	-4	-12	-5	0.392989
-2	-2	-7	-20	-18	-4	0.478374
-8	-8	-1	-18	-16	-3	0.426197
-2	-12	-7	-16	-8	-4	0.446604
-10	-14	-1	-4	-4	-3	0.257606
-2	-14	-7	-18	-18	-4	0.474389
-12	-8	-4	-10	-4	-7	0.541708
-2	-6	-7	-18	-2	-4	0.474389
-4	-16	-3	-14	-4	-1	0.313176
-20	0	-7	-20	-18	-7	0.870731
-18	-12	-2	-2	-6	-7	0.424376
-20	0	-5	-20	-4	-7	0.82072
-20	-12	-3	-4	-6	-6	0.506152
-20	0	-5	-20	-8	-7	0.82072
-20	-14	-2	-18	-6	-7	0.717922
-20	0	-7	-20	0	-5	0.82072
-2	0	-6	-16	-2	-5	0.423213
-20	-2	-5	-18	-4	-7	0.792937
-8	-8	-5	-4	-16	-1	0.280896
-20	-12	-7	-20	-12	-6	0.845726
-8	-4	-2	-12	-16	-3	0.367852
-20	-14	-6	-20	-4	-6	0.82072
-18	0	-6	-10	-8	-4	0.604011
-20	-16	-7	-20	0	-6	0.845726
-12	-4	-7	-2	-14	-4	0.417973
-20	-8	-7	-20	0	-5	0.82072
-2	-14	-6	-20	-16	-5	0.511263
-20	-12	-6	-20	-10	-6	0.82072
-8	-16	-7	-6	-6	-3	0.401352
-20	-18	-3	-18	-16	-4	0.667912
-10	-18	-5	-16	-12	-2	0.501212
-20	-6	-3	-18	-8	-4	0.667912
-18	-12	-5	-6	-16	-5	0.543424
-20	-10	-3	-18	-10	-4	0.667912
-16	-10	-5	-14	0	-6	0.656799
-20	-14	-3	-18	-4	-4	0.667912
-14	-4	-4	-12	-18	-1	0.451202
-20	-2	-3	-18	-16	-4	0.667912
-4	-10	-4	-10	-18	-5	0.378961
-20	0	-7	-16	0	-7	0.815164
-8	-16	-7	-10	-16	-5	0.506936
-20	-16	-7	-16	-8	-6	0.790159
-12	-14	-4	-18	-14	-6	0.631794
-20	-16	-7	-16	0	-6	0.790159
-10	-12	-2	-14	0	-2	0.398414
-20	-10	-7	-16	0	-7	0.815164
-10	-4	-5	-8	0	-4	0.440089
-20	-14	-6	-20	0	-4	0.77071
-18	-8	-4	-14	-16	-4	0.609567
-20	-10	-7	-20	-6	-4	0.795715
-4	0	-2	-20	-16	-3	0.423419
-20	0	-7	-20	-18	-4	0.795715
-2	-14	-1	-10	-10	-2	0.206708
-20	0	-7	-20	-6	-4	0.795715
-10	-16	-6	-20	-18	-1	0.556499
-20	-12	-7	-20	-4	-4	0.795715
-6	-10	-4	-20	-2	-3	0.499867
-20	-4	-7	-20	-10	-4	0.795715
-12	-2	-3	-12	-18	-1	0.398414
-20	-18	-7	-20	-16	-5	0.82072
-14	-12	-7	-8	-8	-1	0.47065
-20	0	-4	-18	-14	-5	0.717922
-14	-12	-4	-2	-16	-6	0.402901
-20	-2	-4	-18	-12	-6	0.742927
-8	0	-3	-10	-6	-6	0.439802
-20	-6	-4	-18	-2	-6	0.742927
-12	-8	-2	-18	-18	-2	0.481764
-20	-8	-4	-18	-4	-5	0.717922
-16	0	-5	-20	-14	-1	0.615124
-16	-14	-4	-20	-18	-7	0.740149
-10	-18	-1	-6	-8	-2	0.262275
-14	-14	-4	-20	-12	-7	0.712365
-16	-6	-1	-2	-10	-5	0.339663
-18	-10	-4	-20	-4	-7	0.767932
-8	-14	-4	-18	-16	-1	0.451202
-16	-10	-4	-20	-12	-7	0.740149
-8	-16	-3	-16	-14	-3	0.448424
-18	-14	-4	-20	-4	-7	0.767932
-8	0	-1	-2	-6	-1	0.15392
-16	0	-6	-20	-16	-7	0.790159
-8	-12	-1	-4	-2	-7	0.305587
-18	0	-7	-20	-18	-7	0.842947
-14	-8	-1	-2	-10	-7	0.3438
-20	-8	-6	-18	-18	-4	0.742927
-10	-18	-7	-20	-18	-3	0.627841
-20	0	-5	-18	-2	-4	0.717922
-6	-18	-4	-20	-12	-1	0.449854
-20	0	-5	-18	0	-4	0.717922
-12	-12	-5	-8	-6	-1	0.392857
-14	-8	-7	-20	-18	-4	0.712365
-16	-8	-3	-2	-16	-5	0.389676
-20	-12	-5	-20	-18	-5	0.77071
-10	-6	-5	-4	-2	-1	0.309507
-20	-8	-5	-20	0	-6	0.795715
-20	-2	-7	-16	-10	-1	0.665134
-20	-18	-5	-20	-16	-5	0.77071
-6	-14	-3	-16	-16	-3	0.42064
-20	-16	-6	-20	-10	-5	0.795715
-8	-18	-6	-18	-6	-3	0.546734
-18	0	-7	-20	-18	-6	0.817942
-16	-6	-7	-10	-14	-6	0.650968
-18	-12	-7	-20	-12	-6	0.817942
-14	-18	-6	-10	-16	-3	0.523439
-18	-4	-7	-20	-6	-6	0.817942
-6	-2	-2	-2	-12	-3	0.193426
-18	-10	-7	-20	0	-6	0.817942
-14	-10	-5	-18	-8	-3	0.609567
-18	-18	-7	-20	-10	-6	0.817942
-14	-4	-2	-12	-6	-5	0.501212
-20	-12	-7	-8	-2	-6	0.674545
-20	-16	-2	-14	-18	-7	0.662355
-20	-16	-7	-8	-8	-6	0.674545
-8	0	-5	-20	-10	-6	0.62821
-20	-14	-6	-8	-18	-6	0.649539
-18	-4	-5	-20	-18	-6	0.767932
-20	-10	-7	-8	-4	-6	0.674545
-18	-6	-7	-10	-14	-3	0.604011
-20	-18	-7	-8	-16	-7	0.695874
-12	0	-2	-16	-18	-2	0.45398
-20	-14	-6	-20	0	-7	0.845726
-2	-16	-3	-14	-16	-4	0.35458
-20	-14	-6	-20	0	-6	0.82072
-20	-14	-6	-8	-16	-6	0.649539
-14	-6	-1	-16	0	-1	0.431754
-16	0	-4	-2	-2	-5	0.414682
-14	-10	-1	-16	-4	-1	0.431754
-18	-2	-4	-20	-14	-7	0.767932
-14	-14	-1	-16	-14	-3	0.481764
-4	-2	-2	-6	0	-7	0.316567
-20	-16	-7	-16	-18	-4	0.740149
-2	-12	-7	-10	-14	-6	0.412948
-20	-14	-7	-16	-2	-4	0.740149
-6	-4	-4	-16	0	-7	0.544323
-20	-18	-6	-16	-10	-4	0.715144
-4	-8	-6	-8	-18	-5	0.388609
-18	-14	-4	-16	0	-7	0.712365
-10	-16	-5	-16	-12	-6	0.601232
-20	-8	-4	-16	-16	-7	0.740149
-18	0	-6	-2	-8	-1	0.417862
-14	-8	-5	-18	-4	-6	0.684582
-6	-8	-5	-16	-6	-7	0.565652
-14	-10	-4	-20	-4	-6	0.68736
-12	-8	-6	-14	-12	-4	0.576227
-14	-4	-4	-20	-2	-6	0.68736
-4	-4	-5	-2	-2	-2	0.211692
-14	-4	-5	-20	0	-6	0.712365
-4	-18	-2	-14	0	-6	0.415084
-14	0	-2	-20	-6	-6	0.637351
-10	-12	-4	-12	-10	-2	0.420641
-20	-18	-7	-20	0	-7	0.870731
-12	-6	-3	-12	-10	-4	0.473429
-20	-14	-1	-16	-8	-7	0.665134
-4	-6	-7	-10	-10	-3	0.383385
-20	-10	-1	-16	-16	-7	0.665134
-20	-12	-3	-10	-2	-4	0.556779
-20	-12	-1	-16	-6	-7	0.665134
-8	-14	-7	-10	-14	-5	0.506936
-20	-14	-2	-16	-14	-7	0.690139
-18	0	-4	-14	-2	-5	0.634572
-20	-18	-7	-20	0	-6	0.845726
-6	-10	-4	-6	-4	-5	0.350331
-4	-2	-3	-4	-4	-2	0.199257
-20	0	-7	-20	-18	-6	0.845726
-20	-12	-1	-20	-14	-3	0.62068
-20	-10	-7	-20	-12	-6	0.845726
-8	-6	-5	-12	-6	-5	0.492063
-12	-14	-2	-2	-10	-2	0.257075
-18	-6	-6	-16	-10	-7	0.762375
-12	-16	-2	-20	0	-1	0.484542
-20	-4	-4	-20	0	-3	0.695695
-18	-16	-4	-12	-18	-1	0.506769
-20	-2	-5	-20	-4	-3	0.7207
-20	-12	-6	-8	-6	-3	0.579005
-20	-10	-4	-20	-18	-3	0.695695
-6	-14	-6	-14	-10	-2	0.434164
-20	-8	-6	-20	0	-3	0.745705
-2	-12	-5	-2	-4	-4	0.186807
-20	-14	-5	-20	-4	-3	0.7207
-20	-12	-3	-8	-14	-1	0.45398
-20	-8	-6	-18	0	-5	0.767932
-10	0	-3	-18	-12	-7	0.604011
-20	-4	-7	-16	0	-5	0.765154
-14	-4	-3	-16	-18	-4	0.556779
-20	-16	-7	-20	-12	-7	0.870731
-18	-10	-3	-20	-8	-4	0.667912
-20	-18	-7	-20	-12	-7	0.870731
-18	-16	-2	-8	-2	-2	0.426197
-20	-16	-7	-20	-6	-7	0.870731
-16	-16	-1	-2	-14	-3	0.307345
-20	-18	-6	-20	-14	-7	0.845726
-10	-2	-3	-10	-6	-1	0.342847
-20	-18	-6	-20	0	-7	0.845726
-16	-2	-5	-16	-18	-4	0.634572
-20	-18	-6	-20	-12	-7	0.845726
-18	-8	-7	-12	-6	-5	0.681804
-18	-12	-1	-4	-6	-5	0.411404
-20	-12	-7	-20	-6	-7	0.870731
-4	-12	-6	-14	-4	-3	0.422797
-18	-2	-4	-16	-16	-4	0.63735
-6	0	-4	-2	-4	-7	0.306303
-20	-18	-7	-20	-2	-7	0.870731
-14	0	-5	-8	-12	-4	0.495655
-14	-6	-2	-16	-4	-1	0.456759
-10	-18	-7	-16	-12	-4	0.597278
-20	-12	-1	-16	-8	-3	0.565114
-16	-6	-4	-18	-14	-7	0.712365
-20	-12	-7	-20	-2	-7	0.870731
-8	-16	-4	-6	-2	-7	0.422151
-8	-8	-4	-20	-8	-4	0.554
-14	-2	-7	-16	-4	-1	0.581784
-4	0	-2	-16	-2	-4	0.392857
-14	0	-7	-16	0	-3	0.631794
-16	-10	-1	-12	-8	-3	0.453981
-14	0	-7	-16	-12	-2	0.606789
-14	-14	-6	-16	-12	-1	0.556779
-14	0	-7	-16	-10	-1	0.581784
-16	-14	-7	-10	-6	-4	0.601232
-14	0	-7	-16	-10	-2	0.606789
-12	-2	-7	-16	0	-1	0.554
-14	-14	-7	-20	-18	-7	0.78738
-18	-14	-2	-8	-16	-1	0.401192
-14	0	-7	-20	-18	-7	0.78738
-20	-4	-4	-18	-18	-7	0.767932
-18	-12	-7	-20	-10	-4	0.767932
-16	-16	-1	-20	-8	-6	0.640129
-18	-18	-7	-20	-14	-4	0.767932
-16	-6	-3	-16	-6	-5	0.609567
-18	-2	-7	-20	-18	-4	0.767932
-4	-18	-1	-4	-12	-7	0.250017
-20	-10	-7	-20	-10	-7	0.870731
-16	-16	-6	-14	-12	-1	0.556779
-20	-8	-7	-20	-8	-7	0.870731
-16	-8	-1	-16	-8	-7	0.609567
-20	-8	-7	-20	0	-7	0.870731
-20	-16	-5	-6	-4	-4	0.54988
-20	-6	-7	-20	-10	-7	0.870731
-12	-8	-6	-6	-16	-4	0.463746
-20	0	-7	-20	-16	-7	0.870731
-2	-4	-1	-14	-10	-7	0.3873
-20	-16	-7	-18	-2	-3	0.742927
-2	-2	-7	-14	-12	-7	0.470038
-20	-2	-7	-18	-2	-3	0.742927
-10	-4	-2	-20	-6	-5	0.556779
-20	-2	-7	-18	-16	-6	0.817942
-18	-12	-5	-12	-4	-3	0.581784
-20	-2	-7	-18	-6	-6	0.817942
-14	-6	-4	-16	-10	-4	0.581784
-2	-18	-5	-10	-14	-5	0.356334
-20	0	-7	-18	-4	-6	0.817942
-20	-16	-5	-16	0	-6	0.740149
-12	-4	-5	-18	-2	-7	0.681804
-16	-12	-2	-18	0	-1	0.512325
-4	-8	-2	-20	-16	-3	0.423419
-20	-14	-4	-16	-2	-1	0.590119
-10	-18	-2	-16	-2	-4	0.476207
-18	-12	-3	-18	-4	-1	0.565114
-20	-2	-5	-10	-14	-5	0.631794
-18	-16	-3	-18	-2	-2	0.590119
-4	-12	-1	-10	-16	-1	0.209487
-20	-14	-7	-20	-18	-7	0.870731
-12	-18	-4	-8	-18	-3	0.417862
-20	-12	-7	-20	-18	-7	0.870731
-12	-14	-1	-4	-4	-3	0.285391
-20	-18	-7	-20	-16	-7	0.870731
-10	-16	-4	-18	-10	-7	0.629016
-20	-12	-7	-20	-16	-7	0.870731
-14	-18	-5	-20	-2	-7	0.73737
-20	-4	-7	-20	-18	-7	0.870731
-4	-12	-4	-12	-18	-7	0.456759
-16	0	-5	-2	0	-7	0.423213
-20	-6	-5	-6	-4	-3	0.526217
-14	0	-5	-4	-2	-7	0.488969
-8	-16	-4	-4	-2	-5	0.347499
-20	0	-6	-6	-8	-7	0.638874
-4	-10	-3	-12	0	-1	0.285391
-20	0	-6	-6	-12	-7	0.638874
-20	-16	-3	-6	-12	-6	0.542525
-14	0	-6	-2	-2	-6	0.445032
-6	-8	-2	-8	0	-1	0.234492
-18	-6	-7	-20	-18	-3	0.742927
-20	-16	-4	-20	-6	-6	0.77071
-6	-8	-7	-12	-14	-3	0.452714
-18	-4	-6	-20	-18	-2	0.692917
-18	-8	-6	-12	-18	-1	0.556779
-20	0	-7	-16	-8	-7	0.815164
-2	-14	-2	-2	-2	-5	0.162243
-20	0	-7	-16	-12	-6	0.790159
-12	-18	-1	-16	-2	-5	0.50399
-20	0	-7	-16	-16	-7	0.815164
-12	-8	-3	-12	-4	-6	0.523439
-14	-16	-5	-14	-4	-3	0.554
-16	-16	-1	-6	0	-3	0.37063
-20	-4	-7	-20	-2	-7	0.870731
-4	-6	-5	-18	-14	-1	0.411404
-6	-2	-4	-2	-14	-3	0.242063
-20	-10	-5	-8	-10	-7	0.645861
-12	-6	-2	-6	-6	-1	0.290059
-16	-12	-7	-20	-18	-4	0.740149
-14	-10	-4	-16	-4	-6	0.631794
-20	-2	-7	-20	-16	-7	0.870731
-8	-4	-3	-10	-8	-7	0.461131
-20	0	-7	-20	-4	-7	0.870731
-2	-8	-7	-6	0	-1	0.216526
-20	0	-7	-20	-14	-7	0.870731
-10	-8	-5	-20	-14	-1	0.531774
-20	0	-7	-20	-2	-7	0.870731
-6	-2	-7	-2	-4	-6	0.354372
-8	-10	-3	-14	-6	-1	0.37063
-20	-16	-5	-20	0	-7	0.82072
-20	-4	-4	-16	-14	-1	0.590119
-6	-12	-5	-8	-16	-6	0.424983
-10	-6	-1	-8	0	-4	0.340069
-16	-8	-7	-6	-18	-4	0.544323
-14	-16	-7	-6	-8	-7	0.580525
-4	-12	-3	-16	-16	-5	0.440987
